,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X002475.SZ,X600372.SH,X000559.SZ,X002456.SZ,X002180.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X000157.SZ,X600867.SH,X600522.SH,X002426.SZ,X002294.SZ,X600089.SH,X000981.SZ,X002085.SZ,X002508.SZ,X300124.SZ,X601877.SH,X000869.SZ,X002465.SZ,X600498.SH,X000050.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.342067619275145,0,0,0,0,0,0,0.200892480219482,0,0,0,0,0.121862957765189,0,0,0,0,-0.00805485656790784,0,0,0,0,0.0221529586167095,0,0,0,-0.103508369047694,0,0.0810659462397442,0,0,0,0,0,0,0,0,0,0,-0.0678948579539352,0.162890044966599,0,0,0,0,0,0,0,0,0.0123005384507544,0,0,0,0,0,0,0
X600104.SH,0.116884303352268,0,0,0,0,0,0,0.26491832826645,0.0597823370465131,0,0.0811737470873538,0,0,0,0,0,0,0,0,0,0,-0.106431029340565,0,-0.0315891953729159,0,0,0.0496490162630146,0,0.0103085103733221,0,-0.0480416513179138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122678555881825,0,0,0,0,0.0110051032266533,0,0,0,0,0,0,0
X002415.SZ,0.04536714346925,0,0,0,0,0,0,0,0.084763805701559,0,0,0,0,0,0.0150494721815961,0,0,0,0,0,0,0,0,0.119063470504539,0.100337523531346,0,0,0,0,0.011023994851048,0,0,0,0,0,0,0,0,0,0.0396080535523411,0.0944301710977163,0,0,0.113976691267291,0,0.111279455407961,1.73472347597681e-18,0,0,0,0.028669610637832,0,0,0,0,0,0,0
X000858.SZ,0.0441947728693932,0,0,0,0.308559413692325,0,0,0,0.281841633109446,0,0,0,0,0.00179906765817339,0.273212019753031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484971449817052,0,0,0,0.128818095611947,0,0,0,0,0,0,0,0.0247259885294274,0,0,0,0,0,0
X002304.SZ,0,0,0,0.665395832849757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0.0414012593018729,0,0,0,0,0,0,0,0.11346788403801,0,0,0.00779550376763272,0,0,0,0,0,0,0,0.00576508813523555,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0185922426027658,0,0,0,0,0.231780631689307,0,0,0,0.0708258799307251,0.0108542146260552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030804333933594,0.021861442942342,0,0,0,0,-0.0013872125187828,0.00973283172171482,0,0,-0.0221477839177363,0,0.0312608773902803,0,0,0,0,0,-0.0142901569589657,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0122097494015557,0,0,0.0505381206212828,0,0,0,0,0.306435392445606,0,0,0,0,0,0.18534263522141,0,0,0.0247246636388609,0,0,0,0,0.00995589394851378,0,0,0,0,0,0,0,0.00179379574298317,0,0,0,0.0358412955070312,0,0.100758725658483,0,0.105259835017857,0,0,0,-0.0225793251433475,0.0409400653848715,0,0,0,0,0,0
X000625.SZ,0,0.120632411697363,0,0,0,0,0,0,0,0,0.0279689645283486,0,0.0535134232834118,0,0,0.182531367549068,0,0,0,0,0,0,0.0651736492374618,0,0,0,0,0,0.030525533349563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711967548594164,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0732231772632207,0,0,0,0,0,0,0,0,0.00930859743224673,0,0,0,0,0,0,0,0,0,0,0.118950915001597,0,0,0,0,0.00461802151183094,0,0,0,0,0,0.14722536032959,0,0,0,0,0,0.0787385091876649,0,0,0.129268013395461,0,0,0,0.0685832838289096,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.059659867317275,0.123613494027404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371317706363217,0.0950248700429842,0.030957273172019,0,0,0,0,0,0.0606718255015816,0,0,0,0.113843228355425,0,0,0,0,0,0,0,0.0503580925329445,0,0,0,-2.16840434497101e-19,0.0107305910464097,0,0,0,0,0,0
