,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X600703.SH,X000100.SZ,X600271.SH,X300003.SZ,X000157.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X002179.SZ,X600177.SH,X000977.SZ,X002371.SZ,X600498.SH,X600776.SH,X002506.SZ,X600487.SH,X600867.SH,X000066.SZ,X600183.SH,X300146.SZ,X000050.SZ,X600066.SH,X002129.SZ,X600118.SH,X600522.SH,X002049.SZ,X600566.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-1.38777878078145e-17,0,0,0,0,0,0.193739846056839,0,0.0665237154968726,0,0,0,0,0,0.0826899420934731,0,0,0,0,0,0,0,0,0,0.0222770169976303,0.152844940706428,0,0,0,0,0,0,0,0,0.0342941074212388,0,0,0,0,0,0,0,0,0.0155351656365874,0,0,0,0,0,0,0,-0.044077279134793,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.281167459965197,0,0,0,0,0,0.428884997019719,0,0,0,0,0,0,0,0.135696847047835,0,0,0,0,0,0,0.066031578004365,0,0,0,0,0,0,0.00540735476376109,0,0.0182843803106537,0,0,0,0,0,0,0,0,-0.0242079694408134,0,0,0,0,0.0035297181656158,0,0
X000651.SZ,0,3.46944695195361e-18,0,0,0,0,0.0815941059382756,0,0,0,0.304552820241495,0,0,0.0903355418454471,0.0153663493225154,0.0501951500267699,0.133121420738996,0,0,0,0,0,0,0,0,0,0,0,0,0.101222975343187,0,0,0,0,0,0,0.014741738095648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382170117317543,0,0,0,0,0,0,0
X600104.SH,0,0,0.0450466837884599,0,0,0.187882921318742,0,0,0,0.0520944749310954,0.0800501007134435,0,0,0,0.0326743612511125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726908877540723,0,0,0.00426864229234925,0,0,0,0,0,0,0.114251477547109,0,0,0,0.0754427851219309,-0.00520603054670602,0,0,0,0,0,0,-0.0296245580033694,-0.000636553070833054,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307948160742583,0.199644186531442,0.121857824422599,0.044795050043328,0.1524449990056,0,0,0,0,0,0.0525808922660539,0,0,0,0.0246061681680702,0,0.071918639362757,0,0,0,0,0,0,0.0306870619678894,-0.0157082268496077,0,0,0,0,0.0360615487086104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165029561855954,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576799631390587,0.139108352117998,0,0,0,0,0,0,0,0,0,0,0.333184146184977,0,0,0,0,0,0,-0.0358592953841624,0,0,0,0,0.20430601786592,0,0,0,0,-0.00401032217459586,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513393075641572,0,0
X002304.SZ,0,0.250214939601345,0.0524508428013639,0,0,0,0,0,0,0,0.0442572773051981,0,0,0.0230204448987058,0,0.136857026038586,0,0,0,0,0,0,0,0,0.161651183575471,0,0,0,0,0,0,0,0.0433727356380919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197198774528973,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0335517326515103,0,0,0,0,0,0,0,0,0,0.143965624376576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158951492537524,0,0.125633724050653,0.0857258153095673,0,0,0,0.174731864651264,0,0,0,0,0,0,0,0,0,0,-0.0531276335867192,-0.0612615996779622,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172773554746759,0.0111216727561379,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0744294339703669,0,-8.67361737988404e-19,0,0.0494246906275362,0.210852589307627,0,0.135889770322293,0,0.131237680789577,0,0,0,0,0,0,-0.0301334171000512,-0.00646712917811054,0,0,0,0.0380024012601791,0,0
X000568.SZ,0,0.333689970869458,0,0,0,0.0548306142458155,0,0,0,0,0,0,0.190626234236298,0,0,0.0718345042696891,0,0,0.063569417463559,0.0382036975511221,0,0,0,0,0,0,0,0,0,0.0873424144007951,0,0,0,0,0,0,0,0,0.0213755950094698,0,0,0,0,0.0182541398409434,0,0,0,0,0,0,0,-0.0168259834972955,0,0,0,0,-0.0258703456415223,0,0
