,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600703.SH,X002049.SZ,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X000157.SZ,X600522.SH,X600884.SH,X002236.SZ,X000733.SZ,X000799.SZ,X000977.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.515773205632708,0,0,0.0891060894633918,0,0,0.0790654930836347,0,-0.00104247128250099,0,0,0,0,0,0,0,0.00516066098651675,0,0,0,0,0,0.0687376615547878,0,0,0,0,0,0,0.0690405638916792,0,0,0,0,0.0769131716063439,0,0,0,0,0,0,0,0,0,0,0.00155197177241328,0,0,0,0,0,-0.0078279824721113,0,0,0,0.015581819035501,0,0
X000858.SZ,0.181975265516335,0,0,0,0.0779162078107522,0.0397310185390917,0,0.0786969859251539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677357775617884,0.034929564335178,0,-0.0166187944147543,0,0,0,0.185822777847382,0.011550434466721,0,0,0,0,0,0,0,0,0.00674958824644184,0,0,0,0,0,0,0
X002415.SZ,0,0.113186680289393,0,0,0,0.0887612455635105,0,0,0,0,0,0,0,0,0,0,0,0,0.131531033459622,0,0,0,0.0417878717316554,0,0,0,0,0,0,0,-0.17217974743394,0,0,0,0,-0.107883681059691,0,0,0.0743894038864305,0,0.0370145172428825,0,0.0315678605833287,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00652882312382278,0,0
X600809.SH,0,0,0,0,0.132709495865002,0,0,0.0381164879260315,0,0,0,0,0,0,0,0,0,0,0,0,-0.27161363297322,0,0.108363164803107,0,0,0,-0.145901794771375,0,0,-0.135734204862687,0,0,0,0,0,0.00917069660817091,0,0,0,0,0,0.219836860036761,0,0,0,0,0.108783008293805,0,0,0,0.0564711529150615,0.00559821304737859,0,0,0,0,0,0,0
X000568.SZ,0.437363423030239,0.0520061864202982,0,0,0,0.0242814553434538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22564833641074,0,0,0,0,0,0.04411972312842,-0.057949742722725,0,0.0756801123349243,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0243502397281257,0,0,0,0,0.0326989664729502,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0691704026652048,0,0,0,0,0,0,0,0,0,0.20233177485793,0,0.315674657644102,0,0,0.102691914588797,0.00827860423832124,0,0,0,0,0,0,0,0,0,0,-0.0158108358775063,0,0,-0.132237589641233,0.0388632485508132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852752645295053,0.0241752770406633,0,0,0,-0.0392155448080173,0,0
X600276.SH,0,0,0,-0.0218447203238953,0,0.0978161732386567,0,0,0.316524153617627,0,0,0,0,0,-0.214947266750461,0,0,0,0,0.177702344466544,-0.0201749910547373,0,0,0,0,0,-0.0978034322635991,0,0,0,0,0,0.0583603147212998,-0.0366234409392521,0.102306520261263,0,0,0.0408208908072766,0,0,0,0,0,0,0,0,0,0.113581804007288,0,0,0,-0.024844693976343,0,0,0,0,-0.0215276945847871,0,0
X002304.SZ,0,0.118163451149343,0.133842081806167,0,0,0,0,0,0.0304784195665964,0,0,0,0,0,0,0,0,0,0.113792621924516,0,0,0,0.0884954779369356,0.166040358553023,0,0,0,0,0,0,0,0,-0.0197651441473169,0,0,0,0,-0.04534810917893,0,0,0,0,0,0,-0.0722584082233623,0,0.00369612718542678,0,0,0,0,0.0128950428952285,0,0,0,0,0,0,0
X600690.SH,0,0.162193828259619,0,0,0,0,0.0865877064609758,0,0,0,0,0,0.0913175651992308,0,0,0,0,0,0,0,0.249886679361629,0,0,0.0707329298131131,0,0,0,0,0,0,0,0,0,0.174239440359691,0,0,0,0.101556260588324,0,0,0,0,0,0,0,0.00318123889035241,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0805702425809411,0,0,0,0,0,0,0,0.152220595859605,0.192618675370277,-0.0800498993114891,0,0,0,0,0,0,0,0,0.0131015055101993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481567073689129,-0.000787818165004925,0,0,0,0,0,0,0,0,0,0,0,0,-0.00706981987973479,-0.00239577309265682,0,0,0,0,0,0
