,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X000568.SZ,X002475.SZ,X600690.SH,X600809.SH,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000100.SZ,X600703.SH,X000157.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600741.SH,X601877.SH,X002129.SZ,X002007.SZ,X002179.SZ,X002236.SZ,X300142.SZ,X002049.SZ,X600584.SH,X600183.SH,X002414.SZ,X601799.SH,X300003.SZ,X000800.SZ,X002074.SZ,X002008.SZ,X000799.SZ,X300146.SZ,X000066.SZ,X000977.SZ,X600089.SH,X600177.SH,X002294.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200967580784002,0,0,0,0,0.200533570557057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708584206866913,0,0,0,-0.104686034934591,0,0,-0.0243212698566968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531270125834713,0,0,0,0,0,0,0,0,-0.000766731843252344,-0.03019602855516,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.377182521362345,0,0,0.147941662516575,0.0747121024021881,0,0,0,0,0.0010148675621343,0,0,0,0,0,0,0,0.0396985369995226,0.0283780241898378,0,0,0,0,0,0,0,0,0,0,0,0.0156230308825153,0,0,0,0,0,0.101100422744789,0,0,0,0,0,0,0,0,0,-0.0196508386432732,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0089515636880767,0,0.0617203610425179,0,0.0214969258110859,0,0,0,0,0.0178055881860906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195018969525142,0.0844725524249844,0.573286467015057,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124542795784788,0,-0.0633304577212536,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366124508449349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195447714746678,0,0,0,0,0,0,0.0593762006619784,0,0,0,0,0,-0.163725824792852,0,0,0,0,0.132200058315406,0,0,0.00456206911577899,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.0270159692515051,0,0,0.224518284728277,0.0821259970755039,0,0,0,0,0,-0.0826202574535494,0,0,0,0,0,0.133099428233685,-0.0905865576716215,0,0,0,0,0.0569656932728756,0.124650131596053,0,0.060593348895433,0,0,0,0,0,0,-0.0453267524795973,0,0,0,0,0,0,0,0,0,0,-0.0739132623377662,0,0,0.013499818979363,0,0,0,0,0,0,0
X600031.SH,0,0,0.118062314091226,0,0,0,0,0,0.072049726247028,0.235060042302229,0,0,0,0,0,0,0,0,0,0.0457151043503141,0.204151909872844,0.0553902704064641,0,0,0,0,0,0,0,0,0,0,0,0.152518298989066,0,0,0,0.0157032560728188,0,0,0,0,0,0,0,0,-0.109945436128293,0,0,-0.030867600385384,0,-0.0142635447363268,0,0,0,0,-0.015035026785345,0,0
X000568.SZ,0.0907164108962333,0.552192263542117,0.0439621377398963,0,0,0,0,0,0,0.0293671570024364,0.0790514294141206,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293078034903782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269267039191233,-0.0271294940796803,-0.0761004789395252,-0.0330656277137137,0,0,0,0,0,0,-0.0318705171346045,0,0,0,0,0,0
X002475.SZ,0,0,0,0.357489147062188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746003029576202,0.257726431636686,0,-0.0107887660803795,0,0,0,0,0.0272519268913315,-0.045572066184469,0,0,0,0,0.124725551355513,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.00184345011935303,0,0,0,0,0,0,0
X600690.SH,0,0,0.156500425785924,0,0,0,0.0520880987829053,0,0,0.353858334225015,0,0,0,0.11538128456615,0,0,0,0,0,0,0,0,0,0,0,0,0.127615098364973,0,0,0,0.0106605643341504,0,0,0,0,0,0,0,0,0,0,0,0.0415997172542723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.359585297570898,0,0,0,0,0,0,-0.0276838481658669,0.0944155969894934,0,0,0,0,0,0,0,0,0,0.260559310603403,0,0,0,0,0,0.048150506614463,0,0,0,0,0,0,0,0,0,0,0,0,0.145564403226622,-0.0204675440255325,0,0,0,0,0,0,0,-0.0188299173058074,-0.0523851240427176,0,0,0,0,0,0
X002304.SZ,0,0.220203071784831,0,0,0,0,0.067842925022858,0,0,0.0178354367211013,0,0,0,0,-0.0815423837737498,0,0,0,0,0,0.0552549226563175,-0.00738790878691246,0,0,0,0,0,0,0,0,0,0.0422303480421758,0,0,0,0,0,0.0862375222123195,0,0,0.145768339114698,0,0.115965072788495,0,0,0,-0.00566516169905277,0,0,0,0,-0.0356590291942922,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535540076642915,0,0.0854508196208667,0,0,0,0,0.220383389107795,0,0.0233100982950276,0,0,0,-0.186673628427925,-0.0136210798955297,0,0,0,0,0,0,0,0.184230612357995,0.247268435543198,0,-0.0140534025676718,0,0,0,0,0,0,0.0733513137642508,0,-0.0211358574090568,0.033381469691818,0,0,0,-0.036212492063171,0,0
X000725.SZ,0,0,0.13224397416762,0,0,0.0855278657530716,0,0.0463514125292166,0,0,0,0,0,0,0,0,0,0,0,0.0302926535499795,0,0,0.0776954601907748,0,0,0,0,0,0.0529915288009084,0,0,0.148627862253141,0,0,0.13472800706027,0,0,0,0.0605408908959265,0,0,0,0,0,0,0,0,0,0,0,0,-0.0671853992372835,0.0684268535225004,0,0,0,0,0,0
X000661.SZ,0,0,0.0316020484927254,0,0,0,0,0,0,0,0,0,0,0,0,0.0348801407473515,0,0,0,0,0,0.16453432127508,0,0,0,0,0,0,0,0,0.0219774148627752,0.0506508495597462,0,0,0,0,0,0,0,0,0.0611061826648999,0,0,0,0,0,0.0535201084316142,0,0,-0.0158321746222557,0,-0.0295557691384914,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.00964595608772828,0,0,0,0,0,0,0,0,0.143313687097545,0,0,0,0,0,0.154846047577756,0.036690435602625,0,0,0.0595273916241504,0,0,0,0,0,0,0.0258618420551213,0,0,0,0,0,0,0,0,0.0569118784339211,0,0,0,0,0,0,0,0,0,0,0.000898940544418028,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.194690743136778,0,0.0621783497717165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531553722241496,0,0.0626614075567046,0,0,0.0752586764254354,0,0,0,0,0.116757501781885,0,0.0113262218041912,0,0,0,0.205622165523075,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.2361912878069,0,0,0,0,0,0.10415961135047,0,0,0,0.253912847354663,0,0,0,0,0,0,0,0,0,0,0,0,0.182834956191232,0,0,0,0.0219617554776376,0,0,0,0,0.0268589343811995,0,0,0,0.116428284569104,0,0,0.104708614388209,0.0560041997351383,0,0,0,0,0,-0.0460101265489308,0,0,0,0,-0.0901807841049457,0,0
X000063.SZ,0,0,0,0,0,2.16840434497101e-19,0,0,0.0851443026495197,0,0,0,0.0201579606364245,0,0,-0.0410211720202148,0,0,0,0,0,0,0.0590348185729458,0,-0.0183696866309386,0,0,0,0,0,0,0,0.0464693158014598,0,0.147961101185243,0,0,-0.00546118301707997,0.00866092629332421,0,-0.0434832890674214,0,0,0.140767544048605,0.235474558780854,0,0,0.190315554392228,0,0,0,-1.73472347597681e-18,0.0143606597350263,0,0,0,-0.0252781162023003,0,0
X003816.SZ,0,0,0,0,0,-0.0130837698614245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00369211776903397,0,0,0,0,0,0,0,0,0.0420931690271186,0.00372789170511014,-0.0215264483960266,0,0,0.0535638048746089,-0.133584131269185,0,0.0503350135826103,0.00177779474080421,0,0,0,0,0,0,0,0,0.0677874988987439,0.0558289628287238,0.0098417284582341,0,0,0,0,0.000936168552033247,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.44640061969283,0,0,0,0,0,0,0,0.431494578347595,0.0300373299508663,0,0,0,0,0,0,0,-0.0821532307285858,0,0,0,0,0,0,0,0,0,0,0,0.102677922108973,0,0,0,0.0771983661689228,0.209199725623687,0,0,0,0,-0.0391599217175705,0.0388171068617549,0,0,0,0,0,0
X600703.SH,0,0,0.00589387027032353,0,0,0,0,0.042244773862007,0,0,0,0,0.0371630003313925,0,0,0,0,0,0,0.300209586807904,0,0.0464171430579758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231720638088771,0,0,0.0341797757873874,0,0,0,0,0,0,-0.0144043010381463,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.116954132224592,0.206900686781082,0,0,0,0,0,0,0,0.391403336445484,0.117206366123968,0,0,0,0,0,0.0550754775044008,0,0,0,0,0,0,0,0.190521404290995,0,0,0,0,0.283371577379279,-0.133628589400521,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0175436840726283,0,0,0,0,0.189229593890853,0,0
X002241.SZ,0,0,0.0158540786543125,0,0,0,0.0514159463759171,0.222771520883106,0,0,0,0,0.276939344060705,0,0,0,0.00803623940363889,0,0,0,0,0,0,0,0,0.141688573678217,0,0,0,0,0,0.121891295137017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439622763217781,0.0724911750757554,0,0,0,-0.00751063228667355,0,0
X000596.SZ,0,0,0,0,0,0,0.0659708953124075,0,0,0.13479171165828,0.0796045007182948,0,0,0,-0.0429275813214651,0.146890239830303,0,0,0,0,0,0,0,0,0,-0.00737639648722915,0,0,0.0732703793751562,0,0,0,0,0,0,0,0,0,0,0,0.101630009983876,0,0,-0.0585382995364272,0,0,0,0,0.0702400553337472,0,-0.00769864244703657,-0.0255837163575721,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,-0.13740705855418,0,0,0,-0.430568862288772,0,0,0,0,0.0776239196308855,0,0,0,0,0,0.129060576917117,0,0.316081632103592,0,0,0,0,0.272517450963772,0,0,0,0,0,0,0.14424790145457,0,-0.14125627696804,0,0,0,0,0,0,0.0361686815978945,0,0.136999330014515,0,0,0,0.126576139210479,0.0316483223641958,0,0,-0.000877999160594615,0,0,0,0.12989723684576,0,0
