,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002475.SZ,X002304.SZ,X600276.SH,X000651.SZ,X600104.SH,X002371.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000625.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000063.SZ,X002241.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X600522.SH,X000733.SZ,X000661.SZ,X002180.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600884.SH,X600460.SH,X000157.SZ,X600702.SH,X601799.SH,X600487.SH,X000799.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600563.SH,X002176.SZ,X300003.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.202070577596954,0,0,0,0.0535613097245513,0,0,0,0,0,0,0,0,0,-0.0572336296075904,-0.00206558223000697,0,0,0,0,0,0,0,0,0,-0.0160824545388971,0.052668370079563,-0.00684799689276132,0,0.0285395703520115,0,0,0,0,0,0,0.0296200419136255,0,-0.0365836095284034,0.161097382735255,0,0,0,0,0,0,0,0,0,0.00992373910103505,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0593860648884008,0,0,0,0.0472507497333575,0,0,0,0.0176717714313331,0,0,0.0365754726776441,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,8.67361737988404e-19,0,0,0,0.0970684792756032,0,0.32210608228833,-0.00248736392127454,0,0,0,0,-0.0983585078287276,0,0.0239678500008245,0,0,-0.0238521461481734,0,-0.00474146345533714,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221756672042592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092524699128813,0,0,0,0,0,0,0,0.0287343092327635,0,0,-0.14542738309304,0,0,0,0,0,0,0,0,0,0.263997643106854,-0.0861674311810641,-0.0335870485552412,0,0,0,0,0,0
X000568.SZ,0,0,0.16460124586079,0,0,0,0,0,0,0,0,0,0,0,0,0.015602533993096,0,0,0,0,0.0463170159977981,0,0,0,0.0195350769846253,0.000194545798301107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287955180213315,0,0,0.152587951670407,0,0,0,0,0,0,0,0,-0.0231436750038844,0.000291743424741841,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.148566332264775,0,0,0,0,-0.0564681409641034,0,0,0,0,0,0,0,0,0,0,0,0,-0.130654374582277,0.126407888757976,0.108419199308877,0,0,0,0.185824518911747,0,0,0,0,0,0,0.544709311149844,0.224230346095603,0,-0.0289745440678369,0,0,0,0.0495565183731866,3.46944695195361e-18,0.000377958496265933,0,0,0,0,0,0
X600690.SH,0,0,0.0296543470287995,8.67361737988404e-19,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224820555989793,0,0,0,0,0,-0.183702063475373,0,0,0,0,0,0,0,0,0,0,0,0.0454287339041011,0,0,0,0.0937474104782693,0,0,-0.00529248361064947,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411823437234117,0,-0.00323965244867113,0,0.0216503483882794,0,0,0,0,0.0747601445093037,0,0,0,-0.0992483417204341,0,-0.125373679812704,0,0,0,0,0,0,0,0,0.25987516001452,0,0,0,-0.00477793080667419,0,0,0,0.0832306642385043,0,0,0,0,0,-0.0961643247837652,0,0,0,0,0,0,0
X002304.SZ,0,0.278082022733787,0,0,0,0,0.029914616267389,0,0.00769286261133874,0,0,0,0,0.0381156624842192,0,0,0,0.0110329884053618,0,0,0,0,0,0,0,0,0,0,0,0,0.143517479334493,0,0,0,0,0,0,0,0,0.0997691409795037,0,-0.0280029074436771,0,0,0,-0.0798104205411397,0,2.16840434497101e-19,0,0,0,0,0.0457656671342609,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101089344118125,0.0586053964762659,0.0610318375858253,0.154089680646221,0,0,0,0,0,0,0.166024390265743,0,0.0154750267570546,-0.0220803506691076,0,0,0,0,0,-0.083393229443799,0.0642100077594021,0,0,0,-0.0151342765004495,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0614074954114048,0,0,0,-0.0299125055498856,0,0,-0.0268794691646463,0,0,0,0,0,0,0.0966893834958652,0,0,-0.0763455713520192,0.00494252460025261,0.0308197595696777,0,0.105675439347959,0,0,0,0,0,0,0,0,0,0,0,0,0.075009965570382,0,1.73472347597681e-18,0,0.142099142869896,0,0,0,-0.0642904932638261,0,0,0,0,0,0
