,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X003816.SZ,X002241.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X002180.SZ,X000661.SZ,X002074.SZ,X600702.SH,X000157.SZ,X600522.SH,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X002414.SZ,X600584.SH,X002008.SZ,X600779.SH,X002007.SZ,X601799.SH,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.510462457060926,0,0,-1.73472347597681e-18,0,0,0.0646789349907214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113891358197357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538853110854359,0,0,0,0,0,0,0,0,0,0.0525305629673598,0,0,0,0,0,0,-0.0117562697202332,0,0,0,0.00815258752612536,0,0
X000858.SZ,0.206750274413393,0,0.0369312716373976,0,0.132759441941145,0.0370139974199453,0,0.0427520297598778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911023384903466,0,0,0,0,0,0,0,-0.0104330497058846,0,0.0204022548043767,0,0,0.117377038680191,0,-0.0317145418076629,0,0.0136001303798467,0,0.0873777929733905,0,0,0,0,0,0,0,0,0,0.00363578240939624,0,0,0,0,0,0,0
X002415.SZ,0,0.15505909284544,0,0.0253384287456205,0,0.118494206689634,0,0,0,0,0,0,-0.0229515084232217,0,0,0,0,0,0.0943935835981415,0,0,0,0,0.0655048283796426,0,0,0,0,0,0,-0.155628797606798,0,0,0,0,-0.149335714929164,0,0,0,0,0.0810182975865482,0,0,0,0,0,0,0,0,0,0,0,0.000283946087275831,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.263270937530823,0,0,0.118735291614338,0,0,0,0,0,0,0,0,0,0,0,0,-0.391628201578173,0,0,0.0650885712746752,0,0,0,0,0,0,0,0,0,0,-0.0315561353186013,0.164103473836388,0,0,0,0,0,0,0.1439668461656,0,0,0.0144414162769393,0,0,0,0,0.00343480484463471,0,0,0,0,0,0.00678167230264781,0,0
X000568.SZ,0.201427715333386,0.165178544331485,0,0.0647878567021271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277264082929762,0,0,0,-0.0245525075034728,0,-0.0693678597648062,0,0,0,0,0,0.159201101298685,0,0,0,-0.106351292683049,0,0,0,0,-0.0131537151548894,0,0,0.0359384900600729,0,0,0,0,0,0.0127195976440934,0.0144753659051805,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265466573579591,0,0.256534267477849,0,0,0,0,0,0,0,0,0.0244322611873596,0,0,0,0,0,0,-0.0453981833701351,0,-0.167976573611751,0.0902796484833141,0,0,-0.0191464453076661,0,0,0,0,0,0,0.157368472200824,0,0,0,-0.0621072552114101,0,0,0,0,-0.0583717062867339,0,0
X600276.SH,0,3.46944695195361e-18,0.000861745640800538,0,0,0.176025105441073,0,0,0.262194710233691,0,0,0,0,-0.213379777974751,0,0,0,0,0,0,0,0,0,0,0,-0.0782098381300271,0,0,0,0.0634239963912376,-0.0165937608703539,0,0.0474562666533798,0.146168232409134,-0.0640352828304571,0,0,0.0619797884263479,0,0,0,0,-0.0231966191817872,0,0,0,0,0,0,0,0,-0.0492920475010897,0.00451716613084912,0,0,0,-0.0409447945263399,0,0
X002304.SZ,0,0.138439657689405,0.0549042020459364,0,0,0,0,0,0.00251297542661625,0,0,0,0,0,0,0,0,0,0.134013276413931,0,0,0.185755608485095,0,0.0878508644863362,0,0,0,0,0,0,0,0,-0.0634516725747436,-0.0188147588785143,0,0,0,-0.0308200185136006,0,0,0,0,0,0,-0.0739426012633726,0,0,0,0,0,0,0.00320407391346437,0,0,0,0,0,0,0
X600690.SH,0,0.245908064531913,0,0,0,0,0.218077263518123,0,0,0,0,0,0.0516933137638811,0,0,0,0,0,0,0,0.208001666653383,0,0,0,0,0,0,0,0,0,0,0,-0.0203220616217336,0,0.144972704579478,0.0127085700070469,0,0.0432392677032796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257850475021772,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.052354847640055,0,0,0,0.0758983934533947,0,0,0,0.121414265216375,-0.0835273286308103,0.179121070985359,0,0,0,0,0,0,0.00888246735413352,0,0,0,-0.0745385660553703,-0.0470785211439071,0,0,-0.0328146252923573,0,0.124173051617922,0,0,0,0,0,-0.035096898946909,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0096938046878341,0,0,0,0,0.0131402489360984,0,0
