,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X000568.SZ,X002506.SZ,X000559.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002456.SZ,X000050.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X002074.SZ,X600867.SH,X002294.SZ,X002180.SZ,X600089.SH,X002426.SZ,X000981.SZ,X000869.SZ,X002249.SZ,X600699.SH,X600498.SH,X002465.SZ,X002508.SZ,X002049.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00705726359698889,0.0351713803836435,0,0,0,0,0,0,0,0,0,0,0,0,0.0834514918317681,0,0,0,0,0,0,0,-0.0345055874728545,0,0,-0.0528565897322976,0,0,0,0,0.378327232388341,0.0204906201789143,0,0,0,0,-0.0352065892250857,-0.075944001434292,0,0,0,0,-0.0772253700329752,0,0.0585322490122027,0.155989532380225,0,-0.0848461219291998,0.015460698945892,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.161716174772325,0,0.16444021329497,0,0,0.0803918558528277,0,0,0,-0.0278144193659368,0.00640459796818224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696455765839857,0,0,0,0,0,0.0370950420302238,0,0,0,0,0,0.0895201799221589,-0.0353044807759095,0,0.0399016550433669,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0867931167402262,0,0,0,0,0,0.0846942586705031,0.048272852061567,0,0,0,0,0,0,0.0223760488841602,0,0,0,0,0.0675796208162732,0.0618272071587865,0,0,0,0,0.0333757999721605,0,0,0,0,0,0,0,0.161934776264814,0,0,0,0.0603069341470217,6.93889390390723e-18,0,0,0,-0.0164590343694464,-0.0173094526220772,0,0,0,0,0
X000858.SZ,0.154124457934617,0,0,0,0.255011492998447,0,0,0,0,0.0182865895719175,0,0.0565632041891171,0,0,0,0,0,0,0,0,0,0,0,0.0499902700546997,0,0,0,0,0,-0.0157176018754092,0,0,0,0.0225295957708314,-0.031523195096654,0,0,-0.0975187820996364,0,0.0606299931715628,0.0592504979301929,0.111942698871299,0,0,0,0,0,0,0,0,0.00674912769908818,0,0,0,0,0,0,0
X002304.SZ,0.168814912276099,0,0,0.236065247115406,0,0,0,0,0,0,0.168169218775068,0,0,0,0,0,0,0,0,0,0,0,0.119120824432654,-0.0339717930430076,0,0.0309920960228718,0,0,0,0,0,0,0,0.199075045536302,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919692050721806,0.166674524474231,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.291538248482592,0,0,0,0,0,0,0,0.0505280384098835,0,0,0,0.111607992692212,0,0,0,0,0,0,0,0,0,-0.0251819280095816,0,0,0,0,0,0,0,0,-0.0673248224432899,0,0.0539583238631709,0,0,-0.0542065740971993,0,0,-0.024827055869841,0,0,0,0.269212380158577,0,0,0.0434688475505847,0,0,-0.0266176463531483,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252921645245317,0.0155529041663126,0.118565798786894,0,0,0,0,0,0,0,0.127097019741801,0,0,0.0379011896427102,0,0,0.00878743058940661,0.0151764969251927,0,0,0.0113386696886715,0,0,-0.00500325657468159,0,0,0.0330703901636841,0,0,0,0,0,0,0.00162528499193892,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.318447916885899,0,0,0,0,0.0531532235630613,0,0,0,0.00471342637394633,0,0,0,0,0,0,0,0,0,0,0.0657951171711062,0,-0.12260687798007,0,0,0,0,0.34696382598631,0,-0.178615593632598,0,0,0,0,0,0,0.00246258720857975,0,0,0,0,0,0,0,0.00432709146868819,0,0,0.136043112422849,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.167842905429119,0,0,0,0.131145832567959,0,0,0,0,0,0,0,0,0.0326967323556598,0,0,0,0,0.0556481728000622,0,0,0.0592244871931727,0,0,0,0,0,0.0682099814533669,0,0,0,0,0,0,0,0,0.0448691710798428,0.0922937327533181,0,0,0,0,0,0,0,0,0,5.12155884436384e-05,0,0,0,0,0,0,0
X600690.SH,0,0,-4.33680868994202e-19,0.0323737847084805,0.0434285366708069,0,0,0,0,0,0,0,0,0.0334471264342345,0,0,0,0,0.138631615211933,0,0,0,-0.169264892696796,0,0,0,0,0,0,0,0.00692490764492733,0,0,0,0,0,0,0,0.445101753175767,0.0295916836238027,0,0.0561543313746291,0,0.0444882791286724,0,0,0,-0.0283061300578238,0,0,0,0.0181164990988767,0,0,0,0,0,0
