,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002241.SZ,X002008.SZ,X600487.SH,X002456.SZ,X000100.SZ,X600066.SH,X601877.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X600522.SH,X300003.SZ,X002294.SZ,X600271.SH,X600867.SH,X002085.SZ,X002129.SZ,X000981.SZ,X600089.SH,X600498.SH,X600177.SH,X600699.SH,X000596.SZ,X000157.SZ,X002049.SZ,X600118.SH,X600566.SH,X300142.SZ,X000661.SZ,X002179.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.385010221086198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120413695765275,0.121440192676963,0,0,0.0408460460027657,-0.0545750448608025,0.0752243692876236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100892469407763,0,0,-3.46944695195361e-18,0,0,0,0.0773004339008146,0,-0.0682864764555584,0,-0.0327337592162304,0.0656691738748441,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0835365004402019,0,0,0,0,0,0,0,0.131208044002234,0.0724963268192192,0,0,0,0,0,0,0,0.0795265072895941,0.190407002548065,0,0,0,0,0,0,0,0,0,0,0.0873669788150204,0,0,0,0,0,0,0,0,0,0,0,0,0.0260843524617071,0,0,-0.102107498025944,0,-0.0431806482590799,0.0405653678487274,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0308039326404167,0,0,0.0356429057497452,0.152743014242954,0,0,0,0,0.345292394395782,0.146366946865724,0,0.052126465797987,0,0,0,0,0.0739193572826904,0.0286293898009372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839529906061988,0,0.0247271498745245,0,-0.0215998697956717,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.104193088822088,-0.0400173085222518,0,0,0.492892942312572,0,-0.0328997688114664,0,0,0,0,0,0,0.0226807691523784,0,0,0,0,0,0.201542456785661,0,0,0.0500247406365789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106710300146075,0,0,0,0,0,0,0
X000651.SZ,0,0.2489007907997,-0.0169526557283692,0.132735208027239,0,0,0,0,0.0449065391561961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110811305896825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444555750894712,0,0,0,0,0.00790542023035096,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.422080426143621,0,0,0,0,0,0,0.10603657970327,0,0,0,0,0,0,0,0,0.20053456220269,0,0,0,0,0,0,0,0,0.121485698099563,0,0,0,0,3.46944695195361e-18,0,0,0.346914109227691,0,0,0,0,0,0,0,0.0107413707624585,0,0,0.0361988171361962,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.129793985097714,0,0,0,0.128778066724024,0,0,0,0,0,0,0,0,0,0,0.0199115985892819,-0.0414311472177166,0,0,0,0,0.0466957765882589,0.209626776178862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572414312833493,0,0,0.0516746673994445,0,0,0,0,-0.0366235660125335,0.0723719819384644,0,0,0,0,0,0
X002304.SZ,0.208251858025414,0,0,0.149267576199513,0,0,0,0,0,0,0,0.319537250088462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010366513869984,0,0,0,0,0,0,0,0.12267168328666,0,0,0,0,0,0,0,0,0,0,0,0,0.0548162729793348,0,0,0,-0.0430265220189595,0.0428360900060266,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0389096240091499,0.427756669168335,0,0,0,0,0,0,0,0,0.207129286467334,0,0,0,0,0,0,0,-0.0404203950879272,0,0,0,0,0,0,0.306843971653272,0,0,0,0,0,0,0,0,0.128300168636772,0,0,0,0,0.181043609499007,0,0,0,0,0,0.0753950130614753,0,-0.00755562277513523,0,-0.028432481319935,0,0,0,0,0
X600690.SH,0,0.032113340649716,0,0,0.114475296166458,0,0,0.0878720962300939,0,0,0.0579555427120921,0,0,0,0.0941842164585701,-0.166134817759035,0,0,0.131546689374228,0.123649012552771,0,0,0.113378981503348,0,0,0,0,0,0,0.207166997036464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162451001141733,0,0,-0.0042092662332544,0,0,0,0,0,0
X600703.SH,0,0,0.0605898756445482,0,0,0.186860527590681,0.0327819834053307,0,0,0.173462100615535,0,0,0.12827244452785,0,0,0,0,0,0,0.037054532532304,0,0,0,0,0.0834763115943532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26959392195274,0,0,0,0,0.0959710621342093,0,0,0,0.207940404143407,0,0,0,-0.0364520629147287,0,0,0,0,0,0,0
