,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X600584.SH,X600741.SH,X601877.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000066.SZ,X300003.SZ,X300142.SZ,X002463.SZ,X000733.SZ,X600460.SH,X002156.SZ,X002007.SZ,X300146.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.15464882082371,0.0596158620015516,0,0,0.0325805168431295,0,0,0,0,-0.0672476716611275,0.0340232324644667,0,0,0,0,0.064062528032705,0,0.0213264821661102,0.0519459022237029,0,0,0,-0.0142692759048504,0,0,0,0,0,0,-0.0255299376491446,0,0,0,0,0,0,0,0,0.0298364151562527,0,0,0,0,0,0,0.0212797768036581,0,0.0577558298942668,0,0,0,-0.0617665922096252,0,0,0,0,0,0
X000858.SZ,0,0,0.19839412521882,0,0,0.0757352200701118,0,0,0,0,0,0.000672716651158114,0,0,0,0,0.093109283144012,0.0777513657909436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000809304629777526,0,0,0,0,0,0,0,0,0,0,0.0117569007466055,0,0,0,0,0,0,-0.051368613806339,0,0,0,0,0,0
X000568.SZ,0,0.517271769946623,0,0,0,0,0,0.144918411315275,0,0,0,0,0.00675020544475494,0,0,0,0.0286843751981987,0,0,0,0,0,0,-0.127985602081597,0,0,0,-0.0296781332471671,0,0.0132406763813168,0,0,0,0,-2.71050543121376e-20,0,0,0,0.0114654255871434,0.159639925273704,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0295751648570336,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0093112387257279,0,0,-0.109675842809557,0,0,0,0,0,0,-0.0276972391081478,0.303748837620015,0,0,-0.057353782010989,0.188909625284943,0,0,0,0,0,0.279613779033701,0,0,0,0,0,0,0,0,0,0,0.0739291680377938,0,0,-0.163516786918174,-0.0407044867830448,0,0,0,0,0,0,-0.00988780099305301,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0637999543557798,0,0,0,0,0,-0.0764992191044744,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.145932021796937,0,0.0228140835310982,0,0.221044524924546,0,0,0,0,0,0,0,0,0,0,-0.061749830654257,0,0,-0.379839823627235,0,0,-0.0231140091767883,0,0,0,0,0.0390188874128565,0,0,0,0,0,0,0
X600809.SH,0,0,0.0284372286096535,0,0,0,0,0.2297887050606,0.113471854048733,0,0,0,0,0,0,0,0,0,0,0.0358792369881504,-0.14278174460802,0,0,0.0824196620576348,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181044445034577,0,0,0,0,0,0,0,0,0,-0.362494097543701,0,0,0.378817569000281,-0.0418247482235361,0.0568339543422383,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0619416962472633,0,0,0.181036397684679,0.102720747289899,0,-0.122877422528925,0,0,0,0,0.371235002918058,-0.319685092938275,0,0,0,0,0,0,-0.0229077425564282,0,0,0,0.0403772245312232,0,-0.0166648531412355,0,0,0,0,0,0,0.0177504104752356,0,0,0,-0.182730795910595,0,0,0,0,0,-0.0256823164808226,0,0,0,0,0.0515314135925656,0,0,0,0,0,0,0
X002304.SZ,0,0.0887863042245099,0.0407819624906496,0,0,0.149882160738462,0.0718533563106698,0,0.0756325356400521,0,-0.0510609179329124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0660502355184744,0,0.0298220163003368,0,0,0,0,0,0,0,0.103648948011143,0,0,0,0,0,0,0,0,0,0,0.0432032639526875,0,-0.0102254918174418,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.142026282787383,0,0.0862790736459408,0,0,0,0,0,0.0947730508903272,0,0,-0.249126241075784,0,0,0,0,0,0.0252069364128671,0,0,0,0,0,0,0,0,0,0,0,0.127006236252065,0,0,0,0,0,0,0.0400857302234641,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107275738991703,0,0,0.0636280720123888,0.0791681499959634,0,0,0,0,0.0614871600635698,0.573748059996649,0.121893058468762,0,0,0,0,-0.0552970199123842,0,0,0,0,0,0,0,0,0,0,0.260561417369024,-0.158681235060312,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.16873763520188,0,0,0,0,0.0668865211639454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334150158605685,0,0.215115643477898,0,0.173895566399826,0,0,0,-0.103389121858137,0,0,0,0,0,0.0599063906661044,0.202053159487305,0,0,-6.93889390390723e-18,0,0,0.0912941074829624,0,0,-3.46944695195361e-18,0.144180795143988,0.127722225764008,-0.140324909615044,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0460987913104884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084633035035456,0,0,0,0,0,0,0.0735942842995765,-0.312579536196271,0,0,0,0,0.194882157815817,0,0.135767949809881,0,0,0,0,0,0,0.243188439587052,0,0,0,0,0.0686806199570282,0,0,0,0,0,0,0
X600104.SH,0,0,0.0496291243216994,0.021364124480728,0,0,0,0,0.113597483475393,0,0,0,0,0,0,0,0,0,0.233244302751627,0,-0.0871485828493439,0,0,0,0,0.0147411004171626,0,0.000146901876420881,0,0,0,0,0.316686896037478,0,0,0,0,0,0,0,0,0,0,-0.0342632925205578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.107020998948136,0.0339597839184988,0.153907687757602,0.02969118884481,0,0,0,0,0,-0.0718380907236715,0,0,0,0.129384447842183,0,-0.0284011141368455,0,-0.0526901129031382,0,0,0,0.072792392791128,0,0,0.247548040636615,0.0108683987334324,0,0,0,0.0396350754663035,-0.0615435489276692,0,0,0,0,0,0,-0.0347348111117399,0,0,0,0,0,0,0,0.0143934256807905,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0192506011713898,0,0,0,-8.67361737988404e-19,0.0934214267505024,0,0,0,0,0,0,0,0,0,0,0.11111163828086,0,0,0,0,0,0.0511875000362326,0,0.0177876298548974,0.00422815074867577,0,0,0,0.0872122262223973,0,0,0,0,0,0,0,0,-0.0052821976334173,0,0,0,0,0,0,0.146546005661923,0,0.00607738964803223,0.0524469924801887,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.166088519024896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196480207502344,0,0,0.0867971541202877,0,0.0359296340226985,0,0,0,0,0,0,0,0,0.111014396794502,0,0,0.0330739971738591,0,0,0,0,0,0,0.170739876972099,-0.0344620975303824,0,0,0,0,0,0,0
X000596.SZ,0,0.119713139656213,0,0,0,0,0,0.157911666201516,0,0,-0.127014587002354,0,0,0,0,0,0,0,-0.0430066740837901,0,0,0,0,0,0,0.0547561108756464,0,0,0,0,0,-0.0131918356572663,0,0,0,0.086138822740493,0,0,0,0.154476641617887,0,0,0,-0.0323097699342037,0.0617512427332215,-0.0333262120932664,0,0,0,0,0,-0.0279674509632224,0,0,0,0,0,0,0
X600031.SH,0,0.0132363991225888,0,0.0190137329298701,0,0,0,0.137546181955087,0,0,0.0733853439485739,0,0,0,0,0,0.0693522380308054,0,0,0,0,0,0,-0.00898475832046743,0.0291217726918313,0,0.0591866054750775,-4.33680868994202e-19,0,0,0,0,0,0,0.469837248917038,0,0,0,0,0,0.0490169185938668,0,0,-0.0549822455958734,0,-0.0367180039748285,0,0,0.0245045660227257,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0827073328923558,0,0,0,0,0,0,-0.0234453769731993,0.522182431446902,0,0,0,0,0,0,0.0506183678882094,0.183586739027597,0.0405756044451376,0,0,-0.180334271741138,3.46944695195361e-18,0,0,0,0,0,-0.032234890573803,0.243627556762144,0,0,0.00564529516087513,0,0,0,0,-0.000595099465196642,0,0,0.0557051567043344,0,0.021063013327829,0,0,0,0.26791077419437,0,0.0168200213496196,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.00702686984031757,0,0,0,0,0,0,0,-0.0190180886516613,0,0,0,0,0.0331485426190651,0,0.0217798335850267,0,0,0,0,0,0,0,0,-0.0263765168547949,0,0,0,0,0,0,0,0.079166851743604,0,0,0.52122569216836,0.0790239242541009,0,0,0,-0.0109316444686514,0.0539226082780143,0.0602068586215858,0,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.104190804125153,0,0,0,0,0,0,0,0,0.0156183925515306,0,0,0,0,0,0.128366068566832,0,0,0,0,0.0406800862459067,0,-0.0604398601679184,0,0.0700060685482099,0,0,0.131215656469328,0,0.1475398450716,0,0,0,0,0.0501550935523875,0,0,0,0,-0.0416377330361864,0,-0.309283579116873,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,-0.0512762246623672,0.0422702921868848,0,0,0,0,0,0,0.319438785745431,0.14463232787835,0,0,0,0,0,0.0566232708486631,0,0,0,0.0748608331280821,0.0515384540615516,0,0,0,0,0,0,0.118428108022124,0,0,0.0183112975317903,0,0,0,-0.0350763118901564,0,0,0,0,0,0,0,0.00472654586707853,0,0.0543471484160522,0,0,0,0,0
