,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X000100.SZ,X600741.SH,X002241.SZ,X600066.SH,X002292.SZ,X002049.SZ,X002465.SZ,X600031.SH,X002506.SZ,X600118.SH,X000157.SZ,X002236.SZ,X002475.SZ,X600372.SH,X000559.SZ,X000568.SZ,X000338.SZ,X300124.SZ,X600089.SH,X300003.SZ,X600867.SH,X002007.SZ,X600177.SH,X002294.SZ,X600584.SH,X000869.SZ,X002512.SZ,X600582.SH,X600699.SH,X000550.SZ,X300146.SZ,X002456.SZ,X002008.SZ,X600498.SH,X002129.SZ,X601877.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0807942608610821,0,0,0,0,0,0.00953149942167187,0.113079161996596,0.104876707848761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691946916396805,0,0,0,0,0.0151032958430975,0,0,0,0,0,0,0,0.00868715220493907,0,0,0,0.0156897931863058,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.12112828335207,0,0,0,0,0.0367515149358471,0,0,0.139883075299438,0,0.10161681832717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907935261822974,0,0,0,0,0,0,0,0,0,0.0997122877113637,0,-0.0160050777226289,-0.00388213922768723,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.13544195594264,0.129822564173752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402898129648989,0,0.423290130757387,0,0,0,0,0,0,0,0,0,0,0,0,0.0572626918719777,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0525722305214477,0.145140277538268,0.0720757472410766,0,0,0.0143087170128848,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.137272003924784,0,0,0.112316526857334,0,0,0,0,0.114155182149911,0,0,0,0,0.145146132431087,0.0599202257453987,0,0,0,0,0,0,-0.0124235493952568,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.00564748561233007,0,0,0,0,0,0.214673598094901,0.0926887696999001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245808913243992,0.129428932160782,0,0.170880371309858,0,0,0.00458228459861978,0,0.0102093791670832,0.0469871418734964,0,0,-0.0152488635281054,-0.00618034540110712,0,0,0,0,0,0
X002304.SZ,0.124035597360372,0,0,0,0,0,0,0,0,0,0,0,0,0.0532069197042779,0,0,-0.0161052913604499,0,0,-0.0622929463499112,0,0,0,0,0,0,0.341177411977655,0,0,0,0,0.0978982326545915,0,0.0858608974577347,0,0,0.137014013654843,0,0,0,0,0,0,0,0.0376829845998389,0,0.00878099787738414,0,0,-0.0134016021471893,0,0,0,0,0,0
X600276.SH,0,0,0.0702133525057586,0,0,0,0,0,0.121828533173721,0,0,0,0,0,0,0,-0.123318548465672,-0.00677080748419993,0,0,0.0338749653531544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422042861674558,0.0721659497805271,0,0.133818095048744,0,0,0,0,0,0.0294120305470881,0,0,-0.135126618615244,-0.0558108442072389,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312727046546345,0.165749233079689,0,0,0.0896562240698524,0,0,3.46944695195361e-18,0,0,0,0,0.111128019841931,0,0,0,0,0,0,0,0,0.141506822027806,0,0,0.0804494678462667,0.0357516784431115,0,0,-0.0228683263179295,0,0,0,0,0,0
X000625.SZ,0,0,0.280204811459525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281539653460681,0,0,0,0,0,0,0.0310460612207045,0.181476732585135,0,0,0,0,0,0,0,0,0.0180103918917505,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.128653480122969,0,0,0,0,0,0,0,0,0,0,0.0945089167763815,0,0,0,0,0.0318693082761127,0,0,0,0,0,0,0.17212640361419,0,0.0281220253436171,0.145603884708966,0,0,0,0,0.0967719380061386,0,0,0,0,0,0,0,0.0919072196516211,0.0155981249563864,0,0,0,0,0,-0.0347709336278577,-0.0182916610837679,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15075211200051,0,0.0156664007584461,0,0,0,0,0,0,0,0,0,0.15350291113204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145276358571842,0.0702482307950901,0.106948306033803,0,0.0365972193746765,0,0,-0.0258090105425494,0,0,0,0,0,0
X000100.SZ,0,0,0.0766020203835871,0,0,0,0,0,0.083431043579194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296985359071821,0,0,0.0273666813824142,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.245375776728102,0,0,0.0671916123915265,0,0,0,-0.0755910020043082,0,0,0,0,0,0
X600741.SH,0,0.146333114729253,0,0.211585598734322,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0169671157279268,0,0,0,0,0,0.0416944577532186,0,0,0,0,0,0,0,0.21588631879816,0,0,0,0,0,0,0,0.0678090548922895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0.0845888153669306,0,0,0,0,0,0,0,0.153264379835362,0,0,0,0,-0.0487952555654454,0.0663162284574447,0.169430893144166,0,0,0.217995070354513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418410060633075,0,0.0605875740715829,0,0,0,0,0.0283181429681781,0.246084307087342,0.0689860831793415,0.0160669874474737,0,0,0,0.00116666300104634,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.220543062306901,0,0,0,0,0,0,0,-0.0746471068973768,0,0,0,0.038858902568648,0.0590163326097248,0,0,0.137383559221437,0.17523933141143,0,0,0,0,0,0,0,0,0,0,0.124044011210537,0,0,0,0,0,0,0,0,0,0.00852662863859143,0,0,0.0065872331291878,0,0,0,0,0,0
