,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600741.SH,X600183.SH,X002371.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X000977.SZ,X601877.SH,X002236.SZ,X300142.SZ,X000625.SZ,X000157.SZ,X300124.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X002223.SZ,X002456.SZ,X600498.SH,X600118.SH,X002179.SZ,X000066.SZ,X002049.SZ,X300136.SZ,X600271.SH,X002414.SZ,X600584.SH,X002180.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.249236240536765,0.129314057171185,0,0,0,0,0,0,0,0,0,-0.154343983142166,0,0,0,0,0,0,0,0,0,0.0125989759901802,0,0.0837358434191323,0,0.227480071875049,0,0,0,0,0.033696023504206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379621599856215,0,0,-0.0186263225419142,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.200802857776393,0,0,0,0.0568618836622153,0.34910726745389,0,0,0,0,0,0,0,0,0.00958242058625915,0,0,0,0.240363743410858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187685502317521,0.0110765372662646,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103139699330186,0,0.0510478346214056,0,0,0,0,0.029343076722328,0,0,0.0464521144725461,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0224386115569613,0,0.00264695975282492,0,0,0,0,0,0,0,0.0124090668612964,0,0,0,0.00981425191060073,0,0,0,0,0,0
X000651.SZ,0,0.12060262707181,0,0,0,0.0467328793053199,0.0536577728366358,0,0,0,0,0,0,0.169651680279988,0.0167351656128596,0,0,0,0,0,0,0,0,0,0.0146323591007639,0,0,0.0657725910040219,0,0,0.180382242218725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966946734061312,0,0,0,0,0,0,0
X002415.SZ,0,0.0338874998829977,0,0,0,0,0.153088984246001,0,0,0,0,0,0,0.270349196173385,0,0,0,0,0,0,0,0.109818169588935,0.0112664794380115,0,0.0667048086050895,0,-1.73472347597681e-18,0,0,0,0,0.0137314593621385,0,0,0,0,0,0,0,0,0,0,0.093707416586078,0,0,0,0,0,0.00582535916535707,0,0,0,0.00188069406605116,0,0,0,0,0,0
X600104.SH,0,0.130101931090813,0,0,0,0,0,0,0,0,0,0.162910728662393,0,0,0.0832911357177271,0,0,0,0,0,0.185679036982067,0,0,0,-0.045518819124629,0,0,0.132162078550935,0,0,0,0,0,0,0.258686474059953,0,0,0,0,0,0,0,0.0448412192910951,0,0,0,-0.0143531810647973,0,0,0,0,-0.028673101966654,0.0255486173475783,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.323644988158708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165034014355574,0,0.0682643411760667,0,0.110897395771684,0.124204860534604,0,0,0,0,0,0,0,0,0,-0.00362249759399388,0,0.016617183063838,0,0,0,0,-0.0408844596463621,0,0.281529464040533,0,0,0,0,0,0,0.00873303281149072,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0447263876381797,0,0.0999940988204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157560390445283,0,0,0.135421399168032,0,0,0,0,0,0,0.19804172488546,0,0,0,0,0,0.0206223678380842,0,0.249353411545247,0,0,0,0,0,0,0.00453143660049372,0,0,0,0,0.0282611755551404,0.0301735224494626,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0368845205202616,0,0,0,0,0,0,0.0344809914019342,0.0998440288886238,0.138530186360902,0,0,0,0,0,0,0,0,0.102417913398598,0.0459527599996484,-1.73472347597681e-18,0,0,0,0,0,0.012906069897382,0.241677718609812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391020710925855,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.07097394610254,0.0517293402932424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541415001660156,0,0.153743321802854,0,0,0,-0.00744280655401088,2.71050543121376e-20,0,0,0,0.186505408593168,0,0,0,0,0.105782786831646,0,0,0,0.0197489582187766,-0.024497298629667,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0399510413859462,0,0,0,0.0293466878065512,0,0,0,0,0,0,0.501822332304806,0.0172994056634066,0,0,0,0,0,0.173428180765106,0,0,0,0,0.027299489222297,0,0,0.0275811218871011,0,0.00601583808432425,0,0,0,0,0,0,0,0,0,0,0.0303898920076916,-0.00545970627063977,0,0,0,0,0,0
X002304.SZ,0,0.249197926745845,0,0,0,0,0,0,0,0,0,0,0,0,0.0384575565579571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315574224176431,0,0,0,0,0,-0.0159714524725786,0,0.0492043061438496,0,0,0,0,0,0.0217338727099159,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000661.SZ,0,0,0.0360372297498665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420631284837306,-0.0284954823139176,0,0,0.366989837380042,0,0.178404915424845,0,0.182780984230665,0.138126794701297,0,0,0,0,0,0,0,0,0.0765925169187725,0,0,0,0,0,0.130668195803292,0,0,0,-0.0706353581491448,0.0221089326533633,-0.00907763743308929,0,0,0,0,0,0
X000568.SZ,0,0.405138121128668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383784989143986,0,0,0,0.0666544972444846,0,0,0,0,0,0.00367553948917356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287801429386212,0,0,0,0,0,0.00723516951423402,0,0,0.00876716115878878,-0.011275105678334,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0893477475798068,0,0,0.210942861918712,0,0,0,0,0,0.145756450509086,0,0.19807629004117,0,0,0,1.73472347597681e-18,-0.0161894691974282,0,0,0,0,0,0,0,0.0655290599269257,0,0,0,0,0,0,0.0208725446834132,0,0,0.119365822235677,0,0,0,0,0,0.124917522045787,0,0,0,-0.0416587462475337,0,0,0,0,0,0
X600690.SH,0,0.158576313811929,0,0,0,0,0,0,0.00688958623893466,0,0,0,0,0,0,0,0,0.097317364827041,0,0,0,0,0,0,0.142404668448464,0,0.0373825119804468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160700129371696,0,0,0,-0.0357459342640208,0,0,0,0,0,-0.00431926501937479,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,-0.073763029024789,0,0,0,0,0.0480037512253877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109385077132525,-0.0284257552870832,0.158482120541105,0.0761255697643178,0,0,0,-1.73472347597681e-18,0,0,0,0.573538555237751,0,0,0,0,0.0187110007862441,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00865334133563104,0,0,0,0,0,0,0,0.567979352418823,0,0,0.0125426727085739,0,0,0,0,0,0.0936316511182188,0,0,0,0.121245000093638,0,0,0,0,0,0,0,0,0,0,0,0.031240242679619,0,0,0,0,0,0,0,0,0,0.00168951724628252,0,0.0819447746360244,0.0173300737263759,0.00978594798017224,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.580090010007127,0,0,0,0,0,0,-0.0474253571791339,0,0,0,0.0520914569985373,0,0,0,0,0,0.120190932471085,0,-0.0761068977037877,0.02653626768793,0,0,0,0,0,0,0.201092133442144,0,0,0,0,0.144783002776647,0,0,0,0,0,0,0,0,0,0,-0.321272409842184,0,0,0.0124290516424951,0.0841959679918267,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429425610764793,0,0,0,0,0,0,0,0,0,-0.0803210314368711,0.0485414975668411,0,0,0,0,0,0,0,0,0,0,0,0.326581237506743,0,0,0.0522362583456466,0,0,0,0,0,0,0,0,-0.0500667221932818,0.100538472409134,-0.0215774740821432,-0.0639004536712156,0,0,0,0,0,0
