,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002049.SZ,X000625.SZ,X601877.SH,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X000157.SZ,X600522.SH,X002236.SZ,X600884.SH,X000799.SZ,X000733.SZ,X000977.SZ,X002414.SZ,X600584.SH,X600779.SH,X002008.SZ,X002007.SZ,X601799.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.51583700419403,0,0,0.0530800582206915,0,0,0.135178588249885,0,-0.023880082437442,0,0,0,0,0,0,0,0,0,0,0,0,0.0851831902168541,-0.00542777894677896,0,0,0,0,0,0,0,0,0,0,0.0192083356565187,0.0651806263570054,0,0,0,0,0,0,0,0,0,0.00412374553696189,0,0,0,0,0,0,-0.0151816820754654,0,0,0,0.00140137062144109,0,0
X000858.SZ,0.206850067345569,0,0.0260235189856575,0,0.108367776085241,0.0426211420659203,0,0.0681233509352179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100181104981558,0.0140399279410846,0,0,0,0,0,0,0,-0.00956348573672238,0,0,0,0,0.123586674909085,0,-0.041072445761441,0,0,0.0868436682498932,0,0.0378220262132148,0,0,0,0,0,0,0,0,0.00412232223578248,0,0,0,0,0,0,0
X002415.SZ,0,0.0521035179351146,0,0,0,0.0520212306359528,0,0.00342450952613314,0,0,0,0,-0.0447444593125841,0,0,0,0,0,0,0.186317193464655,0,0,0,0.000313463024773706,0,0,0,0,0,0,-0.19343035419036,0,0,0,0,-0.0955419846937646,0,0,0.149765761309443,0.0770068138963072,0,0.068685333418588,0.0554615019983174,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498699902497951,0,0
X600809.SH,0,0,0,0,0.17724419536964,0,0,0.0692080990740997,0,0,0,0,0,0,0,0,0,0,0,0,-0.291551600904941,0,0,0.180610785929194,0,0,-0.184854096889505,0,0,0,0,0,0,0,0,0.106871909040366,0,0,0,0,0,0,0,0.0297308330406918,0,0.0134572313110886,0,0,0,0,0.0449191617436964,0.00199675371349235,0,0,0,0,0,0,0
X000568.SZ,0.533841918888404,0,0,0,0,0.0388071349337778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213282320818754,0,0,0,0,0,0,0.0594112687475237,-0.0320026455278825,0,0.0754344045575467,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0300290898047083,0,0,0,0,-0.000758745682957827,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256822695923905,0,0,0.269772268818955,-0.0108306410922231,0,-0.032394380150529,0,0,0,0,0,0,0,0,0,0,-0.0562439062625578,0,0,-0.163838923419953,0.0939445349180076,0,-0.0454978892031263,0,0,0,0,0,0,0,0,0.248972145998972,0,0,-0.0539522646117318,0,0,0,0,-0.0482260557541931,0,0
X600276.SH,0,0,0.0772210213204862,0,0,0.0554206079618152,0,0,0.27667042851052,0,0,0,0,0,-0.186719121140767,0,0,0,0.245179440825743,0,0,0,-0.0217004969440301,0,0,0,-0.0834919631780718,0,0,0,0,0,0,-0.0519308363782988,0,0,0,0.0394920786092524,0,0,0,0,0,0,0,0,0,0.14177109473441,0,0,0,-0.0173265128978748,0,0,0,0,-0.00608929909246288,0,0
X002304.SZ,0,0.014801790025542,0.155762663676804,0.115414882160274,0,0,0,0,0.049270872901769,0,0,0,0,0,0,0,0,0,0,0.0714501146404804,0,0,0.12054200525048,0.0707466055868753,0,0,0,0,0,0,0,0,-0.0139295484440524,0,0,0,0,-0.0431332675339488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954987547903712,0,0,0,0,0,0
X600690.SH,0,0.241455470973789,0,0,0,0,0.217412935776444,0,0,0,0,0,0.0710596753975273,0,0,0,0,0,0,0,0.182008234906806,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.118433707381331,0,0.00336622265710209,0,0.0584579293703097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00200100488083861,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0578102234682877,0,0,0,0.0786236644979164,0,0,0,0.149676601067017,0.148817130090089,-0.0527331436201664,0,0,0,0,0,0,0,0,0,0,-0.0302005475817797,-0.0370223244762919,0,0,0,0,0,0,0,0,0,0,-0.0339966495351973,0,0,0,0,0.0914366782865497,0,0,0,0,0,0,0,0,0,-0.0129446783413416,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00872794398925867,0,-0.0138095867343277,0,0,0,0,0,0.0455360411534603,0.0546665971942445,0,0,0.088957262504468,0,0,0,0.159941546146054,-0.0392882287871666,0,0,0,0,0,0,0.089641224596662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102370432095368,0.00407486531934545,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0483933087153271,0,0.0787955109019689,0,0.0399686701281912,0,0,0,0,0,0,0,0,0,0.0202133287522189,0.0110460268338211,0,0,0.0124738137993744,0,0,0,0.32538781922775,-0.0441694171121471,0,0.0157414102022136,0,0,0,0,0,0,0.00695235774345727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158543860685284,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0683251198734245,0.289377742268451,0.167559350400281,0,0,0,0.0384313427842952,-0.00869503858266612,0,0,0,0,0,0.0941944537786196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304385272390443,-0.0726334494635098,0,0,0,0,0,0.0467622478749014,0,0,0,0.178459780249272,0,0,0,0.0262880449581114,0,0,0,0,0.0684015136145316,0,0
