,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X002241.SZ,X600031.SH,X002456.SZ,X000625.SZ,X002008.SZ,X600487.SH,X601877.SH,X000100.SZ,X600066.SH,X300136.SZ,X600809.SH,X300124.SZ,X600522.SH,X002508.SZ,X300003.SZ,X600867.SH,X600089.SH,X002294.SZ,X600699.SH,X600498.SH,X002085.SZ,X600271.SH,X000981.SZ,X000157.SZ,X000050.SZ,X600177.SH,X000596.SZ,X300142.SZ,X600566.SH,X000559.SZ,X600584.SH,X600118.SH,X000661.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.253009952465821,0,0,0.1592761014768,0.124287811051549,0,0,0.0497234797366921,0,0,0,0,0,0,0,0,0,0,0,0.0876675035595032,0.0307547444219561,0,0,0,0,0.0432199705354445,0,0,0,0,0,0,0,0,0,0,0,0.0349933594123419,0,0,0,0,0.12363715366311,0,0,0,0,0,0,0.030193935626278,0,0,0,0,0,0
X600104.SH,0,0,-0.0953825231335626,0,0,0,0,0,0,0,0,0,0.337062721963294,0,0.0903147077301526,-0.0134469653728553,0,0,0.0625287964340993,0,0,0,0,0.0803950459488996,0.0550620696262481,0,0,0,0,0,0,0,0,0,-0.0212826752443021,0,0,0,0,0,0,0,0,0,0,0,-0.117740972355325,0,0,0.0969639318951824,0,-0.0300060793151117,0.0206880238538474,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136455796500897,0,0,0,0,0,0,0.0961203718991244,0.0571598985279938,0.0322119642099583,0,0.0587392084194276,0,0,0.237786332887452,0,0,0,0.109120246990029,0,0,-0.00558831101299118,0,0,0,0,0,-0.0756735867230946,0,0,0,0,0,0.0439272736257714,0,0.0629212430402745,0.0255684542031196,0,0.0200665879365666,-0.0108568543302556,0,0,0,0,0,0
X000858.SZ,0,0,-0.0134122916525978,0,0,0,0,0.116034707232852,0,0,0,0.354920126834289,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0348041474944777,0,0,0,0.244676942910267,0,0.015202516350014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117480268396212,3.46944695195361e-18,0,0.0206466170326309,0,0,-0.0171789369822038,0,0,0,0,0,0,0
X000651.SZ,0,0.157959617851681,-0.0485115686164472,0.252962012988819,0,0,0,0.00240920949334999,0,0,0,0,0.0903311909637231,0.172229661051948,0,-0.0583767312993117,0,0.230891889507374,0,0,0,0,0,0,0,0,0,0,0,0.0689273570483147,0,0,0,0,0,0,0,0,0,0,-0.0559825082728242,0,0,0,0,0,0,0,0,0.0516224982320102,0,0.00512440600048633,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.05835000624649,0,0,0,0,0,0.0232898659876234,0,0,0.0165510714828716,0,0,-0.155314027780309,0,0,0.0810619613537905,-0.16292051539369,0.339422108226773,0,0,0,0,0,0.109612735824597,0,0,0,0,0,0,0,0,0.383107434500941,0,0.0211503851746865,0,0,0,0,0.114919505711081,0,-0.0490001364431031,0,-0.0866721235303683,0.0743933273971511,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.154026869807981,0,0,0,0,0,-0.00363488761140891,0,-0.0752330996882868,0,0,0,0,0,0,0,0.0512692383027498,0,0,0,0,0,0,0.151141922836834,-0.0736126206389827,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0471507454498797,0,0,0,0,0,0,0.026158218101765,0,0,0,0,0,0
X002304.SZ,0,0,0,0.584264809105419,0,0,0,0,-0.0961630119953398,0,0.0720766223759013,0,0,0,0,0,0,0,0,0,0.00512707872457369,0,-0.0349405900098937,0,0,0,0,0,0,0,-0.0708156594035587,0,0,0.0853829135003653,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0285585196061929,0,0,-0.0356904722700746,0,0,0.0199536413616052,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.370614298343625,0,-0.133624553517827,0,0,0,0,-0.133900052640673,0,0,0.0161565118130449,0,0,0,0,0,0,0,0,0,0,0,0,0.0560522404940287,0,-0.0389758660828581,0,0,0,0,0.100375423970422,0,0,0,0,0,0,0,0,0,0,0.125176127896527,0,0,0,0,0,0.0170645324195351,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0419928980430009,0,0.0326488325668179,0.074156802894209,0,0,0.128783903898035,0,0,0,0,0,0.141024073603798,0,0,0,0.0471198425758482,0,0,0,0,0,0,0,0.245083497309935,0.0848644708960892,0,0,0,0,-0.0649184608310824,0,0,0,0,0,0,0,0,0,0,0,-0.217026092509081,0,0.0276981010067037,0,0,0,-0.00619061492176507,0,0,0,0,0,0
