,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X600031.SH,X000651.SZ,X000568.SZ,X002475.SZ,X002304.SZ,X600809.SH,X600690.SH,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000157.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002179.SZ,X002007.SZ,X601877.SH,X300142.SZ,X002049.SZ,X002414.SZ,X002236.SZ,X600584.SH,X300003.SZ,X600183.SH,X601799.SH,X000800.SZ,X000066.SZ,X002074.SZ,X002008.SZ,X000977.SZ,X600089.SH,X000799.SZ,X002294.SZ,X600118.SH,X000050.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.18504369541633,0,0.0047942470219277,0,0,0.114976889091932,0,0,0,0.133512369905999,0,0,0,0,0,0,0,0,0,0.10791632858414,0,0,0,-0.119550266945206,0,0,-0.0381041136573235,0,0.0277025910407407,0,0,0,0,0.00824646351735804,0,0,0,0,0,0,0,0,0,0,0.0580220177307066,0,0,0,0,0,-0.0116671511200263,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.386526189248872,0,0.0750376023591924,0.145578269148214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349790696063798,0,0,0,0,0,0,0,0.00566932179151536,0,0,0,0,0,0,0,0,0,0,0,0.0878180115866962,0,0,0,0,0,-0.00218591877988293,-0.0248821054165247,0,0,0,0,0,0
X600276.SH,0,0,0,0.134655287811887,0,0,0,0,0.0120428629738365,0,0,-0.0234012317039531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960870286636012,0,0.0376309940536108,0,0,0,0,0,0,0,0.00190162784488612,0,0,0,0,0,0,0,0.180815780438306,0,0,0,0,0,0,0,0,0,-0.0563493275533639,0,0
X002415.SZ,0,0,0,0,0,0,0.073815728629248,0,0,0,0,0,0,0,0,0.0933985634507286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143239149695874,0,0,0,0,0.50684356039807,0,0,0,0,0,0,0,0,0,0,0.0808592535591943,0,0,0,-0.119030569602523,0,-0.00695259438736568,0,0,0,0,-0.00437951504140574,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.130653489504593,0.143929634750408,0,0,0,0,0,0.0494857429534817,0,0,0.159833378687369,0.170356767619923,0,0,0,0.00030199311396824,0,0,0,0,0,0,0,0.0600738130577527,0,0,0,0,-0.0366618949752883,0,0,0,0.0271175914050137,0,0,0,0,0,0,0,0,0,-0.0190768108042695,-0.00354425906310278,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.106176791111045,0,0,0,0,0,0,0,0,-0.0714046451387205,0,0,0,0.0350681445126778,0.1437365067504,0,0,-0.0679784032183,0,0,0,0.0299250211546555,0,0,0.139587888391335,0,0,0,0,0,0,0,0,0,0,0.0377186852984924,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0044810915346696,0,0,0,0,0,0,0
X000568.SZ,0,0.522153636757481,0,0.0618709478821003,0,0,0,0,0,0,0,0,0,0,0,0.0213573161194416,0,0,0,0,0,0,0,0,0,-0.0668261208001853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703046762903469,0,0,0,0,0.348418274790074,0,0,0,0,0,0,-0.0277708525794311,0,0,0,0.0277375873529281,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0768620552397823,0,0,0,0,0,0,0,0,0,0,0.0722309884048897,0,0,0.121547697013949,0,0,0,0,-0.00122119808894627,0.203861641771624,0,0,0,0,0,0,0,0.0106663585969192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257878798279382,0,0,0,-0.0802629185288823,0,0
X002304.SZ,0,0.235072955818862,0,0,0,0,0,0,0,0.0770994751738964,0,0,0,-0.142364805786874,0,0,0,0,0,0,0,0,0.0162836058452214,0,0,-0.0499178944091929,0,0,0,0,0,0,0,0.0517044501055541,0,0,0.0031556125939992,0.0195744558559077,0.176202295680801,-0.0821352454195454,0,0,0,0,0,0.144933708029339,0,0.111294010434836,0,0,0,-0.0533538124328633,0,0,0,0,0.0811603733917984,0,0
X600809.SH,0,0,0,0,0.130707934102796,0,0,0,0,0,0.372384928207852,0,0,0,0,0.0578448843833001,0.0531435758968552,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.162762720998192,0,-0.111465317605704,0,0,0,0,0,0.140186684687905,0,0,0,0.0955778354640778,0,0,0,0,0,0,-0.0736254396130969,0,0,0,0.0654194894962742,0,0
X600690.SH,0,0.0568982518084733,0,0.175552927918855,0,0,0.0309560291563361,0,0,0.360279612015688,0,0,0,0,0.12546988739153,0,0,0,0,0,0,0,0,0,0,0,0.0979330097261007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00500491022893284,0,0,0,0.0463001026552338,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124298346732394,0,0,0.0283988389414384,0,0,0,0,0,0,0,0,0.162817170666116,0,0.0402746943653256,-0.106974039017933,0,0,0,0,0,0,0,0,0.0530850404459015,0,0.137156053644198,0,0.267037540332261,0,0,0,-0.106892501474621,0,0,0,0,0,-0.00565691334692764,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.200974684176464,0,0,0,0,0,0,0,0,0,0,0,0.00255395045884341,0,0.135818071554351,0,0.0289330870706831,0.151029895704956,0.0703185989940406,0,0.0550635642031173,0,0,0,0,0,0,0.113875779681514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0198589199098405,0,0,0,0,0,0,-0.0225103871300169,0.0390531030827488,0,0,0,-4.33680868994202e-19,0,0
X000338.SZ,0,0,0,0,0,0,0.201662949158927,0,-0.0726499575654093,0,0,0,0,0,0,0.0515078510246374,0,0,0,0.150333257211675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052253798043705,-0.0445951778577107,0,-0.0588234192706068,0,0,0,0,0.076923800012467,0.204964244825039,0,-1.73472347597681e-18,0,-0.0856460648791267,0,0,0,-0.00285938676263449,0.0112919963501929,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0.0344265669392516,0,0,0,0,0.0677656440368204,0,0,0,0,0.142651147644608,0,0,0,0,0,0,0,0.0393342155294238,0,0.0177906142867138,-0.00244401160119803,0,0,0,0,0,0,0,0,0,0.0679052503632,0,0,0.0771315129775017,0,0,0,0,0,0,-0.0266203781766035,0,0,0,0,0.00353704255744198,0,0
