,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600690.SH,X600703.SH,X002236.SZ,X000625.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600809.SH,X300003.SZ,X002508.SZ,X600089.SH,X002008.SZ,X600177.SH,X000157.SZ,X002085.SZ,X600487.SH,X300136.SZ,X600271.SH,X002294.SZ,X600522.SH,X600118.SH,X000050.SZ,X600867.SH,X000981.SZ,X600372.SH,X600699.SH,X300115.SZ,X600566.SH,X000559.SZ,X002074.SZ,X000596.SZ,X002007.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00350577832861646,0,0.150457578757727,0,0.0694916147678357,0.0709593719339381,0,0.155949672387872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112635183224019,0.0262257186424833,0,0,0,0,0,0.033372543513916,-0.0405644644890074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123654858896188,0.0594711409066736,0,0.0716269837850653,0,-0.00014626295544977,-0.0106039694645883,0,0,0,0,0,0
X600104.SH,0,0,0,0.0440645243813096,0,0,0,0,0,0,0.412148471953438,0,0,0,0.280009246723244,0,0,-0.143860391753801,0,-0.0169785799693356,0.0939896562759822,0,0,0,0,0.208129158966317,0,0,0,-0.0794576628763841,0,0.02158222618964,0,-0.0437601416935131,0,0,0,0,0,0,0,0,0,0,0,-0.16315279683166,0,0.0952610119072373,0,0.172349708096322,0,0.0246169781424524,-0.0243381711030691,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.188263094561783,0.0277302537105014,0,0.101894081619535,0,0.250441983895625,0,0,0,0,0,0,0,0,0,0,0,0.121451514089241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181709809793241,0,0,0,0,0,0,0,0,0.0198394954854458,0,0,0,0,0,0,0
X000651.SZ,0,0.0817038179422176,0,0,0.157699326379189,0,0,0,0,0,0.0480378619197536,0,0.103158827956532,0,0.0261684641895276,0.122577731088751,0,0,0,0,0,0,0,0,-0.0322776801027288,0,0.0929355791156323,-0.0906413211309486,0,0,0,0,0,0,0,0,0,0,-0.0318860351040682,0,0,0,0,0,0,0,0,0,0,0,0.043982416087707,-0.00840834506754456,0,0,0,0,0,0,0
X000858.SZ,0.117918696795546,0,0.193144820896555,0.151101543346517,0,0,0.101677073365726,0,0,0.156692959959377,0,0,0,0,0,0,0,0,0,0,0.0203444712405648,0,0,0,0.0673288231017341,0.0154394899241246,0,0,-0.0191678076320677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894116988118933,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.399960919370975,0,0,0,-0.00498129808129601,0,0,0,0,0,0,0,0,-0.065020596556024,-0.00278074041150826,0,0,0,-0.0423095799743189,0,0,0,-0.11584549222279,0,0,0,0,0,0,0,0,0,0,0,0.0182239956539977,-0.0649616991297298,0,0,0,0,0,0,0.101839095193618,0,0,0,-0.1298333670367,0.0185980909763246,-0.00349268056850305,0,0,0,0,0,0
X002304.SZ,0,0.0417027711444602,0,0,0.409234605457347,0,0,0,-0.0278052940078007,0.0201479314654465,0,0.111509606423556,0,0,0,0,0,0,0,-0.182229687224985,0.0584165223481251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141147483849355,0,0,-0.0529135802070792,-0.00757814915931423,0,0,0,0,0,0,0
X000725.SZ,0,0,0.12800377212591,0,0,0,0,0,0.0252311989707294,0,0,0,0,0,0,0,0,0,0.313971850534777,0,0,0,0,0,0.0317366110649375,0,0,0,0,0,0,0.255352990468122,0,0,0,0,0,0,0.153579996583706,0,0,0,0.033199032604384,-0.141809093421315,0,0,0,0,0,0.183523655128148,0,0.00243652664395835,-0.0148686452299846,0,0,0,0,0,0
X000063.SZ,0,0,0.14475328853056,0,0,0,0,0,0,0,0,0.0432450309743406,0.186678840065743,0,0.100680439450031,0,0,0.162563649279156,0.0747715542263887,0,0,0,0,0,0.106736201481384,0,0,0,0.0432302528521568,0,0,0,0.11571182866558,0,0,0,0,0,0,-0.0193087586368138,0,0.115779839070692,0,0,0,0,0,0,0,0,0,-0.0229814251351058,0,0,0,0,-0.112586373822047,0,0
X000568.SZ,0,0,0.053346201179675,0,0.477700641291683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923413226922974,0.008973422026289,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0292832452051007,0,0,0,0.0479810363710561,0,0,0,0,-0.00262343029281411,-0.0442050057836266,0,0,0,0,0,0
