,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600487.SH,X600498.SH,X000100.SZ,X002008.SZ,X600809.SH,X000625.SZ,X002007.SZ,X000661.SZ,X300142.SZ,X000157.SZ,X000596.SZ,X600867.SH,X600566.SH,X002179.SZ,X300146.SZ,X600177.SH,X600066.SH,X002456.SZ,X002506.SZ,X600522.SH,X600089.SH,X600372.SH,X002180.SZ,X002241.SZ,X000977.SZ,X300136.SZ,X600699.SH,X002294.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.26199421667461,0,0.0998429807359354,0,0,0.0468510570892117,0,0,0,0,0,0,0,0,0,-0.044851144002925,0,0.00274316400959663,0,0,0,0.00672510493420084,0,0,0,0,0,0.528140268949812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.00140315709906523,0,0,0,0,0,0
X600104.SH,0,0,0.103127955693517,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.185624242343528,0.102157110101595,0,0,0.0358731602310922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10585666963324,0,0,0,0.120597235326744,0,-0.0309741925608304,0,0,0,0,0.00351966357275707,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0435098524458887,0,0.56475511124119,0,0,0,0,0.28473870882402,0,0.195820625179961,0,0,-0.0797871170596603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330262301411757,0,0,0,0,0,0.0851884951083552,-8.67361737988404e-19,0.0150381375420903,0.0336696075871971,0,0.165782444428994,0,0.130472087671719,0,0
X000651.SZ,0.0680845866911932,0,0,0,0,0,0.140334758872067,0,0.300829885934098,0,0,0,0,0,0.0849168855933884,0,0,0,0.0908332914378984,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00301782603095912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221176144669444,0,0,0.102372192908605,0,0.000170644287451993,0,0,0,0,0.0401335960743874,0,0
X000858.SZ,0.0461101630916327,0,0,0,0,0,0.130847291457489,0,0,0,0,0,0,0,0.0727156234985373,0,0,0,0,0,0,0,0,0,0,0.200406005866991,0,0,0,0,0,0.462438446064175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014453360657109,0,0,0,0,0,0
X600276.SH,0,0,0.17455439576175,0,0,0,0,0,0,0,0,0,0,0,0.138734891534562,0,0,0,0.343282508397219,-3.46944695195361e-18,0,0,0,0,0,0.0733096108083806,0,0,0.0143574978458324,0.0824089102178637,0,0,0.0472225039569086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667883057003025,0,0,0.0177156334081762,0.0199964846277894,0,0,0,-0.00585459918778261,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.35957549389375,0,0,0,0,0,0.109936158024884,0,0,0,0,0,0,0.167806954129848,0,0,0,-0.120518621111679,0,0.431747563084918,0,0,0,0.0597820243979119,0,-0.0361782899275661,0,0,0,0,0,0,0,0,-0.0317152922914642,0,0,0,0,0.0021808268936046,0.00670709030898045,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0548076204120414,0,0,0,0,0,0,0,0,0,0,0,0.141496927219474,0,0,0,3.46944695195361e-18,0.182836886497814,0,0.0520985758359462,0,0,0,0,0,0,0,0,0,0.200842337516335,0,0,0,0,0,0,0,0.0820742518758972,0,0.0359241657104838,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0655721717026249,0,0.003108404224023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162044664821865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110347578710625,0,0.221692684613226,-0.0396631922081252,0,0,0,0,0,0,0.456108291315654,0,0,0,0,0,-0.00650783481115359,-0.00360127110685513,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102456118317013,0,0,0,0,0,0,0.133915015714285,0.102008181641144,0.485710251800934,0,0,0,0,0,0,0.0690402359432207,0,0,0,0,0,0,0,0,0.00967496290636109,0,0.08740404301207,0,0,0,0,0,0,0,0,0,0,0.0259488953494682,-0.0431991526752762,0,0,0,0.168271567710088,0,0
X600031.SH,0,0,0.115420426305627,0,0,0,0,0,0,0,0,0,0,0,0.379065495020601,0,0,0,0.115491701898182,0,0,0,0,0.0631872606957328,0,0,0,0,0,0.0851891923090194,0,0,0,0,0,0,0,0,0.0660298038030716,0,0,0,0.195228082120817,0,0,0,-0.235126562632945,0,0,0,0,-0.0190877751091937,0.0161693216370185,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,5.83830430222441e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565524766065342,0,-0.113015616267665,0,0,0,0,0.108498948460822,0.13170903879242,0,0,0,0,0,0,0.196938006261641,0.00141851556759968,0,0,0,0,-0.0108295806035307,0.0231038765311734,0,0,0,0,0,0
X000568.SZ,0.00881919298565158,0,0,0,0,0,0.166936165685582,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.47411816213767,0,0.0979549560718504,0,0,0,0,0.0852495975944382,0,0,0.0864195211943762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136831443216771,0.0272466650882165,0,0,0,0,0,0
