,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000625.SZ,X000063.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X600703.SH,X002463.SZ,X600372.SH,X002241.SZ,X002028.SZ,X600066.SH,X000921.SZ,X002236.SZ,X000977.SZ,X600584.SH,X600741.SH,X002049.SZ,X600522.SH,X600183.SH,X601877.SH,X000661.SZ,X002223.SZ,X002129.SZ,X000800.SZ,X002180.SZ,X600060.SH,X002156.SZ,X600177.SH,X600487.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.323702242995957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100071465321897,0,0,-0.00183796356766211,0,0,0,0,0,0,0,0,0,0,0,-0.00791284551409037,0,0,0,0,0,0,0,0,0.0484331729059969,0,0,0,0,-0.0451531611501825,0,-0.00380116852335748,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.484946574839434,0,0.0232357468019704,0,0,0,0,0,0,0.195325287401483,0,0,0,0,0.0121932359347089,0,0,0,0,0,0.0443800311269781,0,0,-0.0316389825243463,0,0,0,0,0,0,0,0,0.00618947730009487,0,0.0236881962316395,0,0,0,0,0,0,0,0,-0.0291992150315889,0,0,-0.0119067645883767,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0485692619506639,0.0285609733520648,0,0.0571214710414945,0,0,0,0,0,0,0,0,0,0,0.0226454334066635,0.101203968210122,0,0,0,0,0,0,0,0,0,0,0,0.172009502518769,0.0546462282119295,0,0,0.0255331743789101,0,0.0231272660956393,0,0,0,0,0.0166348670064471,0,0,0,0,0,0,0,0.0466916205099929,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.156677931413756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361877980905354,0,0,0,-0.0163199162339063,0.324643473963223,-0.00366387989027202,0,0,0,0,0.0642404873876558,0,0,0,0,0,0,-0.0625773927236531,0,0,0,0,0,0,0,0,-0.100607166682324,0,0,0.135816768954252,0,0
X600809.SH,0,0,0,0,0,0,0.177273719326941,0,0,0,0.0192104997573846,0,0,0.0554256168039727,0,0,0,0,-0.127977376742226,0.230100712831476,0.028120131549958,-1.73472347597681e-18,0,0,-0.175741634741149,0,0,0,0,0,0.0773387155024872,0,0,0,-0.00195461424312103,0,0,0,0,0,0,0,0,0,0.070065622846687,0,0,0,0,0,0,-0.0117248423536052,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.156283851256162,0,0,0,0,0,0,0.0722453459854749,0,0,0,0,0,0,0,0,0,0.261078418500802,0.071508086661262,0.0522211614002091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395544184103977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156760209951514,-0.155012974379127,0,0,-0.0105565899265931,0,0
X000568.SZ,0,1.08847153223354,0,0.0532176741606159,0,0,0,0,-0.0845824710597109,0,0.103559680593864,0,0,0,0,0,0,0,0,0.128510297075584,0.0402440313588045,0,0,-0.00818252722280167,0,0,-0.123961709528079,0,0,0,0,0,0,-0.0282515140789664,0,0,0,0,0,0,0,0,-0.0263902222088865,0,3.46944695195361e-18,-8.67361737988404e-19,0,0,-0.13993363283732,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X000651.SZ,0,0,0,0.170495476412648,0,0,0.0885764843371821,0,0,0,0,0,0,0.0784743416241409,0,0,0,-0.129049874949381,0,0,0,0.0570972267256402,0,0.352125664674052,0.042601875112035,0,-1.38777878078145e-17,0,-0.0509218389355135,0,0,0.157059849553698,0,0,0,0,0,0,0,0,0,0,-0.108789764950487,0,0,0,0,0,0,0,0,0,-0.0165272563946171,0.0300413229837994,0,0,-0.0218190731114439,0,0
X002475.SZ,0,0,0,0,0,0,0.0588937332170187,0,0,0,0.0270774090332617,0,0,0,0,0,0,0,0,0,0.230401752555093,0,0,0,0,0,0.167436141492135,0,0,0,0,0,0,0.0580851759736037,0,0,-1.38777878078145e-17,0,0.178815280897067,0,0,0,0.0316292775227811,0,0,0,0.0493655809599485,0,0,0,0,0.0702138292203506,0,-0.15624205212018,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0989111048311001,-0.201888479431993,0,0,0,0,0,0,0,0,-0.235021838887053,0,-0.010170052853602,0,0,0,0,-0.0717522455070819,0,0.187988787656568,0,0,0,0,0,0,0.0326113844565793,0,0,-0.0823723004565405,0,0,0,0,0,0,0,0,0,0,0,-0.0463123453533295,0,0,0.0345631902705766,0,-0.0119743117674425,-0.0661295170908451,0,0,0,0,0,0
