,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X600183.SH,X002028.SZ,X002049.SZ,X002236.SZ,X600741.SH,X600066.SH,X600522.SH,X000066.SZ,X600839.SH,X601877.SH,X600460.SH,X600487.SH,X002156.SZ,X002456.SZ,X600177.SH,X000800.SZ,X000661.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.141617224257135,0,0,0,0,0,0.167586847121031,-0.00570085344517639,0,0,0,0,-1.35525271560688e-20,0,0,0,0.303473540834421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000607559094660273,0,0,0,0,-0.0134488781468014,0,0,-0.00028059908990066,0,0,0,-0.0140552713002543,0,0.00674069050994641,0,0,0,0,-0.0639403411928318,0,0
X000858.SZ,0.470626202092377,0,0,0,0,0,0,0.113363072346275,0.0930790814925859,0,0,0.209723154206196,0,0,0,0,0,0.0142366417657334,0,0.0753326311535527,0,0,0,0,0,-0.0455294896389564,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0829646919971557,0,0,0.0349623039787979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395990551722271,0.139429429659229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274235390327449,0.0143208898623019,0.0645093113648474,0,0,0,0,0,0,0,0,0,0,0,0.0536424391922738,0,0,0,0,-0.12458682753557,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108493491620702,0,0.440548579798245,0,0,0.092153698026477,0,0,0,0,0,0,0.0299502300819794,0,0,0,0,0,0,0,0.0808814547844877,0,0,0,-0.00128262411007037,0,0,0,0,0,0,-0.0552658040558652,0,0,0,0,0.00128749021783673,0,0
X002415.SZ,0,0,0,0,0,0,0,0.135938804849596,0,0,0,0,0,0.0678151489433737,0,0,0,0,0,0,0.175713910687251,0,0,0,0,0.0694449168824976,0,0,0,0,0,0,0.0476596055067683,0,0,0,0,0,0,0.0445743117322168,0,0,0.0189574169222064,0,0,0,0,0,0.0252361589943786,0,0,-0.00176918608922585,0,0,0,0,-0.0602762737725212,0,0
X600690.SH,0,0,0,0.239535068380762,0,0,0.238587343373859,0,-0.0900299895397558,0,0,0.0385022762032695,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105911031960787,0,0,0,-0.013123832677163,-2.16840434497101e-19,0,0,0,0.163911006324905,0,0.0263481322885574,0,0,0,0,0.020705838805266,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.061316045934642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13744464021921,0,0,0,0,0,0,0,0,0,0,0,0,0.143453553019479,0,0,0,0,-0.00410380340324465,0,-0.0254230955898031,0,0,0,0,0.320586558202413,0,-0.0357051488674554,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.472667843255939,0,0,0,0,0,0,0,0.318834506305627,0.00547960583883676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217526282207445,0,0,0,0.0614563675155462,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.327092497256212,0,0,0,0,0,0,0,0,0.0646589003474642,0,0,0,0,0,0,0,0.244209954450169,-0.291309372977874,0,0,0,0,0,0,0,0,-0.0962306435924023,0,0.987848385382994,0,0,-0.219702419841761,0,0,0,0,0,0,0,0,0.0267059319368502,0,0,0,0.0792658092331777,0,0,0,0.0569420484925257,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608958748298206,0,0,0,0,0,0.138988892531582,-0.108236580518373,0.0295632555693726,0.0716291580614093,0,0,0,0.0862996841495063,0,0,0,0,0,0,0,0,0,0,0,0,0.0451960056982689,0.0645947691776667,0,0,0,0,0,0.148985513695969,0,0,0,0,-0.017336677426477,0,0,0,0,-0.0905461745121005,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-0.0134757978920936,-0.0365579539648413,0,0,0,0.347401267246331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399209544150337,0,0,0,0,0,0,0.0784657657010311,0,0,0,0,0.073132453694754,0,0,0,0,0.068043936138103,-0.0751643122399838,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.00257884410534145,0.333913818399507,0,0,0,0,0,0.230170310165651,0,0,0,0,0,0,-0.050295690137834,0,0,0.0361133315570257,0,0.134780451770753,0.0387570502916245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033518378059573,0,0,0,0,0,0,0,0,0.150729746700932,0,0.0436346344360196,0,0,0,0,-0.0230564758525757,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0155227935529108,0,0,0,0,0,0,0,0,0.00573035474436419,0.369556790385726,0,0,0,0,0,0,0,0.0122390939433563,0,0,0,0,0.0149557840000697,0.257410140158691,0,0,0,0,0.0872603369956064,0,0.0446357201323623,0,-0.0289220283743935,0,0,0,0,0,0,-0.0329446050484345,0,0,0,0,0.00573509726884042,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182367322604533,0,0,0.072850295234224,0,0,0.434468627273892,0,0,0,0,0.0754236410572988,0,0,0,0,0.0831780843463871,0,0,0,0,0,0,0,0,0.0683543183274635,0,0,0,0.0255360418504989,0,0.0546686426390515,0,0,0,0,0,-0.0422146151601866,0.0352621723653469,0,0,0,-0.0285007997986461,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0941511255595179,0,0,0,0,0.135394272112037,0,0,0,0,0,0,0,0,0,0,0.0419760464160129,0,0.129402900731007,0.22090414554386,0,0,0,0,0,0,0.31402351139753,0.159204422373778,0,0,0,0.107704466071757,-0.0414650706780805,0,-0.183372637185134,0,-0.0609411063367652,0,0,0,0,-0.0225322620650888,0,-0.0145817554800916,0,0,0,0,-0.0161068312669589,0,0
X600031.SH,0,0.054035529981963,0,0,0,0,0,0,0,0,0,0.190143129276501,0,0.0203589240149583,0,0,0,0.039330231082314,0,0,0.139666845019102,0,0.0237744233243975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236515298891441,0,0,0,0,0,0,0,0,0.0433283345108068,0,0,0,0,-0.015827946326443,0,0,0,0,-0.0110301198863528,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0831895130925843,0.0459593274739822,0,0,0,0,0.0198179457542382,0,0,0,0,0.274225955098897,0,0.0849099323673622,0.00649252865274561,0,0,0,0,0,0,0,0,0.101340506083094,0,0,0,0,0,0,0,0,0,0.0397954730853579,0,0,0,0,0.0773123315367728,0,0,0,0.0789633487734407,0,-0.050161142694032,0,0,0,0,0.0319552530051625,0,0
X002304.SZ,0.048244523499366,0.579074391383556,0,0.0306096379788188,0,0,0,0,0,0,0,0,0,0.0219994971335356,0,-0.0662913531615914,0,0,0,0,0,-0.064053892293409,0.0266478755370592,0,-0.153286197593177,0,0,0,0,0,0,0,0,0,0.0599694299859885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040047147683542,0.21642829138889,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0.153163383749348,0,0,0,0,0,0,0.0270083217811688,0,0,0.213557172865411,0,0,0,0,0.137022113063119,0,0,0,0.0349192627423796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439369228297142,0,0.0160065396280316,0,0,0,0,0,0,0,0,0,0.110180668761524,0,0,0,0,0,0,-0.0333300467542079,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0.696187644969846,0,0.105345901646353,0,0,0,0,0,0,0,-0.0637959890644959,0,0,0,0,0,0,0,0,0,0,0,-0.0230650348466994,0,0,0,0,0,-0.0068021309101324,0,0,0,0,0,0,0,0,0.0549919531898089,0,0,-8.67361737988404e-19,0,0,0,0,-0.0294279178438753,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571978529695788,0,0,0.049382830418542,0,0,0.19172553318676,0,0.169066578281366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262265210846843,0,0,0,0,0,0.109288627519542,0,0,0,0,0,-0.0240835234491968,0,0,0,0,0,0,0
X000100.SZ,0,0.128505399720917,0,0,0,0,0,0,0.0037986094323292,0.0652027125316543,0,0,0,0,0,0,0,0,0.00995228151853296,0,0.233094118227079,0,0,0,0,0,0,0,0,0,0,0,0.166661262505597,0,0,0,0,0,0,0.0339841918116899,0.0727861892788744,0,-0.00647360561840237,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00761066038470044,0,0
X002241.SZ,0,0,0,0.266236322641582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186661567695195,0,0,0.116680401987379,0,0,0,0,0.109467758935898,0.466793321576707,0,0,0,0,0.100865463860908,-0.0190345631436279,0,0,0,0,0,0,-0.00109853144272293,0,0,-0.0544155633099033,0,0,0,0,0.0139903176983588,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160187740058899,0,0,0.017764283321212,0,0,0,0.0291309101223481,0,0,0,0.0130617527927698,0,0,0,0,0.068624039804434,0,0.346373982246258,0,0,0,0,0,0,0,0.0548416125065658,2.71050543121376e-20,0,0,0.152730950959039,0,0.00646688925877829,0,0,0,0,0,0,0,0,0,0,-0.0204305010259063,0,0
X600418.SH,0,0,0,0,0,0,0,0,0.250828705081687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210398732921641,0,0,0,0.00140331495407526,0,0,0,0,0,0,0,0.0820427842513799,0,0.121169730166863,0,0,0.0103003361546359,0,0,0.0341711145805469,0,0,0.432458657000629,0,0,0.0473625996142618,0,0,3.46944695195361e-18,-0.28227408674782,0,0,0,0.0178881819048327,0,0
X002463.SZ,0,-0.0456443264576476,0,0,0,0,0,-0.0165581685129246,0,0,0.323522709522695,-0.131367588528828,0,0.247878133341094,0,0,0,0,0,0,0.0401507493097692,0,0,0,0,0,0.00500875897200959,0,0,0,0,0,0,0,0,0,0,0,0.149900576065146,0,0,0,0,0,0,0,0,0,0,-0.0360385765175528,0,0,0,0,0,0,-0.013041207124559,0,0
X600584.SH,0,0,0,0.240419751059161,0,0,0,0,-0.113957336928994,0,0,0,0,0,0,0,0,0,0,0,0.0542968691579333,0,0,0,0.020220541235422,0.0392016127238368,0,0,0,0,0,0,0,-0.0375399864333438,0.104877765680041,0,0,0,0,0.103960294345633,-3.46944695195361e-18,0,0,0,0,0.0975273950886726,0,0,0,0,0,-0.0580231565805001,0,0,0,0,-0.023150196168594,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0.0792298125888067,0,0,0,0.0953936230972266,0,0,0,0,0,0.16634723347715,0,0,0,0.136078369427852,0,0,0,0,0.249205564757441,0,0,0,0,0.0920851880737415,0,0,0,0,0.0204960067801941,0,0,0.0603612673793367,0,0,0.0689419612246021,0,0,0,0,0,-0.078849319366335,0,0.142602414890171,0,0,0.0411490309301765,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218156012504436,0,0,0,0,0,0,0,0,0,0.16014259823407,0,0,0,0,0,0,0,0.0375496252665789,0,-0.0445772825205483,0,0,0,0,0,0.02370809046304,0,0,0.23469567324247,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063595995248625,0,0,0,0.077310741152077,0.0814936999444005,0.0100374394082267,0.0553582773811711,0,0,0,0,0,0,0.204311328383991,0,0,0,0,0.041722026053938,0,0,0.038958893141998,0,0.014506164305048,0,0,0,0,0,0,0,0,0,0,0,-0.00942999767488694,0,0
X000157.SZ,0,0.271186431628353,0,0,0,0,0,0,0.0423049347871839,0,0,0,0,0.161039224143031,0,0,0,0.0679758354592902,0,0,0.00973878539400835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0681573234969,0,0,0,0,0,0,0.177159699075718,0,-0.0318124488193059,0,0,0,0,0,0,0
X600372.SH,0,0,0,0.080566111917133,0,0,0,0,-0.0257802121708344,0,0,0,0,0.0714143159487719,0.0569075749852295,0.0235199039658253,0.0939943494869941,0,0,0,0.17965558947331,0,0.0407004403354566,0.113427167663006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0823401674233139,0,0,0,0,0,0,0,0,0,0,0,0.0305061804946421,0,0
X600183.SH,0,0,0,0.0614993620424244,0,0,0,0.0592097524679896,0,0,0,0,0,0.0996182404045112,0,0,0,0,0,0,0,0,0.0543068934508735,0,0,0.141111176558224,0,0.101723764229074,0.184379355644929,0,0,0,0,0,0,0,0,0,0,0.0522613732965331,0.0950604875619126,0,0,0,0,0,0.103995257844223,0,0,0,0,0,0,0,0,0,0.00254492657366247,0,0
X002028.SZ,0,0,0,0,0,0,0,0,0,0,0.0696452579395227,0,0,0,0,0,0,0,0,0,0,-0.0526158158501,0,0,-1.73472347597681e-18,-0.0489525557984155,0,0,0,0,0,0,0,0,0.0380838538422305,0,0,0.307275272395065,0,0,0,0,0,0,0.0151256416088973,-0.0215395728949242,0,0,-3.46944695195361e-18,0.067210717920562,0,0.0300550266655604,0,0.0886502615143101,0,0,0.0448806974063781,0,0
