,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000625.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X600702.SH,X000733.SZ,X600522.SH,X002074.SZ,X600741.SH,X000157.SZ,X000799.SZ,X600460.SH,X600584.SH,X300003.SZ,X002007.SZ,X600884.SH,X600779.SH,X300146.SZ,X002294.SZ,X600487.SH,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.305075670987556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237640798853037,0.109565406684338,-0.0801311836013374,0,0,0,0,0.129533484765237,0,0,0,0,0,0.0862783223172327,0,0,0,0,0,0,-0.0253717057618595,0.0300649136573719,0,0,0,0,0,0
X000858.SZ,0,0,0.259332827607811,0.335200464943534,0,0,0,0,0,0,0,0,0,0,0.180086660178466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584136531597395,0,-0.00538071813039599,0.00805641369755731,0,0,0,0,0,0
X600809.SH,0.169995212404292,0,0,0.62101129407479,0,0,0,0,0,0,0,0.0306115699063694,0,0,0.0503990247658121,0,0,-0.0519995162930176,0,0,0,-0.103742044487964,0,0,0,0,0,0,0,0,0.00886533428011195,-0.00279274005137236,0.0305262700895388,-0.143748560686746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444199384905438,-0.0492104832972951,0,0,0,0,0
X000568.SZ,0.248896101895505,0.267290046230807,0.49728517301361,0,0,0,0,0,0,0,0,0,0,0.139056719828917,0,0,0,0,0,0,0,0,0,0,0,0.0942444290226772,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0876692304939637,0,0,0,0.0876697895874684,0,-0.0181658476529344,0,-0.0711895981862502,0,0,0,0,0,0,-0.011618367613101,0,-0.0102126497325019,0.0112872099609054,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0430819635127087,0,0,0,0,0,0.0417169401351108,0,0,0,-0.0264650333835824,0,0,0.168166161997054,0,0,0,0,0,0,0.0677808490811855,0,0,0,0,0,0,0.101953172712686,0,0,0,0.0997842233813154,0,0,0,0,0,0,0,0,-0.0198246307311134,-0.0135042073727755,0,0,0,0,0,0
X002304.SZ,0,0,0,0.475490083953725,0,0,0,0,0.00296129818311297,0,0,0,0,0.114739115330635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888651212302873,0,0.00719266083808659,0,-0.0286989986920585,0,0,0,0.0662594634258225,0,0,0,0,0,0.0253863580579328,0.0775653145577127,0,-0.0356986161322311,0.00236161708854843,0,0,-0.0042914099064121,0.0225139057822336,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28575850466257,0,0,-0.229721558728769,0,0,0.038163380554788,0,0,-0.113784573713699,0,0.164254116029897,0,0,0,0,0,0,0,0,0,0.0346489637761455,0,0,0.0908674056502179,-0.0669049739143894,-0.00631546973415185,-0.00219338515986333,0,0,0,0,0,0
X600690.SH,0,0,0,0.066647228249804,0,0.112709624775226,0,0,0,0.192570918169726,0,-0.0536992971443358,0,0.172856614314392,0.179462002414034,0,0,0,0.097949628121092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479017139516717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714537111114332,-0.0781361555753551,0,-0.0159292611755539,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.17917032469654,0.108524621480694,0,0.126615588060256,0,0,0,0,0,0,0.154741513253987,0,0,0,0,0,0,0,0.1857055282893,0,0,0.310585083353556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20888779989812,0.036213883427593,-0.00779234790043712,-0.0714550907756477,0,0,0,0,0,0
X000651.SZ,0,0,0,3.46944695195361e-18,0,0,0,0.102676350848705,0,0,0,0,0,0,0.150791097708964,0,0,0,0,0,0,0,0,0,0,0.119126882022904,0,-0.11437814185283,0,0,0,0,0.0973880490422658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999714855224235,0,-0.0234269348680965,0.018237455413816,0,0,0,0,0,0
