,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600031.SH,X600271.SH,X000100.SZ,X600118.SH,X000559.SZ,X600066.SH,X600372.SH,X002292.SZ,X000157.SZ,X002241.SZ,X002475.SZ,X600089.SH,X600741.SH,X002236.SZ,X000338.SZ,X300124.SZ,X300003.SZ,X002465.SZ,X600839.SH,X002129.SZ,X000568.SZ,X600177.SH,X002294.SZ,X002506.SZ,X600867.SH,X002074.SZ,X002276.SZ,X000977.SZ,X000869.SZ,X300146.SZ,X000800.SZ,X600498.SH,X600582.SH,X002008.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.192968134640242,0.162951386234363,0,0,0,0,0,0,0,0,0,0.100459776671549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139440324637447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499662782529883,0.0346738534940826,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.155404579149591,0,0.403324255712477,0,0,0,0,0,0,0,0,0,0,0,0,0.179125983029063,0,-2.77555756156289e-17,0,0,0,0,0,0,0.00263878545846374,0.0373475043026988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00494989850891958,0,0,0,0,0,0,0
X002415.SZ,-0.0358740723339415,0,0,0,0,0,-0.0542896869245373,0,0,0,0,0,-0.143258791193187,0,0,0,0,0,0,0.239676366801128,0,0.243977748672831,0.0197844425361482,0,-0.0321571741760277,0,0,0,0,0,0,0,0,0,0,0.071123449101357,0,0,0,0,0,0.0645571749959744,0,0,0,0,0.0341945844289128,0,0.0491890858361195,0,-0.063994637982409,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166715516171835,0,0.00184392518852094,0,0,0,0,0,-3.46944695195361e-18,0,0.151705101093671,0,0,0,0,0,0,0,0.134448902099212,0,0,0,0,0,0,0.0035390897257282,0,0,0,0.0737247387632326,0.219404738889058,0,0,0,-0.0235540056999789,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0922772994250249,0,0,0.00728820890639738,0.0458519493507114,0,0.259271480481744,0,0.108666517099141,0,0,0,0,0,0.0844588621128389,0,0,0,0,0.0370170576473563,0,0,0,0,0,0,0.0525360609390126,0,0,0,0,0.00255516469397578,0,0.030525610159053,0.00903743829047254,0,0.0276253493759633,0,0,0,-0.0314871159147532,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.112408330180855,0.19727147961618,0,0,0,0,0,0,0,0,0.0119666980631868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928467889201575,-0.130288266804566,0,-0.0225799573859635,0,-0.122220297867754,0,0.0429771621097595,0,0,0,0,0,0.0497712190538491,0,0,-0.00678921586982429,-0.0180210312883718,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102816654988521,0,0,0,0,0,0,0,0,0,0.291496883619476,0,0,0,0,0,0,0.145874671541252,0,0.0666944605905306,0.0449879838604035,0,-6.93889390390723e-18,0,-0.008543387664506,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.196949938797646,0.540713984950102,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0144267950850973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110677391035421,0,-0.01826082782658,0,0,0,0,0,-0.00303806924516604,0.0164806650507741,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.262240150041712,0,0,0,0.16917652652799,0.0255336505445836,0,0,0,0,0.0243715959291785,0,0.0523837684297781,0,0,0,0,0.0470707942588383,0,0,0.0120694533795696,0,0,0,0,0,0,0,0.0270359745745553,0,0,0,0.0557909506039615,0,0.147674240623811,0,0,-0.0116829191017209,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0520193635099153,0,0,0.0980197888453927,0,0,0,0,0,0,0,0,0,0,0.0789544670557787,0,0,0.194476370263732,0,0.212949304334043,1.73472347597681e-18,0,0,0,0.101848530508619,0,0,0,0,0,0,0,0,0.0377101776171091,0,0,0,0,0,0,0,0.00368203621700984,0.00509572348935384,0,0,0,0,0,0
