,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000725.SZ,X600031.SH,X000063.SZ,X300014.SZ,X000596.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000977.SZ,X600522.SH,X000733.SZ,X002074.SZ,X600584.SH,X000799.SZ,X600460.SH,X300003.SZ,X002236.SZ,X601799.SH,X600183.SH,X000066.SZ,X002294.SZ,X002007.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0750975121908998,0,0,0.15116812826942,0,0.139781365031805,0,0.0833539118823302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109314516376676,0.0748074564781805,0,0,-0.00352389871817357,0,0,0,0,0,0,0.0244502107447999,0,0,0,0,0.0670862494743038,0,0,0,0,0,0.0301333240111657,-0.0209372024120356,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0575993239743931,0.168978336021465,0,0.584825418041426,0.111060922499189,0,0.186655278211996,0,0,0,0,0,0,0,0,0,0.0021977510364257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121594905484328,0,0,0,0,-0.0306295070471323,0.00457227410612059,0,0,0,0,0,0
X000568.SZ,0,0.503096967474564,0,0.040280213202683,0,0,0.326158029129255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351261916671401,0,0,-0.165874902429939,0,0,0.037339315619835,0,0,0,0,0,0,0,0,-0.0165131760362904,-0.0715073465523071,0,0,0,0,0,0,0,0,0.257894414602729,-0.0513258711616488,0,0,-0.07343579467732,0,0,-0.0120031689249412,0,0,0,0,0,0
X002415.SZ,0,0.281769241339904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060223065436951,0,0,0,0,0.169522099470512,0,0,0.0163200340270723,0,0,0,0.0379285529694008,0,0,-0.167632531887465,-0.0764943595729218,0,0,0,0,-0.0496440137239708,0,0,0.0358298628861964,0,0,0,0.122201318026549,0,0,0,0,-0.047852454779205,0,0,0.0202200210167587,-0.0358915899307654,0,0,0,0,0,0
X600809.SH,0,0.009028522666362,0.0834956227147945,0.10041006615476,0,0,0.19110130055353,0.0878856404094652,0.0374532818443257,0,0,0,0,0.0472757767666733,0,0,0.00756141740262338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081565461240349,-0.0683378790704209,0,0,0.269984021248234,0,0,0,0,-0.016980922756058,0,0,0,0,0,0.000823488338161272,0,0,0,0,0,0,0
X600276.SH,0,0,0.0921358112749298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138036511845172,0,0,0,0,-0.151660682677723,0,0.206892281424897,0,0,0,0,0,0.0106468810007323,0,0.00469499039116628,0,0,0,0,0.101848662893516,0,0,0,0,-0.0415059834066704,0.040118136490591,0,0,0,0,0,0
X002304.SZ,0,0.347846355578718,0.330283172872498,0,0,0.0472374575197424,0,0,0,0,0,0,0,0,0,0,0.218589772745472,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424278107733354,0,0,-0.017645495219651,0,0,0.00145550027837136,-0.0216723819527818,0,0,0,0,0,-0.0340091106297989,0,-0.0255087398127138,0,-0.0342978332156179,-0.0528017053762474,0,0,0,-0.0193391872394202,0.0198649133154111,0,0,0,0,0,0
X600690.SH,0,0,0.00716416058733879,0.114253784394457,0.0500410565838334,0,0.0193460200163021,0,0,0,0,0,0,0.264813079285163,0,0,0,0,0,0,0,0,0,0,0,0,0.0426029401196616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030528558557733,0,0,0,0.00669033459465459,0,-0.0171440102078192,0,0.0306258131756327,0,0,0,0.00869448259101738,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.463002472597561,0,0,0,0,0.083197622718084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993516092583473,0,0,0,0,0,0,0.141838580922276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503744880711707,-0.0120956868929734,-0.00236344586758878,0,0,0,0,0,0
X000651.SZ,0,0.147592201524465,0,0,0,0,0,0.33135677737632,0,0,0,0,0,0.0737038361061117,0,0,0,0,0,0,0,0,0.0221245550359015,0,0,0,0,0,0,0,0,0.016790859332378,0.0395456944555004,0,0,0,-0.0105041254470894,0,0,0,0,0,-0.034208298682513,0,0,0.0432605514506093,0,0,0,0,-0.00787933769576594,0,-0.0113423856686273,0,0,0,0,0,0
