,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X300124.SZ,X002304.SZ,X003816.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002241.SZ,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002463.SZ,X002007.SZ,X600522.SH,X000800.SZ,X002028.SZ,X600460.SH,X601799.SH,X002074.SZ,X002294.SZ,X600418.SH,X300142.SZ,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0712521446650168,0,0,0.200873384337109,0.192478921414978,0,0.0688710951958356,0,0.0132197496136449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659264881701422,0,0,0,0,0,0,0,0.153198439228606,0,0.0151265244200517,0.00157298011861371,0,0,0,0,0,0,-0.00153991527786644,-0.00890731822813519,0,0,0,0,0,0
X000858.SZ,0.149441074758949,0,0,0,0.133991335689291,0.303348607664548,0,0.0892612570044736,0,0,0,0,0,-0.104054884510879,0,0,0,0,0,0,0.0440193034004455,-0.00206805035082496,0.0844298629751804,0,0,0,0,0.0747619771321583,0,0,0,0,0,0,0.00685190088245666,0,0,0,0,0.0181292581400614,0,0,0,0,0,0,0,0.00848541524559771,0,0,0,0,-0.00485638512717042,0,0,0,0,0,0
X002415.SZ,0,0,0,0.120990231756573,0,0,0,0,0,0,0,0.221955541076982,0,0,0,0,0,0,0,0,0.0710018877982408,0.0991001454142815,0,0,0,0.138324901579132,0,0,0,0,0,0,0,0,0,0,0,0.0956703293553277,0,0,0,0,0,0,0,0.0052776706804717,0,0,0.014344913991539,0,0,0.0135478760440147,0.0162458893082785,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.108058508774208,0,0.0106759642486138,0,0,0,0,0,0,0,0.113067663617684,0,0,0,0,0,0,0.0152293382360366,0,0,0,0,0,0,0,0,0,-0.00381992839210819,0,0,0,0,0,0,0,0,0,0,0.203569709009904,-2.16840434497101e-19,0.0111899185362908,0,0,0,0.0196149744641341,-0.0103601480001549,0,0,0,0,0,0
X600809.SH,0.0723800223251657,0,0,0,0,0.438014681793702,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.314047458620865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275638988968297,0,0,0.0783711853146747,0,-0.0497948586742362,-0.0707889865381398,0,0,0,0,0,0,0,0,0,0,-0.0135981965756489,0,0,0,0,0,0,0
X000568.SZ,0,0.439414285814656,0,0,0.527761851448966,0,0,0,0,0,0.0132263434621138,0,0,0,0,-0.0195116454690759,0,0.0228173998155958,0,0,0,-0.0456618730256303,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417546223476038,0,-0.105714237879988,0,0,0,0,0,0,0,0,0,-0.0399897939874222,0.0336221189497804,0,0,0,0.00816335013047746,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856095225984706,0,0,0,0.118014390351098,0,-0.0072967955938847,0.0472875108671032,0,0,0.240722182621124,0,0,0.00411077345704768,0,0,0,0,0,-0.045544708846393,0,0,0,0,0,0.00289751797702241,0,0,0,0,0,0.0532736463506087,0,0,0,0,-0.0127962144387813,0.051394348300321,0,0,0,0,0,0
X600690.SH,0,0.0915829576882654,0,0.00463335767924102,0,0.203051535606557,0,0,0,0,0,0,0,0,0,0,0,0.0853557214200937,0.0396267250773901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303654367350119,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.31407906920718,0,0.00982298732442004,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723011452410433,0,0,0,0,0,0.105095929666898,0,0,0,0,0.16513761921903,0,0,0,0,0,0,0.0349876554577915,0,0,0.189216145524837,0,0,0,0.0355222718047144,0,0,0,0.113857299291248,-0.203395437917018,0,0,0,0.018717652033263,0,0
X000625.SZ,0,0,0,0.146934248866449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382443769310876,0,0,0.068514795292374,0,0,0,0,-0.0590935369012835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130828729664301,0,0,0,0.321836739015465,0,0,0,0,0.00806285572003809,-0.0132572261969406,0,0,0,0,0,0
