,X600519.SH,X600104.SH,X000858.SZ,X002415.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000338.SZ,X600031.SH,X600741.SH,X600703.SH,X002475.SZ,X000568.SZ,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X000661.SZ,X000596.SZ,X000100.SZ,X600809.SH,X002456.SZ,X002179.SZ,X000625.SZ,X600867.SH,X002007.SZ,X300142.SZ,X600566.SH,X600066.SH,X300146.SZ,X600498.SH,X000977.SZ,X000157.SZ,X002294.SZ,X002180.SZ,X600177.SH,X600089.SH,X002241.SZ,X600522.SH,X002506.SZ,X000869.SZ,X600372.SH,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0254057826981954,0.373014995458246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176437162677024,0,0,0.020321014800073,0,0,1.73472347597681e-18,0,0,0,0.0933790749929782,0,0,0,0.00955634583539354,0,0,0,0,0,0.0277779047238216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280080070995203,0.00210961286570235,0,0,0,0,0,0
X600104.SH,0,0,0,0.0676672957093777,0,0.343050771564788,0,0,0,0,0,0,0.00882888473350254,0,0,0,0,0,0,0,0,0,0.120072947634537,0,0,0,0.309624769956366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176644723676436,0,0,0,0,0,0,0
X000858.SZ,0,0.173247266101083,0,0.0100311640876093,0,0,0.030450707388248,0,0,0,0,0,0,0,0,0.252947472815126,0,0,0,0,0,0.00674066756361459,0.075386248240316,0,0,0,0.0736159861059641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611820960181001,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0418859698744553,0,0,0.0867191750333503,-0.190795893989095,0,0,0,0,0,0.0355075077134135,0,0,0,0,0.25129400362381,0.444874821892052,-8.67361737988404e-19,0.120467499970868,0,0,0,0,0,0,0,0,0,0,0,0.0972625323505272,0.0308924398451199,0,0,0,0,0,0,0,0,0,-0.0908885589038674,0,0,0,-0.0214076591759601,0.00604888305055876,0,0,0,0,0,0
X000651.SZ,0.217372338363304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161067984634612,0,0,0,0.054262648418595,0,0.260340909295277,0,0,0.0109757860166644,0,0.0455123371899556,0,0,0,0.0628251561660728,-0.00932000658112811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843982457216713,0.0178949127230252,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370903942161417,0,0,0,0,0,0.0692700627995231,0.116053044612887,0,0,0,0,0,0,0,0,0,0,0,0.175229614109197,0,0,0,0.335418521906922,0,0,0,0,0,0,0,0,0,0.00380957549268897,0,0.0134394596250998,0.022219610315525,0,0,0,0,0,0
X002304.SZ,0,0,0.158492581749756,0,0,0.0907504771467401,0,0,0,0.147659947777977,0,0,0,0,0,0.575707498418934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00763404062103447,0.0117092349498641,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0628737764481104,0,0,0,0,0.107255020025709,0,0,0,0.0568562937136686,0,0,0.030979750445231,0,0.357271521274319,0,0,0,0,0,0,0,0,0,0,0.139019386545672,0.0148426178568992,0,0,0.0275357054528472,0,0,0,0.248065979687864,0.10433977854109,0,0.151194940571475,0,0,0,0,0.0244842247058394,0,0,0,0,0,0
X600690.SH,0,0,0,0.219746335985831,0,0,0,0.00440776047696922,0,0,0,0,0.172681383680973,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0951135221853533,0,0,8.67361737988404e-19,0,-0.0288157485620883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00616545177489102,0,0,0,0,0,0
X000063.SZ,0,1.38777878078145e-17,0,0.000152537619984693,0,0,0.14709784691782,0,0,0,0,0,0,0,0.384972684451172,0,-0.0513640962942939,0,0,0,1.38777878078145e-17,0.092610007770274,0,0,0,0,0.0110542229916911,0.0608207708560234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294179332461826,0,0,0,0,0,0,0.0193740822630607,-0.00355171834719173,0,0,0,0,0,0
X000338.SZ,0,0.0477320339886955,0,0,0.653208404359362,-0.00124477702198369,0,0,0,0,0,0,0,0,-0.088099258085286,0,0,0,0,0,0,0,0,-0.0271981917713547,0.0941802286274143,0,0.0454458268071388,0,0,0,0,0,-0.0638031573103323,0,0,0,0,0,0,0,-0.00653701189849351,0,0,0.018395188872339,0,0,0,0.0994080646876784,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100203236175827,0.0123106337540567,0,0,0,0,0,0,0,0,0,0,0,0.113785170173553,-3.46944695195361e-18,0.024046220305303,0,0,0,0,0,0,0,0,0,0.146828295880845,0,0,0.0519010299057634,0.015559078895886,0.054588432362421,0,0,0,0,0,0
