,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X000157.SZ,X600703.SH,X600372.SH,X600066.SH,X600183.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000066.SZ,X600839.SH,X000921.SZ,X002156.SZ,X000988.SZ,X600460.SH,X600487.SH,X002281.SZ,X600177.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.074266015451471,0,0,0.0154527409969725,0,0,0,0.144933064426263,0,0.0309889092241676,0,0,0,0,0,0,0.361938213374816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.0199068057556994,0,0,0,0.00168895312947838,0,-0.0412007795545823,0,0,-0.0418378105032966,0,0
X000858.SZ,0,0,0,0,0,0,0,0.043033345754534,0.339145395021691,0,0,0,0,0,0,0,0.0523072663703827,0.245486002382461,0,0,0,0.012318067410751,0,0,0,0,0,0,0,0.167961575112712,0,0,0.0921685495315259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0926156860642887,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0463154539617473,0.275577937727241,0,0,0,0,0,0,0,0,0,0,0.0515713494592987,0,0,0,0,0,0,0,0.0394824733433361,0,0,0,0,0,0,0,0,0,0,0,0.0341089274668626,0.151458998739138,0,0,-0.0288595363215506,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185289623873964,0,0,0,0,0,0.0216153843613575,0,0.285533151906513,0,0,0.037205143963462,0.00936266809421172,0,0,0,0,0,0,0.103815397625422,0,0,0,0,0,0,0,0.0702484889667175,0,-0.0269940544444805,0,0,0,0,0,0,0,-0.0190183888450753,0.0181889495785069,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0725034666439875,0.0173224074563151,0,0.0737920362832952,0,0,0.0367089146728698,0,0,0,0,0,0.165094945988933,0,0.00762716080094873,0,0,0.0244952161700335,0,0.0553298184255168,0,0,0,0,0,0,0,0,0,0,0,0,0.00956953950494786,0,0,0.0531513509016974,0,0.00332227864210773,0,0,0,0,0,0,-0.00310591461714087,0,0,0,-0.0669990599207183,0,0
X600690.SH,0,0,0,0.265333586170126,0,0,0,-0.0660525335885771,0.0562262927018754,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129745793709034,0.226396953917268,-0.0155245338935311,0,0,0,0,0,0,0,0.0180549385390277,0,0,0,0,0.0156323994659418,0,0
X000651.SZ,0,0,0,0.160402479208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062163771470491,0,0,0.00818795651408168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191448618097677,0,0,-0.0870524824783922,0,0,0,0,0,-0.0561094620506185,0.050307601649888,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.105060200742748,0,0.0252446239030312,0.0837162661208784,0,0,0,0,0.318779267524119,0,0,0,0,0,0,0,0.263484747139995,0,0,0,0,0,0,0,0,0,0,0.700945622067497,0,0,0,0,-0.102897944385008,0,-0.139027587965769,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X600809.SH,0,0.0941113116404018,0,0,0,0,0,0,0,0,0,0,0.444376658280814,0,0,0,0,0,0,0,0,0.209097959957121,0.0406807764866037,0,0,0,0,0,0.0595490327677595,0,0,0,0,0.0446937381004491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126661298925754,0,0,0,0,0,0.00447053662517267,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160747382495876,0,0,0,0,0,0,0,0,0,0.0206940228376169,0,0.0750718501644279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186775278108615,0.116699324636239,0,0,0.0462465076323791,0,0,0,0,4.33680868994202e-19,0,0,0,0.0162752023332053,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0381744504022196,0,0,0,0,0,0,0.0575579022873462,0,0,0.143613777717553,0,0,0.0138421277316239,0,0.0413487021625818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130041808845486,0,0,0,0,0,0,0,0,0,0,-0.0487494386301578,-0.01250401541598,0,0,0,-0.0145839220693052,0,0
