,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600703.SH,X002241.SZ,X600183.SH,X002236.SZ,X000100.SZ,X002007.SZ,X601877.SH,X000157.SZ,X300003.SZ,X002179.SZ,X002463.SZ,X300142.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000066.SZ,X600867.SH,X000625.SZ,X300136.SZ,X002506.SZ,X002129.SZ,X000977.SZ,X002456.SZ,X600177.SH,X600498.SH,X002180.SZ,X002049.SZ,X600066.SH,X002371.SZ,X600487.SH,X300014.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.336361507314385,0,0,0.0518469918896657,0,-0.004758759669507,0,0.172053330310014,0,0,0.180668856011907,0,0,0,-0.055576352746072,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817093796509481,0,0,0,0.00290362256965753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157427407971782,0,0
X000858.SZ,0.0800841585104937,0,0,0,0,0,0,0,0,0.00173692017901832,0,0.331181281944522,0,0,0,0,0.30460322664834,0,0,0,0.0738636451254251,0,0,0,0,0,0,0,0,-0.0770949516284778,0,0,0,0,0,0,0,0,0,0.0340057433089655,0,0.0542708929342599,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.020689075657498,0,0,0,-4.33680868994202e-19,0,0
X600276.SH,0.0175384238180436,0,0,0,0.0320843411252138,0,0,0,0.0641564460240586,0,0,0.183645255044203,0.0345459520069814,0,0,0.0425489083022236,0,0.123544276139251,0,0,0,0,0,0,0,0,0,0,0,-0.00645027297346361,0,0,0,0,-1.35525271560688e-20,0.125224662589903,0,0,0.0560914045382989,0,0,0.0374525353161058,0,0,0,0,0,0,0,-0.0758495887627709,0.15777634719161,0.00274758880231147,-0.022074774467769,0,0,0,0.00312570154956511,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222045258467002,0,0,0,0,0,0,-0.00344100672663421,0.0823958589773732,0,0,0,0,-0.0233118631065845,0,0,0,0,0.0933056415870682,0.0368726052608075,0,0,0,0.0217075809686949,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0517704999364052,0.0752902913417762,0,0,0,0.0250797234433777,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.100726711638319,0,0,0,0.105135797887342,0,0,0,0,0,0,0,0.0365829516414906,0,0.220299035819574,0,0,0.0735897754452387,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.00243297199465674,0,0,0,0,0,0,0,0,0.0959493202909893,0,0,0,0,0,0,0.00103295593629085,0,0,0,0,-0.0120273863088907,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424228407607242,0.132194481071974,0,0,0,0,0,-0.0674247640173353,0,0,0,0.107325074822821,0,0,0,0,0,0,0,0.0595421243225052,0,-0.040257123490584,0.154402840335875,0,0,0,0,0,0,0,0,0.0178092125944172,0,0,0,0,0,-0.00797207802652704,-0.00548040090000717,0,0,0,0.00872092692171175,0,0
X003816.SZ,0,0,0,0,0,0.112076401636833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135841562022067,0,0,-0.0672285348031329,0,0,0,-0.0271302020782129,-0.114810084042389,0,0,0,0,0,0,0,0,0,0,0.013816859031739,0.0310659597658101,0,0,-0.107210177115684,0,-0.0353541681066775,-1.0842021724855e-19,0,0,0,0.175587288839453,0,0
X002304.SZ,0,0,0.14965648785466,0,0,0,0.163579389186006,0,0,0,0,0.154542339349958,0,0,0,0.107812048186868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555038123692261,0,0.0539702259804465,0,0,0,0,0,0.0428201185821993,0,0,0,0,0,0,0,0,0,0,0.0232072229234812,0,0,0,-0.0364874487782642,0,0
X002475.SZ,0,0.0691972016788722,0,0,0.176209880155292,0,0,0,0,0,0,-6.93889390390723e-18,0.217037933685614,0,0,0,0,0.0442242617832012,0,0,0,0,0.080239343604887,0,0,0,0,0,0,0,0,0,0,0.185835557851891,0.0242873370004709,0,0,0.0611551403696841,0,0.0786625081527403,0,0,0,0,0.0515304621431368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0677060065446045,0,0,0,0,0,0,0.0097437530542038,0,0,0,0,0.155745260100251,0,0,0.184726679653441,0.0439196677032865,0,0.156259908523528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128169743505261,0,0,0,0,0,0,0
