,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600066.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002456.SZ,X002426.SZ,X002085.SZ,X002007.SZ,X002074.SZ,X300124.SZ,X000050.SZ,X600867.SH,X600089.SH,X002294.SZ,X002180.SZ,X000869.SZ,X000981.SZ,X002465.SZ,X601877.SH,X002508.SZ,X600498.SH,X600699.SH,X002179.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0219726711393756,0.144037680505667,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00912961969477827,0,0,0,0,0,0,-0.0337478114797637,0,0,0,0,-0.0552424477422727,0,0.184092529451731,0.038125576924917,0,0,0,0,0,0.0942694922369532,0,0,-0.0415614166901507,0,0,0,0,0,0,0,-0.121171744097959,0.126834857523115,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0976960635781632,0.0928976179873305,0,0,0,0.209102196731779,0,0,0,-0.0230962402494166,0,0,0.0715669849513099,0,0,0,0.0192508754234004,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380505824814091,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0104752466416684,0,0,0,0,0,0.0979353835412627,0,0.0829209146500781,0,0,0,0,0,0,0,0,0,0,0,0.060178594909777,0.0676588786017402,0,0,0,0.0573380913586216,0,0.0415423655103886,0,0,0,0,0,0,0,0,0.0331245558428752,0,0,0.0132888616111216,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.16972665004905,0,0,0,0,0,0,0,0,0.0231207661535267,0,0,0.059786801483137,0,0,0,0,0,0,0.024226883163389,0.0182995542119587,0,0,0,0,0,0,0,0,0,0,0.0582402914114397,0,0,0,0,0.165613724961331,0,0,0.0253127263095689,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002304.SZ,0.104473692282083,0,0,0.630934658810718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116552702001171,0,-0.0375975385380493,0.0682957815912952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397657498574118,0,0,0,-0.131436754132997,0,0,0.0573891890879643,0,0,-0.00514410694523221,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0.0929194619811103,0,0,0,0,0,0,0.00902614443331155,0,0,0,0,0,0,0,0,0,0,0.0648295131360673,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0315442978148933,0,0.0441619414022707,0,-0.000939556831338525,0,0,0,-0.020056699031791,0,0,0,0,0,0.212476106045899,-2.16840434497101e-19,0,0,0,-0.0649166800930941,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406641156831618,0,0,0,0.0271492021492983,0,0,0,0,0.167413718311847,0.129045002593862,0,0,0.10370580861145,0,0.105519634750317,0,0,0,0,0,0.0605885919518703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052649287100502,0,0,0,0,0,0
X000625.SZ,0.0471981269935706,0,0,0.248010597191271,0,0,0,0,0,0.0701442603164239,0,0,0.101848353997635,0,0,0,-0.0429187391434386,0,0,0,0,0.0603256400050394,0,0,0.0387605198465149,-0.0772916961188899,0,0,0,0,0,0,0,0,0,0.269983241821135,0,0,0,0,0,0,0,0,0,-0.0826686344461087,0,0,0,0,0.115308860985205,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136072704822968,0,0,0,0,0,0,0,0,0,0,0,0,0.0612766959080571,0,0,0.106539143679525,0,0.150801606461712,0,0,0.0365006689457237,0,0,0,0,0,0.0115263734892711,0.079353347203173,0,0,-0.00488549625293905,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0768330537293975,0.033008176833752,0,0,0.196246808255497,0.0898409274229543,0,0,0,0,0,0,0,0,0,0,0.23667773247594,0.122590140281777,0.0273946904624189,0,0,0,0,0,0,0,0,0,0,0.0875712230220361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082236717338562,0,0,0,0,0,0,0
