,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600372.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X002475.SZ,X601877.SH,X000550.SZ,X002129.SZ,X002456.SZ,X600066.SH,X000568.SZ,X002294.SZ,X600271.SH,X002292.SZ,X600435.SH,X300124.SZ,X000400.SZ,X002038.SZ,X300003.SZ,X000869.SZ,X600839.SH,X002049.SZ,X600566.SH,X000977.SZ,X000800.SZ,X002007.SZ,X002008.SZ,X000623.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.00575901889488081,0,0,0.0953342435828991,0,0,0,0.0208831888296876,0,0,0,0,0,0.32792333496487,0.108161787408772,-1.73472347597681e-18,0,0,0,0,0.014624918082545,0,0,0,0,0.11424119899306,0,0,0,0,0,0.0384818172059024,0,0.0211703066624576,0,0,0.0172312041687806,-0.0162887201352689,0,0,0,0.0858137816004203,0,0,0,0,0,0,0.00979507534216508,0,0,0,0,0,0
X600519.SH,0.0774597589685315,0,0,0,0.0612503188441458,0.325059694441148,0.096646826212303,0,0,0,0,-8.67361737988404e-19,0,-0.172183737586393,0,0,0,0,0,0,0,0,0.0241785227453569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077439492579289,0,-0.00428679391709765,0,0,0,0,0,0,0,0,0,-0.0470095657392239,0.0548908041045826,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435638394532338,0.0618061428915397,0.105826930951579,0,0,0,1.73472347597681e-18,-0.0488179161998654,0,0.0666835612934306,0,0,-1.73472347597681e-18,0,0,0,0,0.0272816822213775,0.0399662853682613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150741266718003,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0951979139297038,0,0,0,0,0.203542923063049,0,0,0,0,0,0.0391931933221985,0,-3.46944695195361e-18,3.46944695195361e-18,0,0,0,-0.0918136016697686,0,0,0,0,0,0,0.171369378647911,0,0,0.0342502861743408,0,0.0285786757681646,0,0,0,0,0.0279359711656539,0,0,0,0,0,-0.0416710266447454,0,0,0,0,0.00561802399056459,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380088561433054,0,0,0,0,0.0963131567617656,0,0,0,0.0238193074103654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847013763372287,0,0,0,0,0,0,0,0,0,0.0120642306831748,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245078709343819,0,0,0,0,-0.0519084523426346,0,0,-0.0145876975145736,0,0.00954628356808621,0,0,0,0,0,0,0,0,0.104139273612889,0,0,0,0.367605686165102,0,0.00943909215842751,0,0,0,0,0,0,0,0,-0.0124483171644074,-0.00430568360260998,0,0,0,0,0,0
X002304.SZ,0,0.00568756542600365,0,-1.0842021724855e-19,0,0.345769934665918,0,0,0,0.00996385477418071,0,0,0,0,0,0,0,0.153742924144413,0,0,0,0,-0.104547885411518,0,0,0,0,0,0,0,0,0.142388776294155,0,0,0.137769670360348,-5.42101086242752e-20,0,0,0,0,0,0,0,-0.00679547933704502,0,0,0,0,0,0,0,-0.00135517390450808,4.08454928474195e-05,0,0,0,0,0,0
X000625.SZ,0.491559822576671,0,0,0,0,0,-0.15013733071158,0,0,0,0,0,0,0,0,0,0,0.0141223084372014,0,-0.0150541033198016,0,0,0,0.0294888104659229,-0.0429660776696765,0.0950653031224548,0,0,0.0600208037038431,0.191173036381066,0,0,0,0,0,-0.0313205896011403,0,0.0313310289247738,0,-0.0210697134713597,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0383760417431899,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.050904072424197,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240518359133952,0,0.11222399852225,0.0364307954011766,0,0.101546729894692,0,0,0,0.0406130297446485,0,0,0,0,0,0,0.0162872285015738,0.0663142263618478,0,-0.0745693198219067,0,0,-0.022737528606837,0.0457786797865064,0,-0.12387340981088,0,0,0,0.00973808552873328,8.67361737988404e-19,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0.181073958607384,0,0,0,0,0,0,0,0,-0.0489947558828419,0,-0.10353179008721,-0.16164893659231,0.029568116540632,0,0.413674605859989,0.111663376766146,0,0,0,0.132362993323023,0,0,0,0,0.482841000456831,0,0,0.00296996083710474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157914966928396,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0242304730310893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718243698627909,0.0186594625972728,0.0505961466360808,0,0,0,0,0,0,-0.00162038605613145,0,0,0,0.137817174890814,0.108837138301922,0,0.0779719962628489,0,0,0.0079037294149959,0,0,0,0,0,0,0.0121160431378697,0,0,0,0,0,0
X600690.SH,0.280414696518956,0,0,0.0162471403158225,0,0,0,0,0,0.0346706806077824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0855342546275153,-0.0547142021542238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839217452649837,0.108916595330011,0,0,0,0,0.0128582187688214,0.0293550583094726,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0129295307166498,0,0,0,0.253445962077572,0,0.162682062779846,0,0,0,0,-0.00417140047617326,0,0,-0.0237942569504148,0,0,0,0,0.0890371728281595,0.218580315923004,0,0.0702201297320977,0,0.03497888345462,-6.93889390390723e-18,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257466323388583,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,-0.0565614117420715,0,0,0,0,0,0,0,0,0,0,0,0.0848402805209208,0,0,0.0476636027729084,0,0,0.123907921605767,0,0,0,0.0582542569420991,0.0266023668591393,0,0,0,0,0.100009643502296,0.119473234592497,0,0,0,0,0.0711780885594352,0,0,0,0,0,0.188784629418175,0.0669906747238795,0,0,-0.0502942145100776,0.0357312895785219,0,0,0,0,0,0
