,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X000338.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X000977.SZ,X002049.SZ,X002236.SZ,X002241.SZ,X600372.SH,X600741.SH,X002129.SZ,X002463.SZ,X000661.SZ,X600584.SH,X002028.SZ,X600522.SH,X601877.SH,X000921.SZ,X601799.SH,X600183.SH,X600066.SH,X000800.SZ,X002156.SZ,X002007.SZ,X002223.SZ,X600460.SH,X002074.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.130430166034797,0.040341201840567,0.106983135227224,0,0,0.14999905817142,0,0,0,0,0,0.339493787275364,0,0,0,0,0,0,0.00566416511759052,0,0,0,0,-0.0786287905709309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07146111164006,0,0,0,0,0,0,0,0,0,-0.027914034268896,-8.67361737988404e-19,0.000435759369423448,0,0,0,0,0,0
X000858.SZ,0,0,0,0.16415116897727,0,0.36355187256634,0,0,0,0,0,0,0.0072124749384404,0,0,0,0.040504997536873,0,0,0,0,0,0.0298685573743529,0,0,0,0,0,0,0,0,0,0.107320286115364,0,0,0,0,0,0,0,0,-0.0187767900428664,-0.0377204802609425,0,0.0429497248852711,0,0,0,0,0,0,-0.00310240461595617,8.67361737988404e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0976722345159759,0,0.0939695084264272,0,0,0,0,0.0876293614034404,0,0,0,0.102357029076116,0,0,0,0,0,0,0,0,0.129287430467932,0,0,0.00708211103953269,0,0,0.249997316358598,0,0,0,0,0,0,0,0,0,0,0.00297633669772338,0,0,0,0,0,0,0,0,0.0232516198530264,0,-0.00327105781752633,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.562655180187366,0,0,0,0.222557182969204,0.0134287686925707,0,0,0,0.152444761282283,-0.0657302732157855,0,0,0,0.228374764559673,0,0.0589493483310545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101633111382236,-0.0746015346248986,0,0,-0.113511176856139,0,0,0,0,0,0,-0.0163273068505102,0.0057825767977896,0.0331274288377764,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161808733074041,0,0,0,0,0,0,0,0.027006773058046,0,0,0,0,0,0,0.0551168142418341,0,0,0.0279835863675651,0.269389355727859,0,0,0.00301234327042979,0,0,0.0310167822395401,0.0566547104749231,0.0344331005408315,0,0,0.0172644478914297,0.0471697096344323,0,0,0,0,4.33680868994202e-19,0.0107406848600909,0,0,0,0,0,0
X000568.SZ,0,0.711551629580669,0,0.0387963792160134,0,0,0,0,0,-0.0793553643272826,0,0,0,0,0.182172815592284,0,0,0,0,0,0.117850458655379,-1.0842021724855e-19,0,-0.103048269622041,0,0,0,0,0,0,0,0,0.0213070894814082,0,0,0.0161131841716873,0,0,0,-0.0237586400870235,0,0,0.0214522824406407,0,-0.0155944931126927,0,0,0,0,0,0,0,0.0191132666611051,0,0,0,0,0,0
X600690.SH,0,0,0,0.117031023351415,0,0,0,0.0571428159460797,0.0889853278203673,0,0,0,0,0,0,0,0,0.184114539788904,0,0,0,0.0413573249159757,0,0,0,0,0,0,0,0,0,0,0.0595384843267249,0,0,0,0,0,0,0.00255149269153966,0,-0.152840395999434,0,0,0,0,0,0,0,0,0.0404440069178331,0.012680128797719,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0327735441293235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410293894248367,0,0,0,0,0,0,0,0,0,0,0,0.0283336434739484,0,-0.0909862986101216,0,0,0,0,0,0.196435362376194,0.13906748496478,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0006961724621687,0,0,0,0,0,0
X002475.SZ,0.328709154311958,0,-0.09062148379882,0,0,0.00340503717721501,0.209773915436141,0,0,0,0,0,-0.0133491533721107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616675433648327,0,0,0,-0.146897492155038,0,0.0163604058053619,0,0,0,0,0,0,-0.0503827677416739,0,0.122451346846565,0,0,0,0,0,0,-0.0211456027689186,0,-0.199392905985964,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37723859920011,0.0184632197746793,0.125455283651507,0,0,0,-0.145608941893106,0,0.166418022355817,0,-0.148187559711011,0,0,0,0,0.0595259033468434,0,0,0,0,0,0,0,0,0,0,0,0.0520381703014296,0.166545741613197,-0.0330728594602444,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.23758417732133,0,0,0,0,0,0,0,0,0,0,0.132810165004304,0,0,0,0,0,0.19646328450588,0,0,-0.155921272598027,0.193698042008294,0,0,0,0,0,-0.0813835060854425,0.250090189366631,0.0542874597405323,0,0,0,0,0,0,-0.307072610031088,0,0,0,0.00663632129480826,0,0,0,0,0,0
X600104.SH,0,0,0,0.0121077302901561,0,0.00701849465603197,0.0360505820100269,0,0.000770119928338265,0,0.162525892825058,0,0.0019447776753823,0,0,0,0.0522175271223831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337242685859952,0,0,0,0,0,0,-0.0143009941862175,0,0,0,0,0,0,0.0269762911309303,0.0639988868171038,-0.0392790515948827,0.0610573793277218,0,0,0,0,0,0
X002371.SZ,0,0.114832220800409,0,0,0,0,0,0,0,0.0311544658423075,0.0224860763903786,0,0,0,0,0,0.352558518922852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321487485019071,0,0.153495179342626,-0.0787362729195897,0,0,0,0,0,0,0,0.157417009004563,0.0152743454227178,0,0,0,0.0448985120782209,0,1.73472347597681e-18,0,0,0,0.0184868041516506,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0708729863017328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396451320003175,0,0,0,0,0.0174614453451894,0,0,0.182690851878587,0,0,0,-0.010769437126033,-0.0252091664829529,0,0,0,0,0,-0.0315086605137313,-0.0353420007384202,0,0,0,0,0,0,0,0,0,0,0,0.00272874445869439,0.0638610417095923,0,0,0,0,0
X002304.SZ,0,0.0565617525945949,0.144218179477466,0,0,0.31446965030587,0,0,0,0,0,0,0,0,0,0,0,0,0.0413983223240712,0.0251496678115186,0,0.104069935198605,0,0,0,0,0,0.0311020804563349,0,0,0,0,0,0,0,0,0,0,0,0,0.0160168274176633,0,0.0442562565654785,0,0,0,0,0,0,0,0,-0.0119481847863557,0.00283002401055264,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209458241958503,0,0.123896643448661,0,0.00747515697356071,0,0,0,0,-0.141821689905946,0,0,0.138175197025428,0,0,0,0.0988028187921119,0,0,0,0.382053928522977,0,0,1.73472347597681e-18,0,0.0313545188043159,0.308087052453838,0,0,0,0,0,0,0.200049930545988,-0.00631956380831145,0.0125213998464834,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0886013783471996,0,0,0,0,0,0,0,0,0,0,0.0549909683189438,0,0,0.0681082381935925,0.454197760162727,0,0,0,0,0,0.0181980145324658,0,0,0,0,0,0.0899491185772195,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217304988598315,0,0,0,0,0,0
X000338.SZ,0,0,-0.40904716916082,-0.0264256553960658,0,0,0.0792520712485366,0,0,0,0,0,0,0,0,0.365943662974597,0,0,0,0,-0.0278373609134961,0,0,0,0.207074865523255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277258515756621,0,0,0.0149451969567404,0,0,0,0,0,0,0,0.156610949890526,-0.14147942601025,0.15682913294575,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0114528974833739,0,0,0,0,0,0,0.0130672304812621,0,0.147208285719949,0.000640379570771252,0,0.0666010288047273,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0557056144754341,0.0533616868930602,0,0,0.0349945380826881,0,0,0,0,0.00838992681942555,0,0,0,0,0.0216270974840259,0,0,0,0,0,0,0,0,0,0.00719881133460308,0,0,0,0,0,0
X000596.SZ,0,0,0,0.56698964918999,0,0.144131506012667,0,0,0,0,0,0,0,0,0,0,0,-0.0123249070127918,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188173268146395,0,-0.0171352329659286,0,0,0.215568892866716,0,0,0,0.0502376719786696,0,0,0,0,0,0,0,0,0,0,0,-0.00642953778804626,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.116525922528445,0,0,0,0,0,0,0,0.354662168844296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572362392443573,0.150646234624309,0,0.0298193512359396,0,0,0.0919107456913527,0,-0.0175586046487284,0.13950009738985,0.0222154571574168,0,0,0,0,0,0.00538938867385994,0,0,0,0,0,0
