,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000568.SZ,X002475.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X601877.SH,X300003.SZ,X002241.SZ,X600703.SH,X002463.SZ,X000157.SZ,X000100.SZ,X002007.SZ,X002179.SZ,X600271.SH,X300142.SZ,X000625.SZ,X300014.SZ,X300124.SZ,X600867.SH,X002008.SZ,X000066.SZ,X002049.SZ,X000977.SZ,X300136.SZ,X002371.SZ,X600066.SH,X600498.SH,X002129.SZ,X300146.SZ,X002506.SZ,X600177.SH,X000050.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.410028574535865,0,0,0.044349230429433,0,0,0,0,0.0853258395908091,0,0,0,0,0,-0.0619090868954702,0.00851372098273821,0,0,-0.00458595064394212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571327340439752,0,0,0,0,0,0,0,0,0,0,0,0,0.0413550125510458,0,-0.0304513934020077,0.0610407283111196,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.16705545142775,0.267500975060561,0.0469466507727184,0,0,0,0,0,0,0.278105092331912,0.0616395553212842,0,-0.011217321750705,0,0,0,0,0,-0.0979959357138376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584078295937497,0,0,0.118475645469909,0,0,0,0,0.0602858983932565,0,-0.0076884184949455,-0.000934619575453159,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0511303573429535,0,0,0,0,0,0,0,0.169963780131955,0.165878526345508,0.0556174410368895,0,-0.0331111820935226,0,0,0,0,0,0,0,0,0.148487255701505,0,-0.0608838251041247,0,0,0,0,0.112438221908572,0,0.124854216115355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257944564397748,-0.0442693188282204,0,0,0,0,0,0
X600276.SH,0.00125469165425008,0,0,0,0,0,0,0,0.151917364884358,0.144237792741834,0,0,0.0696421242877988,0,0,0.0490199541044183,0,0,0.127529714326206,0,0,0.0122930610906043,0,0,0.0119922538071756,-0.00784441068736203,0,0,0,0,0,0,0,0,0,0.106550063782299,0,-0.0802265872341853,0,0,0,-0.0245939817336632,0,0,0,0,0,0,0,0,0.198817413407366,-0.0505655962393412,0.0602659169544087,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.122752828590664,0,0,0.0522185300573425,0,0,0,0,0,0,0,0.236397260615732,0,0,0.0578128491189128,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0484869304167216,0.0344681623645391,0,0,0,0.170886235596839,0,0.00785261816243606,4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559111536423869,0.24718153407468,0,0,0,-0.0608491846344846,0,0.115986494258217,0,0,0,0,0.0477918560207357,0,0,0,0,0,0,0,0,-0.00872180500370639,0,0,0,0.00942428745880872,0,0,0.0212165292194193,0,0,0,0,0,0,0,0,-0.0115571340180994,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101843516904117,0,0,0,0,0.108681387928609,0,0
X002304.SZ,0,0,0,0.0201649225423228,0,0,0.0724247478353977,0,0.374294628932104,0,-6.93889390390723e-18,0,0,0,0,0.131213275081622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540493626351789,0,0,0,0,0,0,0,0,-0.106188394843384,0,0,0,0,0,0.167643017677253,-0.0230882237295918,0.0555116056925441,0,0,0,0,0,0
X000568.SZ,0,0.575386572024895,0,0,0,0,0,0.115236208495865,0,0,0,0,0.0399771439021689,0,0,0.136161809941717,0,0.0329742304349798,0.0705506473538157,0,0.0640158153742929,0,0,-0.0472160832483973,-0.0430308919660087,0,0,0,0,0,0,0,-0.0807082711352133,0,-0.0228703846321374,0,0.0989258206007043,0,0,0,-0.156613596219275,0,0,0,0,0,0.0294310499668885,0,0,0,0,-0.0133819821990884,0.0164100267295191,0,0,0,0,0,0
X002475.SZ,0,0.331846131562118,0.106436803108812,0,0.203496485927939,0,0,0,0,0,0,0,0,0,0,0.0424321608354158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141272089710369,0.163333007329551,0,0,0.120294009543385,0,0,0,0,0,0,0,0,0.0674840614999884,0,0.0482007291707908,-0.0230260701045452,0,0,0,0,0,0
