,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X600271.SH,X000100.SZ,X600118.SH,X000550.SZ,X002236.SZ,X601877.SH,X000581.SZ,X000623.SZ,X002475.SZ,X300124.SZ,X000800.SZ,X000568.SZ,X002294.SZ,X600582.SH,X000400.SZ,X600177.SH,X002129.SZ,X600839.SH,X000869.SZ,X000559.SZ,X002292.SZ,X002456.SZ,X000977.SZ,X002007.SZ,X000050.SZ,X600312.SH,X002465.SZ,X300003.SZ,X600252.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.216856498727189,0,0,0,0.138933820016155,0,0,0,0,0,0.615435936555952,0,0,0,0.0245313809311181,-0.0264223535337685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264015628398684,0,0,0,0,0,0,0,0,0.158646208219334,0,0,0,0,0,-0.00609511861167083,0,-0.147325551120068,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.214645770113832,0,0,0,0.189997768527424,0,0,0,0,0,0,0,0,0.0166015458140003,0,0,0,0,0,0,0,0,0,0,0,0.0642852367388268,0,0,0,0,0,-0.0235835166136903,0,0,0,0,0,0,0,-0.0775888386454932,0,0,0,0,0,0.00362436825435138,-0.0016292742685412,0,0,0,0,0,0
X000651.SZ,0.219064270443884,0,0,0.132379400533414,0.218986534055099,0,0,0,0,0,0,0,0,0,0,0.118264655093191,0,0,0,0,0,0,0,0,0,0.145026759432827,0,6.93889390390723e-18,0,0.0632812169631573,0,0,0,0,0,0,0.0350627045003132,0,0,0,0,0,0.125515914504904,0,0,0,0,0,0,0,0,-0.0144399008439804,-0.00851110574303001,0,0,0,0,0,0
X002415.SZ,0,0,0.1081435191364,0,0,0.128019302122105,0,0,0,0,0,0,0,0,0,0,0,0,0.027191357839241,0.184350984595615,0,0,0,0.0270274256837652,0.194310545250362,0,0,0,0,0,0,0,0,0,0.0445354881092576,-0.152584929354467,0,0,0,0,0,0,0,0,0.0169948759265556,0,0.0397835361974698,0,0,0,0,-7.22421336218628e-05,-0.000594237222998219,0,0,0,0,0,0
X000725.SZ,-3.46944695195361e-18,0,0.153797868035448,0,0,0,0,0,0,0,0,0,0,0.0276557459340964,0.213391988027287,0.149102158779836,0,0,0,0,3.46944695195361e-18,0,0.109317750850485,0,0,0,0,-1.73472347597681e-18,0,0,0,0.124328521123228,0,0,0,0.119448332954667,0,0,0,0,0,0,0,0,0,0,0.135465157873449,0,0,0,0,0,0.00740759792320529,0,0,0,0,0,0
X000625.SZ,0.404664777371741,0,0,0,0,0,0,0,0.210131990649917,0,0,0,0,0,0,0.0513989349722467,0,0.124370185587203,0,0,0,0,0.0250160966733544,0.0172366461044817,0,0,0,0.0614025383472271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721408513335828,0,0,0,0,0,0,0,-0.00760454199521031,-0.0181252668768742,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0366420353190117,0.0982361297139166,0,0.0303134516032524,0,0.211111478928015,0,0,0,0,0,0,0,0,0.0774407899530992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401286085350705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018892013037236,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.516333020272747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543013775485473,0,-0.151135298513117,0,0,0,0,0,0,0,0,0.167945474448393,0,0,-0.00510480803822604,0,0,0,0,0,0,0,0.373261523758401,0,0.0282758409360573,0.00878891942946931,0,0,0,0,0,0
X000063.SZ,0.147232881214036,0,0,0,0,0,0,0,0,0.0665697923229293,0,0,0.167838037995508,0,-3.46944695195361e-18,0.00307645993177607,0,0,0.0219462554299136,0,0,0,0,0,0,0,0,0,0,0.0605293476306906,0.0408868871969695,0,0,0,0,0.219368808855805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220259295821554,-0.0187494150387085,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01291236961006,0,0,0,0,0,0,0,0,0,0,0,-0.0072877130763134,0,0,0,0,0,0,0,0,0,-0.0466056072566794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456712262513732,-0.00769689290537606,0,0,0,0,0,0
X600690.SH,0,0,0.179258790920794,0,0,0,0.209262420531076,0,0,0,0,0,0.174886317096928,0,0,0.135662779640267,0,0,0,0,0,0.193802179508748,0,0.0446483744270277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71290506700691e-05,0,0,0,0,0,0
X600276.SH,0,0,0,0.0316928173772452,0,0,0,0.113750362484613,0,0.0430331275754125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094345539196527,0,0,0,-0.118071578371965,0,-0.0683036007498432,0,0,0,0,0,0,0.0668643618244811,0,0,0.0945904636146838,0.122144744331464,0,0,0.124080388867544,0,0,0,0,0,0,0,-0.00946498347180336,0.0121401303542419,0.0741370594853777,0,0,0,0,0
X000338.SZ,0,0,0.0196856963141342,0,0,0,0,0,0.0206294010309711,0,0.0989277084943327,0,0,0,0.608536389804814,0,0,0,0,0,0,0,0,0,0,0,0,0.0837646322526911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0859246440563468,0,0,0.17979410514509,0,0,-0.0323683494374367,0,0,0,0,0,0,0
X600372.SH,0,0,0.115642891138981,0,0.0513102622069116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593657967952866,0.0505737021183349,0,0.0168866724132752,0,0,0,0,0.12037026322498,0,0,0,0,0,0,0,0,0.17455880401575,0,0,0,0,0,0.0515385922268535,0,0,0,0.202828521251858,0,0,0,0,-0.023122931227338,0.0294185127955974,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.300433444857269,0,0,0.372027059878479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177958174250401,0,0,0,0.0729069469806963,0,1.73472347597681e-18,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0547556943485505,-0.0386768054236218,0.0325599929456511,0,0,0,0,0
X600741.SH,0.116223228592819,0,0,0,0,0,0,0,0,0,0.10556173724086,0,0,0,0,0,0,0.251243830640351,0,0,0,0,0,0,0,0,0,0.126184412058952,0,0.0443823317686347,0,0,0,0,0,0,0,0.0402225956887272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154972594706343,0,0,0,0,0,0
