,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002085.SZ,X600271.SH,X300003.SZ,X300136.SZ,X002508.SZ,X002008.SZ,X600089.SH,X600522.SH,X002294.SZ,X600177.SH,X600487.SH,X000157.SZ,X002007.SZ,X600118.SH,X600867.SH,X600699.SH,X600372.SH,X600566.SH,X000981.SZ,X600809.SH,X000559.SZ,X000050.SZ,X002074.SZ,X000066.SZ,X600498.SH,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190231188997898,0,0,0,0,0,5.51801603763242e-05,0,0,0,-0.0682932478455228,0.00630503129637554,-0.053108067823765,0,0,0.113785163322051,0,0.118319543600395,0,0,0,0.110478987946872,0,0,0,0.0807241159548689,0,0,0,0,0.350256334076981,0,0,0,0,0,0,0,-0.00911620591642955,0,0,0,0,-0.0556506653704034,0,0
X600104.SH,0,0,0,0.29517042924297,0,-0.100621234036829,0,0.0457229152058232,0,0.132516747810942,0,0.27061341578106,0.0156887369706925,0,0,0.122462412203196,0,-0.0760526957395055,0,0,0,0,0,0,0,0,0,-0.163869245482899,0,-0.0103204386875685,0,0,0,0,-0.0833847939087302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156036185346968,0.0190019963240688,0.0273310734869121,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.21144391439943,0.0807904167442353,0.0594116244469856,0,0,0,0,0.0216768889347175,0,0,0.396569376441696,0,0,0,0,0,0,0,0,0,0,0,0.0463747374213692,0,0.229610402848442,0,0,0,0,0,0,0,0,0,0,-0.187417395675868,0,0,0,0,-0.0320442087521516,0,0,0,0,0,0,-0.00251258597222746,0,0,0,0,0,0,0
X000651.SZ,0,0.0574872412914335,0,0,0.111126458581308,0.0772914044483475,0,0,0,0,0,0,0,0,0.0339945052297002,0,0,0,0,0,0.203418011654779,0,0,0,0.0118726632304733,0,0,0,0.0373920122843743,0,0,0,0,0,0,0,0,0,0,0,0,0.278450189771413,0,0,0,0,0.0345892495529475,0,0,0,0,-0.00190167104141332,-0.00609901949914051,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711481629651945,0.0783000751796552,0,0,0,0,-0.0231647785315463,0,0.061736729427558,0,0,0,0,0.062580673157923,0,0.0191280715373295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163484349333463,0,0.0235253624982266,0,0,0,0,0,0.00599196840792811,0,0,0,0,0,0,0
X000725.SZ,0.0539123650788423,0,0.0862183869812812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316222884417526,0.599257411085065,0,0,0,0,0.253322888785188,0,0,0,0,0,0,0,0,0,0.0954200138834311,0,0,0,0,0.0378970323774573,-0.0925204737313559,0,0,0.0797464645970486,0,0,0.0610979992802501,0,0,0,0,0,0
X600276.SH,0,0,0.0772878964283325,0,0.0265141273148034,0,0,0,0,0,0,0.151497448577263,0,0,0,0,0,0,-0.146097416761834,0,0,0,0,0,0,-0.154260099770309,0.0528496655859694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00796171976602993,0,0,0,-0.00922550087240415,0,0.0106953957932518,0.0038021047841872,0,0,0,0,0,0
X002304.SZ,0.418372978488326,0.230276486627959,0,0,0.0395123655201357,0,0,0,-0.0128797906963144,0.0180887605533329,0,0,0,0,0,0,0,0,0,0,0,0.0971365269921349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266539195995298,0,0,0,0,0,0,0.308961430652978,0,0,0,0,0,0,0,0.0164593467000019,-0.0822489334807082,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0500863032585783,0,0,0,0,0,0.273549786523497,0,0,0,0,0,0,0.116159450143485,0,0.0509422034536086,0,0,0,0.13217179545074,0.100405228633805,0,0.0332441721433817,0,0,0.0497695325710894,0,0,0,0,0,0,0,0,-0.0141091605775314,0,0.0577238223613244,0,0,0,0,0,0,0,0,0,0,-0.0256744765802904,0.0151288798063194,0,0,0,0,0,0
X600690.SH,0,0.289109697177841,0.0446414437746807,0.153574246666002,0,0,0,0,0,0,0.00757846127644147,0.194694500556266,0,0,0.125549852419225,0,0,0,0,0,0,0,0,0,0.0158311381989984,0,0,0,0,-0.0273680462862068,0,0,0.128465096617487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332387042524051,0,0,0,0.0192297045440179,-2.16840434497101e-19,0,0,0,0,0,0
X600703.SH,0.0465669660847774,0,0,0,0,0,0,0,0.200146569265304,0.149426543327727,0,0,0,3.46944695195361e-18,0,0,0,0.394424021848892,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.116273366252417,0,0,0,-0.101911724652431,0,0,0,0,0,0,0,-0.104218827735537,0,0,0,0,0.025815869616243,-5.42101086242752e-20,0,0,0,0,0,0
X600741.SH,0,0.208328487417229,0,0,0,0,0,0.10623042084199,0.0972687192873836,0.117112032766244,0,0,0,0,0.200596287099822,0,0,0,0,0,0,-0.0936040885523742,0,0,-0.0714228235562064,0,0,-0.0764794517644624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134600475074608,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0907695905545779,0,0,0,0,0,0.0746847696498678,0,0.232561150615687,0,0,0,0,0,0,0,-0.206143075641696,0.183965823095945,0,0,0,0,0,0,0,0,-0.14403975079924,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020607956953083,0,-0.0819187802699479,0.198352384339914,0,0,0.202573954957803,0,-0.00204001253692121,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0160572687228536,0.733188415995514,0,0,0,0,-0.0601992386796504,0,0,0,0,-0.0469625991088242,0,0.0773766353572428,0,0,0,0,0,0,0,0,0,0,0.0195362126053587,0.0532744144449767,0,0,0.0159279186556977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443856427150555,0.00383721366740974,0,0,0,0,0,0
X002236.SZ,0,0,0.461652148538241,0,0,0,0,0,0,0.0665477762303265,-0.18618904678677,0,0,0,0,0,0.0189172787680273,0,0,0,0,0,0,-0.0710103405396321,0.0329284795488081,0,0,0,0,0.308504131937162,0,0,0,0,0,0,0,0,0,0,0,0.13006220202577,0,0,0,0,0.156748598256067,0.0708050751823301,0,0,0,-0.0254696539394768,0.0685556332887101,0,0,0,0,0,0
X600031.SH,0,0.0601469471458418,0,0,0,0,0,0,0.00765247265213362,0,0,0.0539906166546503,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.030504509516435,-0.272477347078358,0.00108085002460461,-0.037674087924417,0,0,0,0,0,0,0,0,0,0,0.396471129260447,0,0,0,0.108673756869768,0,0,0,0,0,0,0,0,0,0.0425830111578021,0.134732192464913,0,-0.0370653485037759,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720587766172793,0,0,0.103000045911967,0,0,-0.104454022669232,0,0,0,0,0,0,0.176809261471951,0,0.279632247955265,0,0,0,0,0,0,0,0,0,-0.0119712249051166,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
