,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X600741.SH,X600703.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X600487.SH,X002008.SZ,X300124.SZ,X600809.SH,X000661.SZ,X002456.SZ,X000596.SZ,X000100.SZ,X600867.SH,X000977.SZ,X002179.SZ,X002007.SZ,X600498.SH,X000625.SZ,X300142.SZ,X600066.SH,X600566.SH,X002294.SZ,X000157.SZ,X300136.SZ,X002241.SZ,X002180.SZ,X300146.SZ,X600522.SH,X600089.SH,X600177.SH,X000869.SZ,X600372.SH,X002506.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.324895612463662,0.0107711772303919,0,0,0,0,0,0,0,0,0,0.0566340790648746,0.099861969224421,0,0,0,0,0.0178897728022269,0.0577196711760633,0,0,0,0,0,0.0123640325247693,0,0,0,0,0,0.0766101992227651,0.0364902941150459,0,0,0,0,0.0484746192083927,0.0046731235514724,0,0,0,0,0,0,0,0,0,0.000450231233949738,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.514662684022483,0,0,0.195494760268745,0,0,0,0,0,0,0,0,0,0,0,0,0.0137869013753304,0,0,0,0,0,-0.0693486579669721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552600424194424,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0163080263527519,0,0,-8.67361737988404e-19,0.000348899295410321,0,0,0,0,0.229607873097794,0,0,0,0.221459041889094,0.0450932194061932,0.129046717188617,0,0,0,0,0,0,0,0.127160846596176,0,-0.0220046481477797,0,0,0,0,0,0,0,0,0,0,-0.0413322144501619,0,0,0,0,0,0,0,0.150747290276699,0.00710294989818504,0.0345857333524193,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123945095990027,0,0,0,0,0,0,0.224417254344121,0,0.023362055842476,0,0,0,0,0,0,0,0,0,0,0.435502777195005,0,0,0,0,0.157339314571978,0,0,0,0,0,0,0,0,0.022660330665036,0.0304848840807672,0,0,0,0,0,0
X000858.SZ,0.245814236039093,0.018826941947614,0,0,0,0.0288693970302328,0.152124277859663,0,0.136840548485258,0,0,0,0,0,0,0.180643013404671,0,0,0,0,0,0,0,0,0,0,0.164577232160777,0,0,0,0,0,0,0,0.0843284617406504,0,0,0.03733858076636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517687573270037,0,0,0,0,0,0,0
X000651.SZ,0.317839550646048,0,0,0,0,0,0,0,0,0,0,0,0,0.0218649104467452,0,0.250217286774498,0,0,0,0,0,0.175355757278127,0.06842069893338,0,0,0,0,0,0.0393817325736908,0,0,-0.0378798032189628,0,0,0,0.0418339009299639,0,0,0,0,0,0,0,0,0,0,0,0.00238680841215615,0,0,0,0.00301124886757883,0.00469877948230983,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.398684446768571,0,0,0,0,0,0,0.049694296801784,-0.0799028804718543,0,0,0.486116640524193,0.0718326526761469,0,0,0,0,0,0,0.0812646658191419,0,0,0,0,0,0.0233486125846871,0,0,0,0,0,0,0,0,0,0,0,-0.217337127594042,0,0,0,0,0.0527032299304433,-0.116348231918378,0,0.120186860834206,0,-0.00786955175351563,0.0100878259046256,0,0,0,0,0,0
X000725.SZ,0,0,0.0163814881564108,0,0,0,0,0,0,0.0036119320311646,0,0,0,0,0,0,0.226064938170539,0,0.0827123923412734,0,0.117571552995464,0,0,0,0,0,-0.0952671141109963,0.339933748043838,0,0.104514105280349,0,0,0.0918888465518153,0,0,0,0,0,0,0,0,0.0211816721461398,0,0.208451526457269,0,0,0,0.0976839804839294,0,0,0,0.00577308359210607,0.0240811731536086,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.409413427305249,0,0,0,0,-0.123671933732379,0,0.222293173975162,0,0,0,0,0,0,0.00159754086520806,0.12046833361879,0,0,0,0,0,0.0375886567451962,0,0,0.12558163173013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152358608019445,0.00454673024498017,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.169649165575543,0,0,0,0,0,0,0,0,0,0.00741372708701769,0,0,0,0.0847243710328998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116548988264279,0,0,0,0,0,-0.039863747842659,0,0,0,0.0512537230558409,-0.0412195364092133,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.103721306843034,0.0182276274111413,0,0,0,0,0,0,0.0259258958227485,0,0.0555757132966674,0.114397445791909,0,0,0.214154342635951,0.0698314808370734,0,0,0,0,0,0,0,0,0,-0.185263310149332,0,0,0,0,0,0,0,0,0,0.0330801051812717,0,0.0522461346446222,0,0,0,0,0.252117000076603,0,0,0.00842311717818672,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0844926951692889,0,0,0.129643277217861,0,0,0,0,0,0,0,0,0,0,0,0.322846989525827,0.366397373243487,-0.140352355618282,0,0,0.0503765900682245,0,0,0,0,0,0,-0.0659619106730214,0,0,0.139644914260669,0,-0.134914667186361,0,0,0,0,0.204619886323934,0,0,0.0783058256461885,0.0242835870190465,0,0.0313079423881993,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.175824221278983,0.133390342570296,0,0,0,0,0.0147573613680857,0,0,0,0,0.146036433788584,0,0,0,0,0.0918000809320597,0,0,0,0,0,-0.000743416562904312,0,0,0.19073079559499,0,0,0,0.0381743267782385,0,0,-0.0881662610723716,0,0,0,0,0,0,0,0,0.0127356174607676,-0.00323756050370817,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.110898905327119,0,0,0,0,0,0,-0.164537846677901,0,0,0.36181671207901,0,0,0,0,0,0.152122958333992,0,0,0,0,0,0,0.0534101591420063,0,0.0534617961352075,-0.0451694900181678,0,0,0,-0.0298424096104964,0,0,0,0,0,0,-0.00244485803720931,0,0,0,-0.0510797726484432,-0.0164264949709269,-0.0229161849246296,0,-0.0667141195086386,0,0,0,0
X000338.SZ,0,0.149613200795502,0,0,0,0.363702311188409,0,0,0,0,0,-0.0388181225664007,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0100613276327148,0,0,0,0,-0.0355826537592357,0,0,0,0,0,0,0,0,0,0,0,0.0792872770467447,0,0,0,0.231328459635673,0,0,0.198283524225091,0,0,0,0.0204947601928561,0.00657366101476506,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.361171058356557,0,0.186996348971329,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107704363901485,0,0,0,0,0,0,0.198694899858581,0,0,-0.0148640562116546,0,0,0,0,0,0,0,0,0,0,0,0.190030222595459,0.0897250284994003,0,0,0,0,0,0,0,0,0.0108557606767142,0.00643564402665227,0,0,0,0,0,0
