,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002475.SZ,X002304.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000733.SZ,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600884.SH,X600460.SH,X000157.SZ,X600702.SH,X601799.SH,X600487.SH,X000799.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600563.SH,X002176.SZ,X600418.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.158268933209598,0,0,0,0.0540091425111873,0,0,0,0,0,0,0,0,-0.0472345284335031,0,0,0,0,0,-0.0162959573229054,0,0,0,0,0,0,-0.0202866855486515,0.0567443643361709,0,0.0173946207840802,0,0,0,0,0,0,0.0684672454952271,0,-0.0283068209249125,0.143344822023373,0,0,0,0,0,0,0,0,0,0.0104385928699549,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0696726861114947,0,0,0,0,0.0758459912485039,0,0,0,0,0.0165523740865998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287771153533081,0,0,0,0.0125408446622411,0,0.343391880121302,0,0,0,0,0,-0.0825427956866771,0,0,-0.0204597296939105,0,0,0,-0.00848205712758103,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140297730372152,-0.00716280280599321,0,0,0,0,0,0,0,0,0,0,0,0.137306685772343,0,0,0,0,0,0,0,0,0,-0.126220299505795,0.0641244595608219,0,0,0,0.0197301715900567,0,0,-0.110875033765687,0,0.307876408998967,0,-0.0235344166062583,-0.0448691224466271,0,0,0,0,0
X000568.SZ,0,0,0.136972997193985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532900470973974,0,0,0.0562465731709505,0,0,0,0,0,0.01469795922841,0,0,-0.00495086572214664,0,0,0,0,0,0,0,0,0,0.320745282311473,0,0,0.140304669080019,0,0,0,0,0,0,0,0,-0.0209400754418505,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.15689397348586,-0.0240114345779093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137402604076962,0,0,0.0981130772533909,0,0,0,0.234183350418666,0,0,0,0,0,0,0.510103655579122,0.205687065136665,0,-0.101852890305883,0,-0.0964980253655144,0,0,0,0,0,0,0,-0.0173049613553283,0,0
X600690.SH,0,0,0.0212052731437204,0,-0.0779211992750521,0,0,0,0,0,0,0,-0.0110766040483029,0,0,0,0,0.0325511685567419,0,0,0,0,0,0.0039817714082575,0,0.276495897824137,0,0,0,-0.0200554662909604,0,0,-0.206131391699511,0,0,0,0,0,0,0.10954212444471,0,0,0,0,0,-0.00930332122950753,0,0,-0.0669868615142863,0,0,0,-0.00715229881409095,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0256359539556402,0.403110186092694,0,0,0.083353416440063,-0.0704816265106274,0,0,0,0,0,0.0128424919171406,0,-0.100600967452421,0,0,-0.135458351610018,0,0,0,0,0,0,0,0,0.203530232572965,0,0,0,-0.0616478219977388,0,0,0,0.130221038788239,0,0,0,0,0,-0.11558656860449,0,0,0,0,0,0,0
X002304.SZ,0,0.30875954198756,0,0,0,0,0.0311997124866188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283063898508312,0,0.125229071729688,0,0,0,0,0,0,0,0,0,0.0659708098131452,0,-0.0173807049043609,0,0,0,-0.0936369459380221,0,0.0207916652408002,0,0,0,0,0.0456249062889155,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923960654426375,0.0535583184958556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328795836387655,-0.0353075443899067,0,0,0.00419005252021658,-0.0578393788522327,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416237775414506,0,0,0.0717888405195416,0.202772035661955,0,0,-0.0886354499719299,0,0,0.0462638435137662,0.121384351712074,0,0,0.0094263874450133,0,0,0,0,0,0,0,0,0,0.035655093506928,0,0,0,-0.0108807466691029,0,0,0,-0.0686563762277007,0,0,0,0,0,0
