,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X000100.SZ,X600271.SH,X002475.SZ,X002456.SZ,X600118.SH,X000338.SZ,X002292.SZ,X600177.SH,X002085.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X000559.SZ,X600372.SH,X600867.SH,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X601877.SH,X002426.SZ,X600522.SH,X600089.SH,X002508.SZ,X002465.SZ,X600566.SH,X000977.SZ,X000050.SZ,X600487.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.226477502145653,0.0538855639742176,0,0.154712293325913,0,0,0,0,0.0707054338008788,0,0,0,0,0.0913151284622261,0,0.0693922224643007,0,0,0,0,0,0,0,0,0,0,0,0,0.0904232573148131,0,0,0,0,0,0,0,0,0,0,-0.0622315920040446,0.0801227427983855,0,0,0,0,0,0,0,0,0,0.0598681078600689,0,0,0,0,0,0,0
X600104.SH,0,0,0.0718144060920087,0,0,0,0,0,0.332692845386918,0.00773323707786155,0,0.231812679375699,0,0,0.042297357187734,0,0,0,0,0,0,-0.140071909453894,0,0,0,0.109294591083344,0,0.0369804365237497,0,0,0,0,0,0,0,0,0,0,0.0236058108843401,0,0,0,0,0,0,0,0,0,0,0,0,0.000807101632023695,-0.0933415321744278,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.225517720490027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168647300522458,0,0.211178516969189,0.0789929416237748,0.0425874768622424,0,0,0,-0.237882789838362,0,0,0,0,0,0,0.132751177981676,-0.0372476533201584,0,0,0,0.404575501425227,0,0.0135212220855851,0,0,-0.0940379008740343,0.125615712639554,0,0,-0.0215317763124413,0,0,0,0,0,0
X000651.SZ,0,0,-0.0193993567326503,0,0,0,-0.0968560167809234,0,0,0,0,0,0,0,0,0,0,0,0,-0.0976608985774857,0,0,0,0,0,0,0,-0.00352271120977035,0,0.0298702582112154,0,0,0,0,0,0,0.0199478797119471,0,0,0.102814502694944,0,0.111417548019454,0,0,0,0,-0.035050217247716,0,0,0,0,-0.109044529297575,0.0656176146501996,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0362106760644804,0,0,0,0,-0.0452319782987637,0,0.593730367110284,0,0,0,0,0,0,0,0,0,0,0,0,0.0289114627499671,0,0,0,0,0,0,0.167604047549347,0,0.0496380067522925,0,0,0,0,0.113167976852668,0,0.0042366988329535,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0216955571423375,0,0.0341045410467159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013173268062609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971383573097257,0.0634855336502337,0,0.0348891215336945,0.0989394143699056,0,0,0,0,0,0.188738930716631,0,-0.172263073224267,-0.0611933578007563,0,0,-0.0738121169857673,-0.0493975868014859,0,0,0,0,0,0
X002304.SZ,0.244982364681446,0,0,-0.0432152747579637,0,0,0,0,0,0,0,0,0,0,0,0,0.116852679996439,0,0,0,0,0,0,0,0,0,0,0.0795063837623722,0,0,0,0.0407267221308848,0,0,0,0,0,0,0,0,0,0.0569084976304135,0,0,0,0,0,0,0,0.20617543847755,0,0,0.0952947539500756,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.163075124177456,0,0,0,0.126114745884916,0.159407862830141,0,0,0,0,0,0.0275776412451183,0.00270718781562738,0,0,0,0,0,0,0.0493003020253631,0,0,0,0,0,0,0,0,0,-0.0303553600176286,0,0,0,0,0,0,0.00855654923165527,0,0,-0.0834886288068069,-0.0129312549129649,0,0,0,0,0,0
X000625.SZ,0,0.018636534169373,0,0,0,-0.0153661667349421,0,0,0,0,0,0.142490852930381,-0.130978912791993,0,0,0,0,0,0,0,0.0632124751888332,0,0.0823841653466665,0,0,0,0,0,0,0,0.0080152945192551,0,0,0,0,0,0,0,0,0,0.109150158298904,0.0120516300415044,0,0.139296472581338,0,0,0,0,0.0477850203776821,0,0,0.0158957661447318,0,0,0,0,0,0,0
X600690.SH,0,0.0995474268736841,0,-0.0372549758216035,0.108807963217554,0,0,0,0,0,0,0,0,0.144620656018603,0.102821668048439,0,0.206298083327062,0,0,0,0,0,0,0,0,0,0,0,0,0.0877969803870055,0,0,0,0,0,0.0995901845639957,0,0,0,0,0,0.0729112915647719,0,0,0,0,0,0,0.0523876337318366,0,0,0.00616858213434853,0.0249125329065772,0,0,0,0,0,0
