,X600519.SH,X000858.SZ,X600276.SH,X600690.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600372.SH,X600584.SH,X600066.SH,X002028.SZ,X600703.SH,X600741.SH,X000977.SZ,X002236.SZ,X600418.SH,X600522.SH,X002049.SZ,X600183.SH,X601877.SH,X000921.SZ,X000800.SZ,X601799.SH,X002180.SZ,X000661.SZ,X600487.SH,X002129.SZ,X002294.SZ,X002074.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0227334377655031,0,0,0,0,0,0.144336022019523,0,0.225647254248699,0,0,0,0,0,0,0,0,0,0.0652737184546664,0,0,0,0,0,0,0,0,0.104642561794936,-0.0768902010181888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242304788802701,-0.109840372337863,0,0,0,0,0,0
X000858.SZ,0.158680234878473,0,0,0,0,0,0,0.14051375317747,0,0,0,0,0,0,0,0,0,0,0,0.359914029379535,0.141928917052573,0,0,0,-0.0979258386958403,0,0,0,0,0,0,0,0,0,0,-0.0054286703034376,0,0,0,0,0.0168496944105069,0,0.0149601543368401,0.0330856988786564,0,0,0,0,0,0.0601623585957618,0,0.0184431861504847,0.0494455620029728,0,0,0,-0.0377222446030284,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079490697955108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099753289221679,0.225709187959243,0,0.124205343057797,0.226570836190455,0,0.0626573039001346,0,0,-0.0359538507277247,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0248837865581539,0.39666152551519,0,0,0,0,0,0.0818804952324736,0,0,0,0,0,0.0935610596088122,0.0208011320055899,0,0,0.0623614926641721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636952369333144,0,0,0.0245338654297828,0.266891448268436,0,0,0,0,0,0,0,0,0.0328160004458123,0,-0.00146183260273262,0.00816908800857142,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0221066819449185,0,-0.0421804868685782,0,0,0,0,-0.0302243842961706,0,0,0,0,0,-0.0696955206361186,0,0,0.450942808686543,0.101877031730757,0,0,0,0.187278060700601,0,0,0,0,0.0500869561743439,0,0.0270898301681045,0.173667595067439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527516424549964,-0.014167009278739,0,0,0,0,0,0
X002415.SZ,0,0,0,0.226640690707976,0,0,0.0425308820065792,0,0,0,0,0,0,0.094574286608536,0,0.0692579619381727,0,0,0,0.047462375238053,0,0,0,0,0.0353159097110941,0,-0.184157963127975,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.213303594690103,0,0,0,0,0.125353927601529,-0.00314209718348592,0,0,0,0,0,0,0,0.0265015458973228,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.167152863651085,0,0,0,0,0,0.0448404061665917,0,0,0,0.0696271809093185,0,0,0,0,0,0,0,0,0,0,0,0.0302713428519516,0,0,0,0.0712478185166301,0.0761259148079892,0,0,0,0,0,0,0,0,0,0.156642558563269,0,0,0,0,0,0,0,0,0,0,0,-0.0407839182635634,0.105309442076174,0,0,-0.0392114433570564,0,0
X600809.SH,0,0,-0.0217035549677168,0,0,0,0,0,0,0.266433073481588,0,0,0,0,0,0,0,0,0,0.563108037277406,-0.00040509562442854,0,0,0,0,0,0,0.1305685950127,-0.021161141516779,0,0,0,0,0,0,0.0357674915761143,0,0,0,-0.0216202084394701,-0.0668660655416365,0,0,0,0,-0.107703634611857,-0.0611546636961323,0,0,0,0,-0.012822998322771,0,0,0,0,-0.00615926365182845,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0404051944820835,0,0,0,0,0,0,0,0,0,0,0.266858404896209,0,0,0,-0.241748432481093,0,0,0,0,0,0,0,0,0,0,0,0,-0.152041472202774,0,0,0,0,-0.252901961136871,0,-0.0279903385779091,0,0,0,-0.0783208424792146,0,0,0,0,0,-0.0237754388459861,0.325266539804549,0,0,-0.128699832425756,0,0
X000568.SZ,0.278276520952571,0.270715991624289,0,-0.027123567325958,0,0,0,0.200315060838608,0,0,0,0,0,0,0,0,0,0,0,0.287113721407685,0,-0.14109375528652,0,0,0,0,0,0.0739038712616196,0.0762048072550842,0.0578551244024286,0,0,0.0602715179724385,0,0,0,0,0,-0.0361122679470503,0,0,0,0,0,0,-0.110615802033035,0,0,0,0,0,-0.0461710324620799,0,-0.0783352276498148,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177009744685996,0.242780541547065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137828519099199,0.18021673956835,0,0,0,0,0,0.056584914389478,0.1052466798261,0,0,0,0,0,0,0,0,0,0,0,0,0.145577788027297,0.107052538187803,0.0388183098473211,-0.0437974626406878,0,0,0,-0.00448034409278102,0,0
X600104.SH,0,0,0,0,-0.0967899159839034,0,0,0,0,0.0110370839879716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133356368077756,0.110690298341399,0,0,0,0.207303474488923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126367833171414,0,0.0188439816073527,0,0,0,0,0,0.00398138277608884,0,-0.0970635196480683,0,0,-0.0342512297974599,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019995823288775,0,0,0,0,0,0.681901337344044,0,0,0.0599923338501067,0,0,0,-0.0455333574883037,-0.0107007516643651,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501061705207534,0.0605750129502097,0,-0.0180841825643357,0,0,0,0,0,-0.0429894356118653,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.275000700801493,0,0.401559693309706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313398483442767,0,0,0,0,0,0.0369549501690627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562706688303544,0,-0.053750457273137,0,0,0,0.0466916912441666,0,0
X300124.SZ,0,0,0,0,0,0,0,0,-0.0582914261206077,0,-0.0293833695391074,0,0,0,0,0,0,0,0,0,0.20519467185566,0,0.0132035109681172,0,0,0,0,0,0,0.0655103271013959,0,0,0,0,0,0,0,0,0.131822562881448,0,0,0,0,0,0,0.219598551164169,0.0610797932352136,0,0,0,0,-0.162956164467401,0.00461372415841418,-0.113905589722878,0,0,0,0,0
