,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X600809.SH,X000625.SZ,X002008.SZ,X600487.SH,X300003.SZ,X000596.SZ,X600498.SH,X002456.SZ,X000050.SZ,X600776.SH,X000661.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X600066.SH,X300142.SZ,X600522.SH,X300146.SZ,X600177.SH,X002129.SZ,X600089.SH,X002506.SZ,X002241.SZ,X002180.SZ,X600566.SH,X600867.SH,X600372.SH,X000977.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.00223089125667935,0.0824379528380009,-0.0145950748084951,0,0,0,0,0,0,0,0,-0.0545484252524452,0,0,0,0,0,0,0,0,0.0514135557509775,0,0.0916600509530072,0,0,-0.029551562538128,0,0,0,0,0,0,0,0.0934502726908495,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.105062768058892,0,-0.00459790858826556,0.0116162318073044,0,0,0,-0.00201830736897295,0,0
X600104.SH,0,0,0,0,0.121390460042551,0,0,0,0,0.123266654371013,0,0.0398428353940964,0,0,0.21869157580259,0,0,0,0.0852035064498801,0,0,0,0,0,0,0,0,0,0,-0.0156959816264108,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.226176604796407,0,0,0,0,0,0.00577915652130429,-0.0469299506529887,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0386387388501933,0,0.189254355740716,0,0,0,0,0,0,0,0.57660665784789,-0.0172717621956266,0,0.216561088077884,0,0,0,0.0251343307868273,0,0,0,0,0,0,-0.184462393778924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363452599628466,0.0316295226642708,0,0,0,0,0,0
X000651.SZ,0,0.109266175230852,0,0,0,0,0,0,0,0.184479632203203,0,0,0,0,0.0755673272104384,0,0,0,0.108281270420794,0,0,0,0,0,0,0,0,0,0,-0.0316010806744788,0,0,0,0,0.0509167946286941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103217551690132,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0388818258721026,0.0915411294029936,0,0,0,0,0,0,0.36147001571708,0,0,0,0,0,0,0,0,0,0,0.00227311197116182,0.044723732424528,0,0,0,0,0,0,0,0,0,0,0,0,0.0185191732021944,0,0,0,0,0,0,0,0,0,0,0.0364998903300528,0,-0.00436010054157294,0,0,0,0,-0.0146647467138552,0,0
X600276.SH,0.210439086388386,0,0,0,0,0,0,0,0,0,-0.328755528590273,0,0,0,0,0,0.272734752722267,0,0,0,-3.46944695195361e-18,0,0,0,0,0.234033399599367,0,0,0,0,0,0.284999113941499,0,0,0,0,0,0,0.0393076123614582,0,-0.0763702830420415,0,0,0,0,0.235545825325353,0,0,0,0,0,0.0572625411139532,0.0444948774943598,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.06373436083448,0,0,0,0,0,0,0,0,0.174298658631576,0.049351114458022,0,0,0,0,0,0,0,0,0,0,0.174889687478766,0,0,0,0,0.0346694133163851,0,0,0,0,0,0,0,0.0231253713376541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027080874955222,0,0,0,0,0,0
X000725.SZ,0,0,0.076993610086346,0,0,0,0,0,0,0,0,0.0234197998227131,0,0.00432602009407788,0,0.116843021362362,0,0,0,0.187518747869868,0,0,0,0,0,0,0,0,0,0.168610179569407,-0.0171259557410885,0,0,0,0.0478407326738972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388891156112481,0,0.000399353470231065,0.00286874143668471,0,0,0,-0.00803253659613823,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252123856931298,0,0,0.201659061980225,0,0,0,0,0,0,0,0,0,0.086079583359627,0,0,0,0,0,0,0,0,0.0178435196071935,0,0,0.0499056800217038,0,0.00763827529691732,0,0,0,0,0.137518826859368,0,0
X600690.SH,0,0.280686144431964,0,0.171119064429377,0,0,0.0176166216496602,0,0,0,0,0,0.089479896184759,0,0,0,0,0,0,0,0,0.0866272915185696,0,0,0,0,0,0,0,0,0,0,0,0,0.0737036034131745,0,0,0,0,0,0.0656004467613504,0,0,0,0,0,0,0,0,0.0297558913198832,0,-0.00933522290603359,-0.00394378934054484,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.00792742521251563,0,0,0,0,0,0,0,0.0916074360760489,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.153196725308916,0.126407988572117,0,0,0,0.0144528626084339,0,0.216249483979883,0,0,0,0,0,0,0,0,0,0,0.127111324486292,0,0.0270696215478292,-0.0755282558108932,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.000156879562473054,0,0,0.16751068771362,0,0.0198199205927532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605933266540847,0,0,0,0,0,0,0,0,0,0,0,0.0419195892737388,0,0,0,0,0.244239296212275,0,0,0,0,0,-0.00926802601449743,0.0438813436607776,0,0,0,0,0,0
X000338.SZ,0,0.137081411314141,0,0,0,0,0.0470289001614823,0,0,0,0,0,0,0,0.211885545028879,0,0,0,0.118496941089692,0,0,0,0.0595594330322151,0,0,0,0,0,0,-0.127532696330865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00453660006016848,0.0193606134861211,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.204944468755705,0.0533702782210724,0.112496434792617,0,0,0,0,0,0,0,0,0.000117657337201121,0,0,0,0,0,0.202554465117987,0,0,0,0,0,0,0,0,0.00406301310051452,0,0,0,0,0,0,0,0.136538237808603,0,0,0,0,0,0,0,0.0859669147256991,0,0,-4.33680868994202e-19,0,0.00586460197822426,0.0249943118278838,0,0,0,0,0,0
