,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002463.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000157.SZ,X600703.SH,X600584.SH,X600372.SH,X000977.SZ,X600183.SH,X600066.SH,X600522.SH,X002236.SZ,X002028.SZ,X600741.SH,X002049.SZ,X600418.SH,X000921.SZ,X601877.SH,X600487.SH,X002180.SZ,X000800.SZ,X000661.SZ,X002223.SZ,X002156.SZ,X601799.SH,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.19272509630699,0,0.148704298244316,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.155120734039956,0,0,0,0,0,0,0,-0.024475442908258,0,0,0,0,0,0,0,0,0,-0.0706851333890014,-0.0588686173430734,0,0,0,0,0,0,0,0.0308220350656789,0,0,0,0,-0.0322254397029526,-0.00202894646018568,0,0,0,0,0,0
X000858.SZ,0.209977360010195,0,0,0,0,0,-0.0105162939815424,0,0,0.331599998729821,0,0,0,-0.0107549245435615,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0276062474509589,-0.0206973134656549,0,-0.0151912724565662,0.126514745628471,0,0,0,0,0,0,0,0.0273850794546105,0.064885755607718,0.0439002380430767,0,0,0.0492808081715659,0,0,-0.0242851606878262,0,0,0,0.0348125089520704,0,0
X002475.SZ,0,0,0,0,0,0,0.0164629595752238,0,0,0.0171658548342459,0,0,0,-0.00639395640917425,0,0,0,0,0,0,0,0.175872983265618,0,0,0.43618199441591,0,0,0,0.00958265349207488,0,0.0683284951767084,0,0.0801955137366833,0,0,0.0878616174994969,0,0,0,0,0,0,0,0,0,0,0.0353437600279999,0,0,0,0,0.0547202903098644,0.0574236238707446,0,0,0,-0.033481506895178,0,0
X002415.SZ,0,0,0,0,0.067112599496229,0,0,0,0,0,0,0,0,-0.179658727570003,0,0,0,0,0,0,0,0.0301416093314738,0,0,0,0,0,0,0,0,0,0.0338829701759345,0,0,0,0,0,0.0507196788187672,0,0,0,0,0,0,0,0,0,0,0.157967473539148,0,0,0.000956162496883267,0.00942438373147786,-0.151380795415553,0,0,0.0576696008857378,0,0
X600276.SH,0,0,0,0,0,-0.153847932074133,0,0,0,0,0,0,0,0,0.122760090958212,0,0,0,0,0,0.0502369000180474,0.179087981071306,0,0.298055219068953,0,0,0,0,0,-0.277283229666826,-0.0368246577905887,0,0,0.0382988531514993,0,0,0,0.0386514970544027,0,0,0,0,0,0,0,0,-0.00189816584184348,0.172879545230962,0,0,0,0,-0.0319052822840399,0,0,0,0.0617332722218818,0,0
X600690.SH,0,-0.172289596831251,0.00830843482370331,0,0,0,0,0,0,-0.0290790678272515,0,0.128273068849491,0,0,0.0734592316320304,0,0,0.196093237157366,0,0,0,-0.0158913296272578,0,0,0,0,-0.0595765254889788,0,-0.0790521728968414,0,-0.0240632512373942,0,0,0,0,0,0,-4.33680868994202e-19,-0.0544407072765533,0.252117334916566,0,0,-0.0634221545344225,0,0,0,0,0,0,0,0,0,0.0112491901463677,0,0,0,0.103376330026013,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.157240159570158,0,0,-0.0168651732536191,-0.225949060434523,0,0,0,0,0,0,0,0,0,0,-0.17273806100595,0,0,0,0,0,0,0,0,-0.0340173274085867,0.0433448010600818,0,0,0,0,0,0,0,0,0,-0.00985839918721599,0,0,0,0,0.116071136060784,0,0,0,-0.00726063742339424,0,-0.00591938701476965,0,0,-0.00205674091326871,0,0
X600809.SH,0.260216408714194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021103946238852,0,0,0,0.295191650411326,0,0,0,0,0,0,0,0,-0.00945027030886186,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270312970372013,0.0294756128266865,0,0,0.0843394878096921,0,0,0,0,0,0,0,0.245816269154897,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0942599052052754,0.074865335741361,0,0,0,0,0,0,-0.0540612842302878,0.0820541600709014,0,0,0,0,0,0,0.00685101248401605,0.0534071982647725,-0.0507926499277421,0,0,0.0756958843281174,0,0,0,-0.0553387025024508,0,0,0,0,0,0,0,0,0.147954119810353,0,0,0,0,0,0,0,0,0,0,0,0.00895220540122754,0.00842001208478024,0,0,0,0,0,0
X000568.SZ,0.0556029146639878,0.769264839384466,0,0,0,0,0,0,0,0,0.0562981264673499,0,0,0,0,0,0,0,0,0.101046371608541,0,0,0,0,0,0,0,0,0,0,0,-0.0156920057572384,0.0806542676286765,0,0,0,0,0,-0.00501930495197705,0,0,-0.109285398316013,-0.0406041319238554,0,0,0,0,0,0,0.125474389109465,0,0,-0.052076289996184,0,0,0,-0.00982335763237664,0,0
