,X600519.SH,X600104.SH,X000651.SZ,X000858.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X002008.SZ,X300124.SZ,X002236.SZ,X000596.SZ,X600487.SH,X000100.SZ,X002007.SZ,X002456.SZ,X600809.SH,X600867.SH,X002179.SZ,X000661.SZ,X600566.SH,X600498.SH,X000625.SZ,X300146.SZ,X600066.SH,X000157.SZ,X600177.SH,X002294.SZ,X002506.SZ,X600089.SH,X300142.SZ,X000977.SZ,X002180.SZ,X000981.SZ,X600372.SH,X002241.SZ,X600522.SH,X300136.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.360357345280689,0,0,0,0,0,0,0,0,0,0.00106628693765704,0,0,0.169559642712134,0,0,0,0,0,0,0,0,0,0,0.109583951425068,0.00352978522718651,0,0,0,0.0557905106265274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00249295297512606,0.00673685627073301,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.174895352595222,0,0,0.149397828122278,0,0,0,0,0,0.107968395732628,0,0,0,0,0,0,0.0976067651046992,0,0,0,0,0,0.182219727667261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160339326955896,0,0,0,0,0,0,0.0963909761505195,0,0.0137201137931759,0.0127670688121284,0,0,0,0,0,0
X000651.SZ,0.272441820727504,0,0,0,0,0,0,0,0,0,0,0,0,0.0488729783240078,0,0,0,0,0,0.131398713549203,0.101737304167624,0,0,0,0,0,0,0.0835701847306748,0.0593432709104689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209561624121688,0.0353592536494484,0,0,0,0,0,0
X000858.SZ,0,0.156671898479247,0,0,0,0,0.0562921122777532,0,0,0,0,0,0,0.269679551408592,0.0341956692513,0,0,0,0,0,0,0.0623368283781825,0.0682429686598885,0,0,0,0,0.0810069478841233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.000221920621308357,0,0,0,0,0,0,0
X002415.SZ,0,0.0475548975260975,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.127889526521692,0,0,0,0,0,0,0.133227189780385,0,0.564476532999454,0.0351483268844975,0,0,-0.0311298783767033,0,0,0,0,0,0,0.0724240868454126,0,0,0,0,0,0,0,0,0,0.0406091285599773,0.0804206530216506,0,-0.0662244969597448,0,0,0,0,0.170726812231729,0.0216361594005971,0.0742032377951936,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0580421884981733,0,0,0,0,0.252492313304749,0,0,0,0,0.176500758435336,0,0,0,0.184110204958065,0,0,0,0,0.0442248855513969,0.0479817381048807,0,0,0.233413695664822,0,0,0,0.0286222008342607,0,0,0,0,0,0,0,0,0,0,0,0,0.020434290724413,0.0202241596546558,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0956535835533973,0,0,0,0.136508540719815,0,0,0,0.677188195455608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220492419769786,0,0,0,0,0,-4.33680868994202e-19,0.0138771807481552,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735552016369904,0,0,0,0,0,-0.0273166053171815,0.0442074345033103,0.314605774889517,0,0,0,0,0,0.0658803159262269,0,0.14260017127202,0,0,0,0,0,0,0.0875893924997403,0,0,0,0.0424574898104195,0,0.195447027601224,0,0.252369973444396,0,0,0,0.00470110255662227,0.0358765166783641,0,0,0,0,0,0
X600690.SH,0,0.197373564334497,0,0,0,0,0,0,0,0,0,0,0,0.116804503781382,0.0849830678365328,0,0,0,0,0,0.400683219159741,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0672336663577169,0.111681509524978,-0.0455212194064542,0,0,0,0,0,0,0,0.111296119874659,0,0.0278860488688781,0,0,0,0,0,0,0,-0.0164112287455192,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.190781912647194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790907627797809,0,0,0.378207855162816,0,0,0,0,0,0,0,-0.0996003673415445,0,0,0,0,0,0,0,3.46944695195361e-18,0.308741618409471,0,0,0,0.0726742394164673,0,0,0,0.0236098575718888,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-1.73472347597681e-18,0,0.204911427289701,0,-0.0829345630285733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539963424808236,-0.0191320464709537,0,0,0.0854238506164584,0,0.0746988921443455,0.138516577450161,0,0,0,0,0,0,0.0495505431930063,0,0,0.0520424011143811,0,0,0,0,0.072233823508351,0.0172390781195406,0.0471185753991497,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0285039305586911,0,0,0,0,0,0,0.116933433529138,0,0,0,0,0,0,0,0,0,0.51103029571973,-0.0579688381248915,0,0,0.310519916010784,0,0,0,0,0,0,0,0,0,0,0,0.0941814855205739,0,0,0,0,0,0.0898137218401029,0,0,0.0156318040832073,0.0892781704863953,0,0,0,0,0,0
X000338.SZ,0,0.188576520711444,0.196443759903725,0,0,0,0,0,0,0,0,-0.0295974117205261,0,0,0,0,0,0,0,0,0,0,0.0201305396469797,0,0,0,0,0.235258469152127,0,0,-0.000895886339168408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734898298099369,0.0933173949840503,0,0,0,0,0.0107196173453851,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.612788943282476,0,0,0.126295486826491,0,0,0,0,0,0,0,0,0,0.169019006593177,0,0.0203332604863802,0,0,0,0,0,0,0,0,0.108656294109921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011438790715724,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0.0291960758672916,0,0,0,0,0,0,0,0.0493767344381556,0,0,0.310369337345867,0,0.126622363827141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160064650770558,0,0,0,0,0,0.0468418064145632,0,0,0,1.0842021724855e-19,0,0,-8.67361737988404e-19,0,0,0.000158721399109507,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,-0.139230204227935,0,0,0,0,0.0678190268915306,0,0,0,0,0,0,0,0,0,0,0,0.323145733895135,0,0,0,0,0.121141250089201,0,-0.0252235095227771,0.00751063350891496,0,0,0,0,0.216353054054528,0,0,0,0,0,0,0.0475718090005946,0,0,0.0246721082133518,0,0,0,-0.116887003405867,0,0,-0.0272741350059117,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.551765580875567,0,0,0,-0.153791089450625,0,0.161998645949576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161964708094769,0,0,0.171105656799751,0,0.0123714768241501,0.213573023019203,-0.0686708493631974,0,-0.0231087361537665,0,0,0,0,0,0,0,0,0,0,0.0213988759776905,0,0,0,0,-0.0721505545352011,0.00344535648713523,0.0188077027585419,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.125746952572411,-1.73472347597681e-18,0,0.127468930436966,0,0,0.0248762944811781,0.00609792758103068,0,0,0,0.136539444654726,0,0,0,0,0,0,0,0,0,0,0,0.0810549832360787,-0.00928562141291185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
