,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X300014.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X000625.SZ,X002179.SZ,X600703.SH,X300142.SZ,X600089.SH,X601877.SH,X600741.SH,X000661.SZ,X000733.SZ,X600460.SH,X000100.SZ,X002180.SZ,X600522.SH,X000157.SZ,X600702.SH,X000799.SZ,X600884.SH,X002236.SZ,X002074.SZ,X600584.SH,X002432.SZ,X600183.SH,X601799.SH,X002414.SZ,X000977.SZ,X000800.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250301640641124,0,0,0,0.117776862565259,0.0542918507809646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229740301830879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297020430523922,0,0,0,0,-0.0311255188006584,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.191332821661769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169340024130436,0.0311699045079163,0,0,0,0,0,0,0,0,0,0,0,0.0987030556311831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165915418651834,0,0,0.00619234386649873,0,0,0,0,0,0
X002415.SZ,0,0,0,0.22935863740913,0,0,0,0,0,0,0,0.093828164250503,0,0,0,0,0,0.139444159281513,0,0,0,0,0,-0.302857143528829,0,0,0,0,0,0,0,0,0,0,0,0.179138094542298,0,0.0972396906504099,0,0,0.331475022257149,0,0,0.0906721420217691,0,0,0,0,0,0,0,-0.0794777030761692,0.0739768938397829,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.447349891107114,0,0,0,0,0,0,0,0,0,0,0,0,0.0581271484854896,0,0,0,0,0,0,0,0.209116953658492,0,-0.0485424551183971,0,-0.0356604110279097,0,0.00589323511459726,0,0,0,0.0813518439635004,0,0.153104774052876,0,0,0,0,0,-0.0500031269330612,0,0,0,0.0719594695243485,0,0,0.0827445654395901,0.0163395338599506,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.134128729586985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414893654498734,0.217424363995005,0,0,0,0,0.0449676905545898,0,0,0,0,0,0,0,0.136408852588646,0,0,0.0588397250805793,0,0,0,0,0,7.30936185252531e-05,0,0,0,0,0,0,0,0,0.0405987408197841,0,0,0,0,0,0
X600690.SH,0,0.221786074028249,0,0,-3.46944695195361e-18,0,0.0702639618759019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110013001835687,0,0,0,0,0,0,0,0,0.193575888420014,0,0,0,0,0.0311600565050791,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125374624027533,-0.00418596034162683,0,0,0,0,0,0
X002304.SZ,0.147775643445936,0,0,0.232334371421908,0,0,0,0,0,0,0,0.0278931573567459,0,0.324824980155408,0,0,0,-0.0389740874514083,0,0,0,0.148756104021427,0,0,0,0,0,0,0,0.0328531463986558,0.0107301124415607,0,0,0,0,0,0,0.194070774672357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012900361111587,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122097318945039,0,0,0,0.248987440670008,0.403258830943706,0,0,0.0988134581947253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662549306789417,0,0,0,0,0,0,0.0228850123204117,0,0.00110797904379636,0,-0.0587931544056248,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.100711106509483,0,0,0,0,0.0708759259051614,0,0,0.1410104512651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02181051276001,0,0,0,0,0,0,0,0,0,0,0,0,0.00619727823131364,0.084189298081525,0.172246146011271,0,0,0,-0.0286311613036457,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00751599441533305,0,0,0,0,0,0,0.124230891577083,0.0149672271187338,0,0,0,0,0,0.0261414066826978,0,0,0.148736200317049,0,0,0,0,0,0.0854026440984743,0,0.0382933627923379,0,0,0,0.0284028238973493,0.00327809879549095,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.052952551788306,0.0372439317940332,0,0.0445055423116592,0,0.0043376190766542,0,0,0,0,0,0
