,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X002241.SZ,X600809.SH,X000100.SZ,X000596.SZ,X002236.SZ,X002371.SZ,X300014.SZ,X300003.SZ,X601877.SH,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X000977.SZ,X000625.SZ,X002456.SZ,X300142.SZ,X002008.SZ,X002129.SZ,X600271.SH,X300136.SZ,X002179.SZ,X600584.SH,X002180.SZ,X000066.SZ,X600118.SH,X002463.SZ,X600177.SH,X002414.SZ,X002049.SZ,X600066.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0226397045385449,0,-0.0170135682133466,0,0,0,0,0,0,0.225287538780355,0,0,0,0.256821372225652,0,0,0,0,0,0,0,0,0.121159323000152,0,0,0,0,0,0,0,0,0,-0.0879585512555422,0,0,0,0,0,0,-0.0324646921334493,-0.0437278940746812,0,0,0,-0.0609711368087141,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00647740210109067,0,0.532608202419352,0,0.0284115865821249,0,0,0,0,0.0160170116710562,0.0660445767398884,0,0,0.00183640124269591,0,0,0,0,0,0,0,0,0,0.0287977022658033,0.124463471784667,0,0,0.0361666752838363,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010102394618248,0,0,0,0.0328984100418627,0,0
X600276.SH,0.148834534961306,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00353671247013326,0.116860739181708,0,0,0.0764209016584235,0,0,0,0.133410149930735,-0.0225975220822347,0,0,0.01483580263387,0,0.107088902046882,0,0.178943146973808,0,0,0,-0.0792560628379543,0.0359217827004095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297169352189025,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.110319221694332,0,0.123126198301979,0,0.0955509158587001,0,0,0,0,0,0,0,0,0,0.0912506828570201,0,0,0,0,0,0,0,0,0,0,0,0.11089343172434,0,0.0573706925870802,0,0,0.0862618487363733,0,0,0,0,-0.013625071352207,0,0,0,0,-0.0244040322686826,0.0382679690710917,0,0,0,0,0,0
X002415.SZ,0,0,-0.0117312542129148,0,0,0.308478735276357,0,0,0,0,0,0,0,0,0,0,0,0,0.0308139174853961,0,0,0,0.0919597508380124,0,0,0,0,0,0,0.209602830514928,0,0.0676378474949916,0.277375325847935,0,0,0,0,0,0,0,-0.0901576783626297,0,0,0,0,0,0,0,0,0,0,0,0.0149457479018525,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146981463468667,0,0,0,0.312365327328078,0,0,0,0.13006205195163,0,0,0,0,0,0.00220524791349019,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0764454933145054,0,0.199500413731664,0,0,0,0,0,0,-0.0148440367270087,0.0414277585166009,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.229763010064924,0,0,0,0,0,0.0776168351737352,0,0,0.133644389130264,0,0,0,0,0,0,0,0,0,0.143215939453659,0.000528462191141526,0,0.10728209251778,0,0,0,0,0.020898901878218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267320141579925,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0591692544605834,0,0,0,0.168868237906444,0.0315354773468528,0,0,0,0,0,0,0,0,0,0,0,0,0.0349352141760551,0,0.102733260073423,0.00339267445697746,0,0,0,0.243826961968652,0.306046813776388,0.0545928872954881,0,0.00805940833909685,0,0,0,0,0,0,0,0,0,0,-0.0483760012686917,0.0372970812545687,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.210061266489603,0,0,0,0,0,0,0,3.46944695195361e-18,0.180956662629033,0,0,0,0,0,0,0,0,0,0,0,0.135960373453366,0,0,0.0991901222295573,0,0.0342098106671523,0,0,0,0.00370831858708431,0,0,0,0,-1.38777878078145e-17,0,0.131255661294947,0,0,-0.000253817336959729,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622346916005307,0,0,0,0.263228243247181,0,0,0.024781180657596,0.00263795703326155,0,0,0,0,0,0,0,0,0.0435394078065138,0,0,0,0,0.0104295269590303,0,0,0.0355766086367365,0.0447519587426073,0,0.111819050176005,0,0,0,0.0273539802596156,0,0,0,0,0,0,0,0.0546103194296701,0,0
