,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X000063.SZ,X600703.SH,X002241.SZ,X000625.SZ,X003816.SZ,X000338.SZ,X601877.SH,X002049.SZ,X000596.SZ,X000661.SZ,X600089.SH,X002179.SZ,X300142.SZ,X600460.SH,X000100.SZ,X600741.SH,X002074.SZ,X000799.SZ,X600884.SH,X601799.SH,X002236.SZ,X000157.SZ,X600779.SH,X600702.SH,X600584.SH,X002007.SZ,X000733.SZ,X600183.SH,X002414.SZ,X000800.SZ,X002008.SZ,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.457976102361612,0,0.0779492952537515,0.0555713593853579,0,0,0,0,0,0,0,0,0,0,0.0179626363573096,0,0.0521348739843383,0,0,0,0,0,0.0513091825364462,0,0,0,0,0,0.0212641325567224,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.000480544610521983,0,0,0,0,0.00514444235454882,0,0
X000858.SZ,0.103681407375036,0,0,0,0.176415027805314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106329549727868,0,0.0634007534405038,0,0,0,0,0,0,0,0.164311612296368,0,0,0,0,0.247032528270318,0,0,0,0,0,0,0,0,0,0,0,-0.0168145307316998,-0.0195417212248282,0,0,0,0.00297891698892893,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.210721378983491,0,0,0.0390856893049556,0,0,0,0,0,0,0,0,0,0,0,-0.0151408103872821,0,0,0,0,0,0,0,0,0,0,0,0.0934634824621845,0,0.0023046598636754,0,0.112502848652459,0,0,0,0,-0.0479717793979455,0,0,-0.0577991639995197,0,0,0,0,0,0,0,0,0.0465532150271978,0,0
X600809.SH,0,0,0,0,0,0,0.151657459029461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459669906402418,0,0,0,0,0.0492161736437464,0.148471512291812,0,0,0,0,0,0,0,0,0,0,0,-0.033621292377005,0,0,0,0.0350672253047732,0,0
X000568.SZ,0,0.429504231417017,0,0.22927105696453,0,0,0,0,0,0,0,0,0,0,-0.0638856051558744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299869622693143,0,0,0,0,-4.33680868994202e-19,-0.0570936962081915,0,0,-0.0138670747745891,0.0775114090653479,0.0465005023392763,0,0,0,0,0,0,0,0,0,0,0.00150787397681002,0,0,0,0,0,0,0
X600276.SH,0,0.226625680461318,0,0,0,0,0,0,0.0744275203788293,0,0,0.132821553841425,0,0,0,0,0,0,0,0,0,0,0,0,-0.112790806190455,0,0,0,0,0,0,0,0,0,0.309639153437565,-0.0529637935887314,0,0,0,0,0,-0.141839902443233,0,0,0,0,0,-0.171768276208043,0,0,0,-0.0399163716866703,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.189145102393013,0,0,0,0,0.0222347496333019,0,0,0,0,0,0,0,0,0,0,0,0.0504725596879198,-0.237055821660681,0,0,-0.0338776983869653,0.0329111860492295,0,0,0,0.0348181813100262,-0.0521369824470857,0,0,0,0.198568236744762,0,0,0,0,0.0680031674602731,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155214504705904,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330789668773799,0.0236436332457369,0,0,0,0,0,0,0,-0.150694728394394,0,0,0.0727917527447743,0,0,0,0.029416860934927,0,0.122654354027635,0,0,0.0160117660077538,0,0.0466603017341561,0,-0.111287489126063,0,0,0,-0.0770156652580179,0,0,0,0,0.00675884928420024,0,0,0,0.0956883338295776,0,0
X600690.SH,0,0,0.0983299801589962,0,0,0,0,0,0,0,0,0.0259321159184649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025658711246787,0,0,-0.0327568397117187,0,0,0,0,0,0,0,0,0.203839429822653,-0.0207244386121239,0,0,0,-0.0137089948115347,0,0,0,0,0,0.0673974436628555,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465990245940425,-0.0103918694700588,0,0,0,0,0,0.149607089349514,0,0.04032354228461,0,0,0,0,0,0,0.0391260264152672,0,0,0.156083230426189,0,0.0999756837972829,0,0,0,0.0138274438488163,0,0,0.0430945488074682,0,0,0,0,0.0625896183942251,-0.0122697640111028,0,-0.0254581974472054,0,-0.0159256571340084,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.144884866687246,0,0,0,0,0,0,0.0300222616691775,0,0,0,0,0,0,0.0046410437160198,-0.0803099263976994,0,0,0,-0.0339948038585505,0,0,0,0,0,0,0,-0.0417144270408158,0,0.0992976988463557,0.143220156180637,0.0504024811654099,0.0126084221768323,0,0,0,0,0,0,0,0,0,0,0,0.0782915125704907,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992720010781977,0,0,0,0.185151340351109,0,0,0,0,0,0.334880735934252,0,0,0,0,0,0,0.420572978344678,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.225986160035896,0,0,0,0,0,0,0,0,0,0,0,0,0.0611961741633414,0,0
X600031.SH,0,0,0,0.00734723861035213,0,0,0,0.205542778148699,-0.0847928403830746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126669558669157,0,0,0,0,0.0398863289308,-0.0374880157389666,-0.0266192239343204,0,0,0,0.00915498591443418,0.0550103748728274,0,0,0.644247196267128,0,0,0,0,0.145709711944016,0,0.0428261350744708,0,0,0,0,0,0,0.0237017415945077,0,0,0,0.030866411340502,0,0
X000725.SZ,0,0,0,0,0,-0.0451052853418864,0.0241339731431961,0,0.00127164575793374,0,0,0,0,0,0,0,0,0,0,0,0.137007528729675,0,0.0698689736092662,0,-0.0234230184561124,0,0,0,0,0.0655813016261736,0,0.270157240551286,0,0,0,-0.00199658515117632,0,0,0.0433464405702113,0,0,0,0,0,0,0,0,0,0,0,0,0.000255124155521753,0,0,0,0,-0.0375546723558724,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151469312371973,0,0,0,0,-0.189824678783816,0.209844736306025,-0.0588599170564422,0,-1.38777878078145e-17,0,0,0.582867774103747,0,0,-0.00381908230581095,0,0.113310091237024,0,0,0,0,0.0232623962827762,0,0.162355983078069,-0.133701297301195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
