,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600584.SH,X600372.SH,X002028.SZ,X000157.SZ,X600703.SH,X600418.SH,X600741.SH,X600066.SH,X000977.SZ,X600522.SH,X002236.SZ,X600183.SH,X601877.SH,X002049.SZ,X600487.SH,X002294.SZ,X000800.SZ,X000921.SZ,X601799.SH,X002180.SZ,X002074.SZ,X600177.SH,X000661.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.117559915841753,0.344292211367142,0,0,0,0,0,0,0,0,0.0339351172170006,0.0249263683758806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156537478913093,0,0,0,-0.0394994633076276,0,0,0,0,0,0,0,0,0,-0.0027082603783936,-0.0482518423110759,0,0,0,0.0233615827146653,0,0
X000858.SZ,0.216555341552737,0,0.05415011285105,0,0,0,0,0,0.292143744522023,0,0,0,0,0.0166395007591688,0,0,0,0,0.079069717335593,0.0865403270711362,0,0,0,0,0,0,-0.0196853042411613,0,0,0,0,-0.0377897594322271,0.270895353584133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794996289241169,0,0,0,0.0168513731503508,0,0
X600276.SH,0,0.0368227651931417,0,0,0,0.0643808568837886,0,-0.0550805824530811,0,0,0.0423099422490138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621017394548221,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.170795970608574,0,0,0,0,0,0,0.147347810974933,0,0,-0.0605550509936009,0.0163860649214214,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0395567126476158,0,0,0,0,0,-0.0910149594663393,0,0,0,0,-0.0751851262375986,0,0,0.421513035021247,0,0,0.275996141935631,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.169840517676312,0,0,0,0,0,0,0,0,0,0,-0.0148473410868378,-0.0789087549247359,0,0,0,-0.0514992780555786,0,0
X002415.SZ,0,0,0,0,0,0.12047114337891,0,0,0,0,0,0,0,0.121901126738025,0.158061223281135,0,0,0,0,0,0,0,0,0,0,0.0438318775208803,0,0,0,0,0,0,0,0,0,0,0.254409689470321,0,0,0,0,0.111804855506597,0,0,0.0976439653218105,-0.156743264926115,0,0,0,0.0307393446267924,0,0.0678320124126163,0,0,0,0,0,0,0
X600690.SH,0,0,0.0433025402206048,0,0.00874806038173786,0,0.288841406204721,0,0,0,0,0.0989579717719045,0,0,0,0,0,0,0.118804831373935,0,0,0.0317940009453887,0.0401908858879382,0,0,0,0,0,0,0,0,0,0,0,0,0.0898750450999036,0,0,0.0220453071271414,0,0,0,0,0.276940212538191,0,-0.0412447954714676,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.018814011328092,0,0
X000651.SZ,0,0,0,0,0,0.297481853257173,0,-0.0136624452716524,0.0256710325468691,0,0,0,0,0.0099942894126588,0,0,0,0,0,0,0,0,0,0,0.0765120408965437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384803727546099,0,0,0.227849103205567,0,0,-0.0683260473254934,0,0,0,0,0,-0.0409987120339456,0.0299046419481117,0,0,-0.0236013815700109,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.127346197156212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394641044304613,0,0,-0.0252449925118642,0,0,-0.0511931392529036,-0.199337249577179,0,0,0,0,0,0,0,0,0,0,-0.0409945185226714,0,0,0,0,0,-0.134220399452007,0,0.243757269187438,-0.191120442277577,0,0,0,-0.0245270823933427,0,0
X600809.SH,0,0,0,0,0,0,0,0.0696685633859089,0,0.321761895231505,0,0,0,-0.119797070708097,0,0,0,0.0199706791376295,0,0.522201200406982,0,0,0,0,0,0,0,0.0220983525487238,0,0,0,0.00847739414345791,0,0,0,0,0,0,0,0,-0.115413071179851,0,0,0,0,0,-0.0387737433565402,0,0,0,0,0.00490240783847913,0,0,0,0,0,0,0
X000568.SZ,0.253876336489846,0.0735936170201288,0,0,0,0,0,0,0.442556103305536,0,0,0,0,0,0,0,0,0,0,0.0788774550318514,0,0,0,0,0,0,0.0897919995392018,0,0,0,0,0.0123563912525994,0,0,0.0468014943171026,-0.0112896890684897,0,-0.147624937977565,0,0,-0.0776274072776048,0,0,0,0.0900683936614905,0,0,0,0,0,0,0,-0.0322388779636753,-0.0407954072339599,0,0,-0.0345640955816721,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781348118611336,0,0,0,0,0,0.0493602391501968,0,0,0,0,0,0,0.167929465241203,0,0,0,0,0,0,0.14571610143506,0,0.253437351563408,0,0,0,0,0,0,0,0,0,0.209553062560193,0,0,0,0,0,0,0.0221889018888214,0,0,0,0.00502593701544511,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0238784944970218,0,0,0,0,0,0,0,0,0,-0.130904984658997,-0.0568117758113622,0,0,0.580720185247643,0,0,0,0.11546249725416,-0.171099820954092,0,0,0,0,0,0,0,0,-0.00181577161316959,0,0,0,0,0,-0.0951461803938165,0,0,0,0.285824164606198,0,0,0,0.0785096911142684,0,-0.107956780859805,0.0425192136809968,0,0,0,-0.0192425562089145,0,0
X600104.SH,0,0,0,0,0,0.0612596983144218,0,-0.0308120553594681,0,0.091200903991613,0,0,0,0.000385200523674341,0,0,0,0,0,0,-0.0279953257941466,0,0,0,0,-0.0131488994707668,0,0,0,0,0,0.0372275957738563,0.0311868957020646,0,0,0.172623154861523,0,0,0,0,0,0,0,0,0,0.0781387783390384,0,0,0,0,0,0,0,-0.051230084081631,0,0,0,0,0
X600031.SH,0,0,0,0,1.07694984872411,0.284288353321353,0,0,0,0,0,0,0,0,-0.0548525447552223,0,0,0,0,0,0,0,0,-0.0623608895657253,0,0,0,0,0,0.0240025892577668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128517722515507,0,0,0,0,0,0,-0.0287133663029986,0,0,0,0,0,-0.00889839755450763,0,0
X000625.SZ,0,0,-0.0861025747025128,0,0,0,0,0.00578355882013962,0,0,0,0,0,0,0,0,0,0,0,-0.0746670191541604,0,0,0,0.0778593003926874,0,0.0144498163848549,0,0,1.73472347597681e-18,0,0,0.3274170925776,0.257963637931099,0.032666806142842,0.10602490397021,0,0,0,0,0.128348271121996,0,0.0487190236910961,0,0,0,0,0,0,0,0,0,0,-0.000240021426273215,0,0,0,-0.0529682114878285,0,0
X300124.SZ,0,0,0,0.0382706233077729,0,0,0,0,0,0,-0.171509625206815,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.190897771910959,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.178271616114288,0,0,0.191153783490577,0,0,0,0,0.0493481535310736,0,0,0.0999726401865822,0.163054597448792,0,-0.113173550295015,0,-0.0647633442012176,0,0,0,0,0
X000063.SZ,0,0,-0.205407821280539,0,0,0,0,0,0,0,0,0,0,0.178840906409635,2.96612045446153e-05,0,0,0,0,0.069360158348629,0,0,0,0,0,0,0.0498126617136594,0,0,0,0.0720068162232284,0.000358566908129075,0,0,0.307998367088896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174143659967765,0,0.00441426223540396,0.0934567272297591,0,0,0,0.0224202951025825,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.143142888801931,0.28672291975444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760729153373081,0,-0.0266690949228931,1.73472347597681e-18,0,0,0.0668516524032708,0,0,0,0,0,0,0,0,-0.0443066315227373,0,0,0,0,0,0,0,0,0,0,0.136940900390021,0.0157919950327427,0.0453188358507766,0,-0.0124769317770417,0,0,0.0189543924376016,0,0
X000338.SZ,0,0,0,0,0,0.205889958904208,0,0,0,0,0,-0.0888145616976181,0,0.166615735039189,0,-0.0659345659604057,0,0,0,0,0,0,0,0,0,0,0,0,0.113658458545146,0,0,-0.146187907094098,0,-8.67361737988404e-19,0,0.274273055013626,0,0,0,-0.00915596889887069,0,0,0.0667488524213394,0.0751444965038847,-0.0135238873860629,0,0,0,0,0,0,-0.0995189791979605,-0.0100647620782326,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.37308131694718,0.491291711438912,0,0,0,0,0,0,0.189132939481388,0,0,0,0,0,0,0,0,-0.0574119506477082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078362983145757,0,0.0509113872323396,0.110804432422943,-0.0407719612544989,0,0,0,0.111808675162753,0,0.027542876384587,0,0,0,0,0.0179974997094084,0,0
X002179.SZ,0,0,-0.176069686563856,0,0,0,0,0,0,0,0,0,0,0,0,0.225644123135561,0,0,0.125988700928377,-0.0343612204196532,0,0,0,0,0,0.0245859123341162,-0.0564853659586506,0.379493298499521,0.169040127853305,0.0155717338487911,0,0,0,0,0,0,0,0.0509807081455809,0.071393637766922,0,0,0.16662368484158,0,0,0,0,0,0,0,0,0,-0.0341821214066647,0,0,0,0,-0.0207295979285824,0,0
X000100.SZ,0,0,0,0,0,0.0922190104491761,0,-0.223653598220677,0,-0.157186436483841,0,0.291712341254417,0,0,0,-0.0562101831613074,0,0,0,0,0,0,0.161309309301615,0,0,0,0,0,0,0,0,0.0386498433184335,0,0,0,0,0.117391538833725,0,0,0,0,0,0,0,0,0,0,0,0,0.0644712449202211,0,-0.00619214046374822,0,0,0,0,0.0201913135683923,0,0
X300014.SZ,0,0,0.0931596265396469,-0.068596507469885,0,0,0,-0.178044425131819,0,0,0,0,-0.25582381299147,0,0,0.0567805737579751,0,0,0,0.205959705837321,0,0,0,0,0,-0.083626590675082,-0.0617651840380883,-0.123963695584028,0,0,0,0.0763073252528191,0,0,0,0,0,0,1.73472347597681e-18,0,0.144426584332171,0,0,0,0,0,0.510215551143215,0,0,0,0,0.0370596092107076,0,0,0,0,-0.0470116377170665,0,0
X002241.SZ,0,0,0,0.333229318403521,0,0,0,0,0,0.149169048339701,0,0,0,0,0,0,0.0833682353095364,0,0,0,0,0,0,0,0,0,0.210825210511311,0.0789726072732749,0,0,0.11758771323798,0,0,0,0.0563839688462318,0,0,0,0,0,0,0,0.0038208337933896,0,0,0,0,0,0,0,0,0.024430489157056,0.0175436260858326,-0.114109156985693,0,0,-0.024121440995546,0,0
X600089.SH,0,0,0,0,0,0.0236504068623862,0,0,0,0.172078006710561,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.11524797188565,0,0,0,0,0,0.121817641909609,0,0.0372137135461602,0,0,0,0,0.172320479521003,0.0758235336568328,-0.111894056631389,0.151650254531158,0,0,0,0,0,0.0385169300581628,0,0.0417339920681663,0,0,0,0,-0.00458882025070187,0.0647528228131512,0,0,0,0,0,0
X002463.SZ,0,0,0,0.371494118796247,0,0,0,0.0600150937939065,0,-0.0774730224414975,0,0,-0.272833714905226,0,0,0,0,-0.0509752153088574,0,-0.13889224360052,0,0,0,0,0,0,0.124723196826977,0,0,0,0,-0.212382097510639,-0.114780864566498,0.0264613422904618,0.235576499872937,0,0,0.603401137271282,0,0,0,0,0,0.249523796437043,0,0,0,0,0,0,0,0.0155729312739725,0,0,0,0,-0.0800790668272909,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0.587195041496676,0,0,0,0,0,0,0,0.127191690042398,0,0,0,0,0.268635360620366,0,0.112366350621726,0,0,0,0,0,0,0,0,0.29691535963934,-0.0284672302052241,0,0.0846221874339283,-0.0357402468688247,0,0,0,0,0,0,0,0,0,0,-0.207074230187567,0,0,-0.0686435882120822,0.0509847502897593,0,0,0.014898169732226,0,0
X600372.SH,0,0,0,0,0,0,0,0,0.0564129084179935,0.113741331969742,0,0,0,0,0,-0.0841560138972562,0,0,0.0296485887460186,0,0,0,0,3.46944695195361e-18,0,0.0185605106934083,0,0,-0.0302874827873474,0,0,0.214251642719367,0,0,0.0214860260878544,0,0,0,0,0.114268974487,0,0,0,-0.0264433341126608,0,0,0,0,0,0.16983654650671,0,0.00496037339134988,0,0,0,0,-0.0492043831283236,0,0
X002028.SZ,0,0,0,0,0,0,0,0,0,0.0817513657773413,0,0,0,0,0,0,0,0,0.333031139858669,0,0.0499982938549821,0,0,0,0.0916503846272986,0,0,0,0,0,0,0,0,0,-0.133837412493985,0.225777382132734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631016091054832,0.0683920322628061,0,-0.0571737001722195,0,0.0874272694687107,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.0722107348253552,0.0540349643785681,0,0,0,0,0,0,0,0,0.173395197289798,0,0.322961176145339,0,0,0,0,0,0,0,0,0,0,0,0.000553589531176325,0,0.0630876966691343,0,0,0,0,0,0,0,0,0.0936796569197972,0.0327160795134765,0,-0.0145653576751289,0,0,0,0,0,0.0561889526561508,-0.0285786296633305,0,0,0.0177890676232315,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0193525009229579,0,0,0,-0.0449409166945172,0,0,0,0,0,0.364206919836574,0,3.46944695195361e-18,0,0.0116845941557124,0.129073072495899,0,0,0,0,0.0688289335837411,0,0,0.0951040079400636,0,0.0387448769720641,0,0,0.15400039972592,0.0444348252942141,0,0,0,0.14566168416995,0,0,0,0,0,0,0.0281578513979426,0.0461081096508906,0,0,0,0.0486627269368428,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579920883599473,-0.0395223635252109,0,0,0,0,-0.334360513047,0,0,0,0,0.0661762100059472,0,0,0,-0.184077898024869,0,0,0,0.28139595531417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289528447661588,0,0
X600741.SH,0,0.0810766604557079,0,0,0,0,0,0,0,0,0,0,0,0,0.168344860057247,-0.0705130867525285,0,0,0,0,0,0,0,0,0,-0.202695068339872,0,0,0.163444261858955,0,0,0,0,0,0,0,0,0,0,0.0509176724446788,0,0,0,0,0,0,0,0,0.00986181744806569,0,0,0,0.0296445492505153,0,0,0,0.0159783447132649,0,0
X600066.SH,-0.108070544203842,0,0,0.27202069354973,0,0,0,0.0339293979432359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111289817295362,0.0915133580166599,0,0,0,0,0.0795270005525228,0,0,0,0,0,0,0,0,0,-0.178269069545248,0,0.335518060587587,0,-0.0434299091589852,0,0,0,-0.0635963443349442,0,-0.0672796206545634,0,-0.0618610062078018,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,-0.0571834299909794,0,0,0,0,0,0,0,0.353406255095415,0,0,-0.112050601613867,0,0,0,0.13277994498358,0,0,0.0289766148125233,0,-0.0676303983980836,0,0,0,0,6.93889390390723e-18,0,0,0.209511327935479,0,0,0.0754162171269171,0,0,0,0,0,0,0,0,0,0,0,0,-0.0794747173865134,1.73472347597681e-18,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0.178113639499481,0,0,0,0,0,0,0,0,-0.0546981090079819,0,0,0,0,0.125975494480809,0,0,0.162945457207278,0,0,0,0,0,0.0441656382265127,0.00541583539755983,0,0,-0.107382998466097,0,0,0.501037184947977,0,0,0,0,0,0,0,0,0,0,-0.0236826126190663,-0.0145405723857483,-0.132660390545669,0,0,0,0,0
X002236.SZ,0,0,0,0.0521851315597129,0,0,0,-0.0256438056521215,0,0,0,0,0,0,0,0,0,0,0.0786454114962815,0,0.0278697186215924,0.143545499856994,0,0.0284327106892399,0,0,0,0,0,0,0.156493584904737,0,0,0,0.120665242716402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280429902475573,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600183.SH,0,0,0,0.227603363638622,0,0,0,0,0,0,0,0,0,0,0,0.182982866031581,0,0,0.0688550563692852,0,0,0,0,0.11579233221547,0,0.222831814571013,0,-0.344669775640669,0,0,0,0.118747966452991,0.272466582231193,0,0,0,0,0,0,0,-0.0318179725290982,0,0,0,0,0,0,0,-0.21428366375513,0,0,0.181159361631339,-0.0835235710331911,0.0522194180388623,0,0,0.0751239954822678,0,0
X601877.SH,0,0,0,0,0,0.174668619194622,0,0,0,0,0,0,0,0.190746957055928,0,0.0591502462147447,0,0,0.0284043030616578,0,0,0,0.0231553170701254,0,0.21165071480746,0,0,0,0,0,0.0318578143382027,0,0,0,0,0,0,0,0,0,0.012211895598605,0,0,-0.0280114670361091,0,0,0,0,0,0,0,0.0100147980169929,0,0,0,0,0.0074543212726834,0,0
X002049.SZ,0,0,0,0.0246312860949906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195360522448991,0,0.146394171248278,0,0,0.00355858642142615,0.0578344776783599,0,0,0,0.314195400488962,0,0,0,0.235939755082525,0,0,0,0,0,0,0,0,0,0,0.0193663252681803,0,0,0,0.0781151914336384,0,0.0545753951557542,0,0.0235562962570186,0,0,0.059613335684814,0,0
