,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X601877.SH,X000100.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X300136.SZ,X600089.SH,X300003.SZ,X600271.SH,X002294.SZ,X600522.SH,X600177.SH,X002008.SZ,X000157.SZ,X600487.SH,X002007.SZ,X600118.SH,X600867.SH,X600372.SH,X000981.SZ,X600809.SH,X600699.SH,X600566.SH,X000559.SZ,X002074.SZ,X000050.SZ,X600498.SH,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315238401688545,0,0,0,0.0379565623394009,0,0,0.0630349251992241,0,0,0,0,0,0,0,0.214615374864446,0,0,0,0,0,0.48850676316518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.216295948140774,0,0,0,0,0,0.140542890490144,0,0.339600464199302,0,0.0484928367297362,0,0,0,0,0,0,0,0.0251980903080502,0,0,0,0,-0.191684118324047,0,0,-0.113747394471966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132987810557572,0.0249067166835532,-0.00146219142927222,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.24283544686551,0.142943637678457,0.0722446812406323,0,0,0,0,0,0,0,0.405987131978817,0,0,0,0,0,0,0,0,0,0,0.226607652829343,0,0,0,0,0,0,0,0,0,0,0,0,-0.026686096083549,0,0,0,-0.186858811523162,0,-0.0612044247002372,0,-0.0325242738675814,0,0,0,-0.00513788598949308,0,-0.00424490735254615,0,0,0,0,0
X000651.SZ,0,0.0923867217344041,0,0,0.166743586319602,0.05064844198379,0,0,0,0,0,0,0,0,0.139841446046863,0,0,0,0,0.0257993656688938,0,0,0,0,0,0.0493093335678183,0,0.00611975750423249,0,0.0140252840784488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128846705677348,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0128515825502911,0,0,0,0,0,0,0,0,0.715721027352162,0,0.0399763344070698,0,0,0,0,0,0,0.0762341396841752,0,0,0,0,0.0118217728012658,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163049538029974,0,0.0300023481635854,0,0,0,0.000809446995515084,0.0605947944598079,0,0,0,0.00422938641941926,0.0186043211306427,0,0,0,0,0,0
X000725.SZ,0,0,0.090757922675176,0,0,0,0,0,0,0,0,0,0.0582090326671733,0,0,0,0,0,0,0,0,0,0,0,0.325173548310347,0,0,0.230306403117551,0,0.680130269934541,0,0,0,0,0,0,0,0,0,0.00218361103897338,0,0,0,0,0,-0.115360737036332,0.123786615909404,0,0,0,0,0.0438958865051465,0,0,0,0,0,0
X600276.SH,0,6.93889390390723e-18,0.150568647174719,0,0,0,0,0.0105127259675825,0,0,0,0.189121342789263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699681053020954,-0.0701850120749857,0,0,0,0,0,0,0,-0.0319571891050283,0,0,0,0,0,0,0,0,-0.00781447758067055,0,-0.160923136009716,0,0.0105806256255672,0.0210966076371342,0,0,0,0,0,0
X002304.SZ,0.201716184169612,0.152618943846407,0,0,0.282871860302686,0,0.0129145267616513,0,0,0.26554503353529,0,0.0856462220622596,0,0,0,0,-0.117742423781588,0,0,0,0,0,0,0,0,0,0,0,0.0331657507098291,0,-0.0309522536128571,0,0,0,0,0,-0.106365596357142,0,0,0,0,0.120460426188616,0,0,0,0,0,0,0,0,-0.0256526023220752,0,0,0,0,-0.310553521654564,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.143655257375629,0.18874484639969,0,0,0,0.0408241458476159,0,0,0,0,0,0.063240752089399,0,0,0.134673097061415,0,0,0,0,0.00491150011629104,0,0,0,0,0,0,0.132907043832426,0,0,0,0,0,0,0,0,0,0,0.173098445933638,0,0,0,-0.0181267723041784,-0.00147730379012051,0,0,0,0,0,0
X600690.SH,0,0.312042211464019,0,0.0998017782207514,0,0,0,0.048020673545718,0,0,0,0.280556577522256,0,0,0.176017809636982,0,0,0,0,0,0,0,0,-0.069419637780572,0,0,-0.0109596760072877,0,-0.150473097912883,0,0.0534078315367736,0.0130058888460918,0.00655507086861115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220180933249442,0,0,0,0,0,0,0
