,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X002475.SZ,X601877.SH,X600703.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600498.SH,X000100.SZ,X600487.SH,X002008.SZ,X000625.SZ,X002007.SZ,X600809.SH,X000661.SZ,X300142.SZ,X000157.SZ,X600566.SH,X600867.SH,X000596.SZ,X600066.SH,X002179.SZ,X600177.SH,X600089.SH,X002506.SZ,X600522.SH,X300146.SZ,X002456.SZ,X002180.SZ,X600372.SH,X002241.SZ,X000977.SZ,X002294.SZ,X300136.SZ,X600183.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.363277390291789,0,0.0713941190223287,0,0,0.0554152211825746,0,0,0,0,0,0,0,0,0,-0.0606416035933265,-0.0089343573729745,0,0,0.00742740341876466,0,0,0,0,0,0,0,0,0,0.465342473360808,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00274150311074601,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.105908874023719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175947750464718,0.156737964641543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143955195708055,0,0,0.253918628869557,0,0,-0.0445346962414795,0.027805896136611,0,0,0,0.0343791466821624,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722952245821172,6.93889390390723e-18,0.637978203284859,0,0,0,0,0.11531169776877,0,0,0,0,-0.0364765528945702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081298919622731,0,0.0985140905546821,0,0,0,0.0122959372539536,0,0.191429081239267,0,0.0683081708188708,0,0
X000651.SZ,0.0180738302011825,0,0,0,0.110579347937334,0,0.0767022091250874,0,0.167861597679047,0,0,0,0,0.105444454986107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670411334970404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222254007358117,0,0,0.00146338438877808,0,0,0,0,0,0,0
X000858.SZ,0.0608438607505823,0,0,0,0,0,0.150758905062164,0,0,0,0,0,0,0.0862021925085455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199524224111239,-0.0125376610345981,0,0,0,-0.00262660635915957,0.425017613038409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161899383624356,0,0,0,0,0,0
X600276.SH,0,0,0.179044108402093,0,0,0,0,0,0,0,0,0,0,0.0867636927308783,0,0,0,0,0.400260667171426,0,0,0,0,0,0,0,0,0.0512136803278399,0,0.0481773204229477,0,0,0.0240027650863428,0,0,0,0.0836854426359988,0,0,0,0,0,0,0,0,0,0.0699242896956939,0,0,0,0,0.00984133212849585,0.025447002704871,0,0,0,-0.0214351785533189,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.334892129993513,0,0,0,0,0,0.120808493348557,0,0,0,0,0,0,0,0,0.282780573698321,0,-0.109723167988065,0,0,0,0.35878058615102,-0.049511315362532,0,0,0,0,0,0.0146932707880705,0,0,0,0,0,0,-0.0530933559454629,0,0,0,0,0.0218729499965455,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.114418422025343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683806162874518,0,0.0817900484190622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578162834405062,0,0.248335671411095,0,0,0,0,0.12695789179017,0.0691050437645257,0,0,0,-0.00849072717118619,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0834649619240826,0,0.0302107873208988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142617294999395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147615526945148,0.0141547408217854,0,0,0,0,0.132831189422039,-0.0288039594846651,0,0,0,0.45176327747959,0,-0.0176319064576502,0,0,0,-0.0116006089239141,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130860706417502,0.472624344475252,0,0.0705669961560683,0,0,0,0,0,0.0875100325469915,0,0,0,0,0,0,0,0,0,0.0760013103895019,0,0.122048931404908,0,0.0254232316074911,0,0,0,0,0,0,0,0.028673016078055,-0.0242447650970165,0,0,0,0.163821602777794,0,0
X600031.SH,0,0,0.182939976169907,0,0,0,0,0,0,0,0,0,0,0.523789235894013,0,0,0,0,0,0,0,0,0.0634966791718521,0,0,0,0,0,0,0.179093744720549,0,0,0,0,0,0,0,0,0,0,0,0.0257654291479058,0,0.14442424770008,0,0,0,-0.160732799490409,0,0,0,-0.0119641234652954,0.0128546586319153,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0166976730909247,0,0.0665536908173248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041232986791365,0.0954939588914233,0,0,0,0,0,0,0,0,0,-0.00639261554089145,0,0.043533548809177,0,0,0,0,0,0,0.0281819879685088,0,0,0,0.104437400290789,0,0,0,0,0,-0.0241276581965932,0.0448402132693832,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.040190276310812,0.164433805507495,0,0.0221511119590814,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.165229193337277,0.452351767355858,0,0,0,0,0.056100749918816,0,0,0,0,0,0,0,0.0889837476219344,0,0,0,0,0,0,0,0,0,0,-0.0201715812321669,0.042922517866392,0,0,0,0,0,0
X600741.SH,0,0,0,0.149183101960325,0,-0.0185294854365458,0.00248432736179731,0,0,0,0.16546154778508,0,0,0,0,0,0,0.0959549606301994,0,0,0,0.0390780220809887,0,0,0,0,0,0.202255044006606,0,8.67361737988404e-19,0,0,0,0,0.131639209736339,0,0,0,0,0,0,0.014725782955293,0,0,0,0.0866516081429459,0,0.0163541721968614,0,0,0,-0.0042653164244453,0.0256308726815991,0,0,0,0,0,0
X002475.SZ,0.0908151305799569,0,0,0,0,0.118586187963413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163781932249302,0,0,0,-0.226676705979076,0,0,0,0,0,0,0,0.0571202962414237,0.3964948621256,0,0,0,0,0,0.246777576191479,0,0,0,0,0.0840419387632084,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.00361649482817127,0.0260073285887574,0,0,0,0,0,0,0,0,0,0.13955234811765,0,0,0.0712044139862485,0,0,0.0671839695756904,0,0,0,0.0827280351460163,0,0,0,0,0,0,0,0,0,0.0363143288141879,0.0042314099734415,0,0,0,0,0,0,0.0415525992407759,0,0.0475895469571345,-0.0249525999439757,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211360025614425,0,0.0701458233505317,0,0,0,0,0,0.139027696910123,0,0,0,0,0.469725669112605,0,0,0.234616705350196,0,0,0,0,-0.30103272044336,0.511455203669294,0,-0.0216887563317315,0,0,0,0,-0.0818949091723337,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170279388696183,0,0,0,0,0,0.234201293416062,0,0,0,0,0.0605589776155952,0.0904102121231744,0,0,0,0,0,0.0925205599520103,0.0252463546887748,0.175881900175732,0,0.0948450545361445,0,0,0,0,0,-0.0167650091073606,-0.0746056127603199,0,0,0,0,0,0
X300003.SZ,0,0,6.93889390390723e-18,0,0,0.264508609089793,0,0,0,0,0,0,0.0170473409295755,0,0,0,-0.238161986105738,0,0,0,0.0297519820614741,0,0.542051747453541,0,0,0,0,0,0,0,0,0.3631239065222,0,0,0,0,0,0,0,0,0,0,0,0.0709457945775901,0,0,0.202266690258372,0,0,0,0,0.0602879235431557,-0.108716450259248,0,0,0,0,0,0
X002236.SZ,0,0,0.606898498549203,0,0,0.035258602909197,0.0638697253646743,0,0,0,0,0,0,0,0,0,0,0,0.0341317521956539,0,0,0,0,0,0.239785427152064,0,0,0,0.0848913163920269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416534805962982,0,0,0,0,0,0.0196249135600064,-0.0491554829456171,0,0,0,0.0157170736503346,0,0
X300124.SZ,0,0,0,0,0,-0.0969528755071568,0,0,0.22984444746798,0.0669727878035901,0,0,0,0,0,0,0,0.0402879035376743,0.107037837906745,0,0,0,0,0,0,0.591313969995116,0,0,0,0.0249838396073036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872267970063925,0,-0.0666747607195397,0,0,0,0.0108316018094178,0,0,0,0,0.0959718492790022,0,0
X600498.SH,-0.11924594001391,0.122979082537236,0,0,0,0,0,0,0,0.373105313164774,0,0,0,0,0,0,0,0,0.056286521965372,0,0,0,0,0,0,0,0,0,-0.134601903029749,0,0,0,-0.0752346854634509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446784039356864,0,0,0.078031707756567,-0.0242019243204902,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.048897899829109,0,0,0,0,0,0,0,0,0.238637029071001,0,0,0,0,0,0,0,0,0,0,0,0.382959430893293,0,0,0,0,0,0,0,0,0,0,0.0324910298641049,0.0807266375483337,0.111241138395145,0,0.0429522845817077,0,0,0,0,0,0.0130336428605151,-0.0352275917441365,0,0,0,0,0,0
X600487.SH,0.172269327787455,0,0,0,0,0,0,0,0,0.593283400981421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321139260196457,0,-0.00905688664594161,0,0,0,0,0.0463373943226289,0.05012845550206,0,0,0,0,0,-0.215332484788116,0,-0.0238935274248776,0,0,0,0,0,0,0,0,-0.0165061975722128,-0.0169171240820356,0,0,0,0,0,0
X002008.SZ,0,0,0.204412547455011,0,0,0,0,0,0,0,0,0,0.0902073886076353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995922835152375,0,0,0,0,0.0547777279729281,0,0,0,0,0,0,0,0,0,0.0492959480264119,0,0,0,0,0,0,0,-0.156343501978489,-0.0253989054553187,0.0359933757429695,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22079579744692,0,0,0,0,0.184332673485214,0,0.289016114316312,0,-0.0520578184371476,0,0,0,-0.0277096207511091,0.0459451044199815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229376030766548,0,0,0,0.0275159261677322,0,-0.0123739110774539,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015067327337165,0,0.0374366912373815,0,0.316032732315523,0,0,0,-0.123994663003979,0.570376050747356,-0.0037327665264907,0,0,-0.12997540657202,0,0,0,0.336130992540354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104732965053735,0,0,0.0220563996843691,-0.0298005976416964,-0.0511923315079405,0,0,0,-0.236799837325042,0,0
X600809.SH,0,0,0,0,0.578351202450351,0,0.181151440261043,0,0,0,0,0,0,0,0,0,0.0150325431569319,0,0,0,0,0,0,0.0746251402252521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449297673152212,0,0,0,0.0120129588348891,0.0327231068799036,0.0400056139349331,0,0,0,-0.0131922880380595,0,0,0,0,0,0,0
X000661.SZ,-0.0369209850574812,0,-0.110751125040917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623327698952277,0,0.112430249547332,0,0,0,0,0,0,0.0405712473399636,0,0,0,0,0,0.0479903752488679,0.18567257921006,0,0,0,0,0,0,0.0294602226877149,0,0,0,0,0,0,0.220885454952341,0,0,0,-0.0934421222464717,0,0,0.713451751056439,0,-0.241822065599165,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0.418255424756354,0,0,0,0,0,0,0,0,0,0,-0.44928421905271,0,0,0,0,0,0,0.555195228358419,0,0,0,0,0,0.378328686064844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106695911148887,0,-0.0196498635705358,-0.012478712186381,0.03012988674053,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.384736745087161,0,0.0352157425706287,0,0,0,0,0,0,0,0,0,0,0,0,0.0982586269145093,0.0729403148993352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033920683082689,0.0414891764230637,0,0,0.0566699577553334,0,0,0,0,0,0.00189492733753765,-0.00708780660102827,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0.299739710640442,0,0,0,-0.213714841664857,0,0,0,0,0,0.280945164620779,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024598894688986,0,0,0.116285127623603,0,0,0,0,0,0,0,-0.230971493805321,0.546073406715816,0,0,0,0,0.217352342329508,0,0,0,0,0.019786837716876,-0.133064444942866,0,0,0,0,0,0
