,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X002371.SZ,X002241.SZ,X300014.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X000625.SZ,X600118.SH,X300142.SZ,X002456.SZ,X600584.SH,X600271.SH,X002008.SZ,X000066.SZ,X002179.SZ,X300136.SZ,X002180.SZ,X002463.SZ,X600699.SH,X002414.SZ,X600177.SH,X002049.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0772282820834638,0,0,0,0,0,0,-0.017333065734248,0,0,0,0,-0.0372446853569926,0,0,0,0,0,0.0791901740186873,0,0,0,0.2082758116393,0.211127600997668,0,0,0,0,0,0,0,0,0,0,0.0602923809498119,0,0,0,0,0,0,0,0,-0.100181917405931,0.116399544369542,0,0,0,-0.0699438577079512,0,0,-0.0871960901571299,0,0,0,-0.0937895716301938,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0738084640204458,0,0,0.46829196900201,0,0,0,0.00472403656682969,0.0119604019847133,0,0,0.0109601591018986,0,0,0,0,0,0,0,0,0,0,0.0327946585355471,0,0.0508439118490023,0,0,0,0,0.111591188767831,0,0,0,0,0.0372870130363298,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.00117505112470429,0,0
X600276.SH,0.187174953351391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954445088882332,0,0,0,0.0668531998041406,0.0677943454720689,0,0,0.158364121521549,0,0,0.115871336739844,0,-0.0908373301908728,0,0,0,0,0.00832739438954582,0,0,-0.0245984398767774,0,0,0,0,0,0,0,0,0,0.00525591269014672,0,0,0,0,0.0323326722496759,-0.0133576782186618,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.134842276495129,0,0.00417151321276268,0.0795009547385362,0,0,0,0,6.93889390390723e-18,0,0,0,0.127571823439379,0.0733525361372808,0,0,0,0,0,-0.0346136649675179,0,0,0.0378495224816688,0,0,0,0,0,0,0,0,0,0.101029195484254,0.143793428717617,0,0.00209961027785789,0,0,0,0,0,0,0.0168240622325587,0,0,0,0,0,0
X002415.SZ,0,0,-0.0256568594989857,0,0,0.122792665252794,0.0988469029115891,0,0,-0.144672168755596,0,0,0,0,0.0290916481710483,0,0,0,0,0,0,0,0,0,0,0.380844784068543,0,0,0,0,0.225582901371858,0,-3.46944695195361e-18,0.00097337996340309,0,0,0,0,0,0.167512520923631,0,0,0,0,0,0,0.0691935380988151,0.0355215395059926,0,0,0,0,0.0278124598081247,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.2215209038044,0.00374126606706379,0,0.0143665067152696,0,0,0,0,0,0.22861962590653,0,0,0,0,0,0,0,0,0,0,0,0.144342560711701,0,0.104970103904352,0,0,0,0,0,0,0,0,0,0,0,0.0376102891664183,0,0,0,0,0,0,0,0,0,0,0.00720737364804531,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00187025540336764,0,0,0,0.203333659084493,0,0.0800388352499057,0,0,0,0.241080585676343,0.0831084072229017,0,0,0,0,0,0,0,0,0,0,0,0,0.0481150341544035,0.0165441509162225,0,0,0.0839997563302853,0,0,0.0869030203779235,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.00564977420924577,0,0,0,0.034761870127927,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132175511653347,0,0,0,0,0,0.142467982588616,0.0377029894280887,0,0,0,0,0,0,0,0,0,0.0534063474045475,0,0,0,0,0.144522053089154,0,0,0,0,0.152133153605506,0,0,0.16650661623689,0,0,0,0,0,-0.0281139581422585,0.015317531979707,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977293077662891,0,0.374548262535937,0,0.00342746543572223,0,0.0351083057126425,0,0,0,0,0,0,0,0.0602357540391664,0,0,0,0,0,0,0,0,0,0.0313099756537783,0,0.117414955988263,0,0.0484353371940079,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0398687744569736,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.237980579848392,0,0,0,0,0,0,0,0,0,0,0,0.0731443201118837,0,0,0,0,0,0,0,0,0,0,0,0.130217580047275,0,0,0,0.0997744637102227,0,0.0241879585155006,0,0.0351200969521526,0.0301785077146986,0,0,-1.73472347597681e-18,0.219958078976584,0,0.0286263246793984,4.33680868994202e-19,0,0,0,0,0,0
