,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X002241.SZ,X600066.SH,X000100.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002456.SZ,X600177.SH,X600372.SH,X000157.SZ,X600522.SH,X300124.SZ,X002085.SZ,X002007.SZ,X000981.SZ,X600089.SH,X002294.SZ,X300003.SZ,X600699.SH,X000559.SZ,X600867.SH,X002508.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X600498.SH,X002074.SZ,X300136.SZ,X000623.SZ,X002426.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.106013753070168,0.0580313235753834,0,0,0,0,0,0,0,0,0,0,0,0.0280405588282728,0,0,0,0.245572394171937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000997841124295282,0,0,0,0,-0.00318959766274967,0.00352925209283717,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.0577730896832007,0,0,0,0,0,-0.0227455239368342,0.74103517293749,0,0,0,0,0,0,0,0,0,0,0.131882869934403,0,0,0,0,0,0,0,0,0,0,0,-0.0131960659583742,-0.0237726946133297,0,0,0,-0.0998672453485401,-0.0448859822735401,0,-0.0589188243086343,-0.128659264539475,0,0,0,-0.0783489935444591,0,0.000866184098968644,0.0475455571238397,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.102353893626183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526106030890068,0,0,0,0,0,-0.11049269560544,0,0,0.116668574691114,0.0973369071036491,0,0,0,0,0,0.247605779504134,-0.00922497503420935,0,0,0,0,0,-0.0752988353340336,-0.00424089475189382,0,0,0,0,0,0,0
X000651.SZ,0,0.0936649946605885,0,0,0,0,0,0,0,0.522436689024163,0.750145436178037,0,0,0,0,0,-0.0998025224834166,0,0,0,0,0,0,0,0,0,0,0.0379195623553936,0,0,0,0,0,0,0,0,0,0,0,0,0.240403147345247,0,0,0.0947133917564905,0,0,0.279950981718194,0,0,-0.000341375424074167,0.0110768132371342,0.0207668182371377,0,0,0,0,0,0
X000858.SZ,0.123302683352144,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0427962450923673,0.148089959134812,0.273057827195644,0,0,0,0.10026493783177,0,0,0,0,0.103859806729625,0,0,0,0,0,0,0.00604037545282765,0,-0.066687273847212,0,0,0,0,0,0,0,0,0,0,0,0,0.0422781453217453,0,0,0,0,0,0.00542528158630008,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.00354601962682076,0,0,0,0,0,0,0.0862639827327077,-0.111589680212694,0,0,0,0.0943775127435032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396214043824121,0,0.0170354983180072,0,0,0,0.00338117122217931,0,0,0.181051401159248,-0.105314157164215,0.023466543365899,-0.00909999600203555,0,0,0,0,0,0
X000725.SZ,0,0,0,0.165532345403656,0,0,0,0,0,0,0,0,0,0,0.0581213124232394,0,-0.103449992882441,0,0,0.224348080023916,0,0,0,0,0,0,0,0.14417161851702,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963849123628859,0.0298337929710117,0,0,0,0.00577502681439295,0,0,0,0.0330986544908323,-0.0508548648972956,0,0,0,-0.0633063440954625,0,0
X002304.SZ,0,0.0282884262398994,0,0,0,0,0,0,0,0.133246301182634,0,0,0,0.315519905576321,0.082489418486445,0,0,0,0,0,0,0,0,0,0.0646314477971935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045199343789435,0,0,0,0,0,0.00739101925871144,0,-0.110636942796642,0.00489326165510365,0,0,0,0,0,0,0
X000625.SZ,0,0.0071443064417746,0,0.0807475840738224,0,0,0.030557397244904,0,0,0.0781874446036493,0,0,0.104473841871732,0.431063490160556,0,0,0,0,0,0,0,0.108334605292061,0,0,-0.0187341999710288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000352365178302319,0,0,0,0,0,0
X000063.SZ,0.0692692718839453,0,0,0.174439469147763,0,0,0,0,0,0,0,0,0,0,0,0.119118167491816,0,0,0,0,0,-0.140313045775099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115376230909306,0,0,0,0,0,0,0,0,0,-0.0815838685805255,0.0594593788118862,0.151484426051603,0,0,0,0.00623465333081633,0,0,0,0,0,0
