,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000063.SZ,X002371.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000568.SZ,X000725.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X002241.SZ,X000100.SZ,X600418.SH,X000596.SZ,X300014.SZ,X002463.SZ,X002179.SZ,X000977.SZ,X600183.SH,X600584.SH,X600066.SH,X000157.SZ,X002028.SZ,X600089.SH,X600703.SH,X600372.SH,X600741.SH,X002236.SZ,X002049.SZ,X601877.SH,X600522.SH,X000066.SZ,X002156.SZ,X000921.SZ,X600460.SH,X000988.SZ,X600839.SH,X002456.SZ,X002281.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.035870000363821,0,0,0,0,0,0.0552199573140916,0.0404534908090059,0,0.0044294164850811,0,0,0.230366118692126,0,0,0,0,0,0,0,0,0.165938267248126,0,0,0,0,0,0.0333017848919261,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00736764649163563,0,0,0,-0.0534974257445808,0,0,0,0,0.00404808098001878,-1.0842021724855e-19,0,0,0,0,0,0
X000858.SZ,0.189754076039794,0,0.0995108799446256,0,0,0,0,0.0191939048549916,0,0,0,0,0,0.429856120203606,0,0,0,0,0,0,0,0,0.139425012061849,0,0,0,-0.0675706710996709,0.0218192837562361,0.0155514169433493,0,0,0,0,0,0,0,0,0,0,0,-0.0129904724905116,0.0232281922152524,0,0,0,0.00619517818264802,-0.0192724441442414,0,0,0,0,0,-0.00922882680661641,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0273445423317155,0,0,0.0729476008041856,0,0.134115763515498,0,0,0,0,0,0,0.271369556739203,0,0,0,0.245171753762578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193389170295143,-0.0542124874940512,0,0,0,0.0804754268744877,0,0,0,0,0,0.0138945007924438,0.0178690380455787,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.0677721104490998,0,0,0,-0.0773823916954529,0,0,0.141126113964133,0,0,0,0,0,0,0,0,0,0,0,0.131927327095891,0,0,0,0,0,0,0,0,0,0,0.0586543116312593,0,0,0,0,0,0,0,0,0.135748591713101,0,0.00758042588651941,0.00262957638066554,0.0607542250046838,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.000507494432820641,0.125719368725134,0.0258435070490595,0,0,0.0168327099193418,0.0913868716939765,0,0,0,0,0,0,0,0,0,0.101531769568848,0,0,0,0,0.0871395509166854,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0117375160914781,0,0,0,0,0,0,0,0,0,0,-0.00530233141874291,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138917944969865,0,0,0,0,0.274420641272317,0,0.0756467834009814,0,0.11999852701439,0,0,0,0,0,0,0,0,0,0,0.361863737477708,0,0,0.0157089698268935,0,-0.000311389553874007,0,0,0,0.0060809200286445,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.145167107040291,0,0,0.0476482670665411,0,0.0576063229586701,0,0,0,0,0,0,0,0,0,0,-0.145026458295325,0,0,0,0,0,0,0,0.310088717936864,0,0,0,0,0,0.0176193947642087,0,0,-0.00950382836132315,0,-0.0418636523326425,0,0.0315473306889057,0,0.0535201444014385,0,0,0,0,0,0,0.0064062352905066,0.0115757301977112,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,-0.00465635142792784,0,0,0.568173372568744,0,0,0,0,0,0,0,0,0.227547062237381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114030655107974,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00374721789088517,-0.0182505452647072,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.022328606609744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363224339932164,0.161317779649367,0.100484245891905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170409206936346,0,-0.122699986240255,0,0.205281814006594,0,0,0.0355360677695736,-0.0290417160423826,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.021522826000314,0,0.218877513050346,0,0,0,0,0,0,0,0,0.059663232329144,0,0,0,0,0.214887771153367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153339440056768,0,0,0,0,-0.118649376976696,0.0790650268080196,0,0,0.0103405211224309,0,0.0155030758043778,0,0,0,0,0,0
