,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X003816.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X300124.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600584.SH,X000157.SZ,X600372.SH,X600703.SH,X002028.SZ,X000977.SZ,X600741.SH,X600066.SH,X600522.SH,X002236.SZ,X600183.SH,X600418.SH,X002049.SZ,X601877.SH,X000800.SZ,X600487.SH,X002180.SZ,X002294.SZ,X600177.SH,X002223.SZ,X002074.SZ,X000661.SZ,X601799.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.237521588062419,0,0,0,0,0,0.00130132686991513,0.0771656610975984,0.101983211333981,0,0,0,0,0,0,0,0,0.0332109661012805,0.0871631645451058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514807364095538,0,-0.0095950760983954,-0.00831945923285199,0,0,0,0,0,-0.0644639762968069,0,0,0,0.0230464976238659,0,0
X000858.SZ,0.329983386739772,0,0,0,0,0,0,0,0.239395182555004,0,0,0,0,0.0278135282004243,0,0,0,0,0,0.104704997343484,0,0,0,0,0,0,-0.0129982021730223,0,0,0,0,0,0.0621096764086207,0,0,0,0,-0.0229267640727216,-0.0388122866595331,0,0,0,0,-0.0221659914420947,0,0.134346917986773,0,0,0,0,0,0,0.080602888438261,0,0,0,0.0268280644047561,0,0
X600276.SH,0,0,0,0,0.0323065067981339,-0.0251723017833175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137303167711024,0,0,0,0,0,0,0,0,0,0,0.0408549093744839,0,0,0,0,0.125893819604598,0,0,0,0.228928932892118,0,0,0,-0.0603868469586608,0.0224749949076254,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0955667748458348,0,0,0,0,0,-0.0679589718944733,0,0,0,0,0,-0.0660447867343349,0,0.517623932744325,0,0,0,0.218886307954882,0,0,0,0,0,0,0.0285784242941298,0.0741212115857653,0,0,0,0,0,0,0,-0.0309361940202331,0,0,0,0,0,0,0,0,-0.00772816454399452,-0.0719470101456807,0,0,0,-0.0389983749596316,0,0
X002415.SZ,0,0,0,0,0,0,0.123915067179839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121389895562217,0,0,0,0,0,-0.0277528473791367,0,0,0,0,0,0,0,0.0263902681320545,0,0,0.238829572346762,0,0,0.04397827459842,-0.138276048427416,0,0,0,0,0,0.0999223484547799,0,0,0.0715697813829266,0,0,0,0,0.00671183183483181,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0832416614619383,0,0,0,0,0,-0.121656685573584,0.108096646157309,0,0,-0.0515080598377257,0,0,0,0,0,0,-0.0899559448402428,0,0.0677818107469601,0,0,0,0,0,0,0,0,-0.0181820467611942,0,0,0,0,0,0,0,0,0,-0.0630849133563292,0,0.0535290802459588,-0.450745350799317,0,0.0419619494663413,0,0,0,0,-0.00734445723488817,0,0
X600690.SH,0,0,0,0,0,0,0,0.224814640490101,0,0,0,0,0,0.0523459955530718,0,0,0,0,0.0425211305011703,0,0,0.1089884247474,0,0,0,0.116461889195319,0,0.0498073997818335,0,0,0,0,0,0,0.0552888661675372,0,0,0.0876391041985115,0,0.00871762375739692,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546762084964969,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.0394002013168459,0.147221230345176,0,0,0,0,0,0,0,0,0,0,0,0.101258638583803,0,-0.0446589747762349,0,0,0,0.0376167639815847,0,0,0,0,0,0,0,0,0.147775743238081,0,0,-0.00949566892240641,0,0,0,0,0,0,0,0,0,-0.0782350553442241,0,-0.0446846187035056,0.0498913824919746,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0656233819626615,0,0,0,0.154996319679901,0,0,0,-0.00235714401932916,-0.018898656715292,0,0,0,0,0.631798599000741,0,0,0,0,0,0,0,0,0.00776977582572473,0,0,0,0,0,0,0,0,0,0,0,0,-0.150080092700714,0,0,0,0,0,0,0,0,0,0.0329104249636218,0,0,0,0,0,0,0
X000568.SZ,0.290132845719421,0.236837246954854,0,0,0,0,0,0,0.0275575847224794,0,0,0,0,0,0,0,0,0,0,0.263047088174009,0,0,0,0,0,0,0,0,0,0,0,0.0127620911814845,0,0.0580325284977609,-0.0270892228307375,0,-0.119159432461438,0.103962473356064,0,0,0,-0.096827459890124,0,0,0,0,0,0,0.0171173378242891,0,0,-0.0276853427460845,0,-0.0327302315010233,0,0,-0.0253309264943332,0,0
