,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X002508.SZ,X000100.SZ,X601877.SH,X300124.SZ,X600177.SH,X300136.SZ,X300003.SZ,X600522.SH,X002008.SZ,X600271.SH,X002007.SZ,X002294.SZ,X000157.SZ,X002085.SZ,X600118.SH,X600089.SH,X600487.SH,X600566.SH,X600809.SH,X600867.SH,X600699.SH,X600372.SH,X000559.SZ,X000623.SZ,X000596.SZ,X300115.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.190793773558417,0.0223237034449263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985967172914405,0,0.211879619267232,0.0562965578504268,0,0.257573905789206,0,0,-0.0013561761098606,0,0,0.138401887418667,0,-0.0501601275619567,0,0.0131521960145225,-0.0133274242433259,0,0,0,0,0,0
X600104.SH,0,0,0,0.22997557204601,0,0,0,0,0.183769561740103,0,0,0,0.410968678220884,0,-0.0352209957114458,0,-0.0522203251496741,0,0,0,0,0,0,0,-0.0516692226277023,0,-0.0846897331595576,0,0,1.73472347597681e-18,0,0,0,0,-0.0806769595074241,0,0,0,0.174580240719517,0,0,0,0,0,0,0,0,0,-0.176145635863839,0.0133604043795921,-0.0115721232150281,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.128076116491428,0,0.0201259776036261,0,0,0,0,0.0541581526708492,0,0,0.302180097890139,0.0156255669318506,0,0,0,0,0,0.111344980634031,0,0,0,0,0,0,0.0395281615599178,0,0.0954564337620138,0,0,0,0,0,0,0,0.0893331725005598,0,0,-0.312781616210272,0,-0.143185858305642,0,0,0,0,0,0,0.0214545435948388,0,0,0,0,0,0
X000651.SZ,0.10920850770291,0,0,0,0,0.0408639807985019,0.0505920217267195,0,0.21113091695453,0.173566491824702,0.0482618668047552,0,0,0,-1.0842021724855e-19,0,0,0,0.0452517943098554,0,0,0.115098016253232,0,0,0,0,0.0671950582108745,0,0,0,0,0,0,-0.0230895969177761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144885246070832,0,0,0.00149435067365674,0,0,0,0,0,0
X000858.SZ,0.058173387855177,0.0142480411525628,0,0,0,0,0.0162131526642091,0,0,0,0,0.604566696649282,0,0,0.0984696228349108,0,0,0,0,0,0,0,0,0.0896784598576903,0,0,0,0.0121191965785043,0,0,0,0,0,0,0,0,0,0,0,0.00745655581657314,0,0,0,0,0,0,0,0,0,-0.00318156098507123,-0.00122438266789444,0,0,0,0,0,0
X600276.SH,0,0.0842622260374133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.144203416029649,0,0,0,0,-0.0259853375538518,0,0,0,0,0,0,-0.0452192214487621,-0.192597740924546,0,0.0642520995807043,-0.000201629321462027,0,0,0.00993358144764682,0.0143764458325114,0,0,0,0,0,0
X000725.SZ,0,0,0.377286721550265,0,0,0,0,0,0,0,0,0,0,0,-0.0689782229845588,-0.112515450459492,0,0,0,0.0546582060550983,0,0,0,0,0,0,0,0,0,-0.00783320921129347,0.25599951736909,0,0,0,0.285317395124043,0,0.422127278736651,0.017223373862598,0,0,0,0,0.178071278026178,0,0,0,0,-0.0134445934188961,0,0,0.0200891267416625,0,0,0,0,0,0
X002304.SZ,0,0,0,0,1.73472347597681e-18,0,0,0,0.523109387480635,0,0,0,0.0529300868930125,0,0,0,0,0,0,0,0,0,0,0.137535760430853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807178952360639,-0.164920413967028,0,0,0.012872994985866,0.0280938557131722,0,0,0,0,0,0
X600690.SH,0,0.447410319269575,0,0,0,0,0,0.0992514387621597,0,0,0,0,0.153085045172826,0,0.0836623494174964,0,0,0,0,0,0,0,0,0,0,0,0.0458840670215208,-0.124835466252788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388789822746307,0,-0.0967987489711289,0,0,0.0618204535607871,0.0877317876003694,0,-0.000376357392604317,-0.0129507371016704,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0471680332998809,-0.00159622637786054,-0.0191735248693188,0,0.0991034168219856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843081720836379,0,0,0,0,0.0279233221977563,0,0,-0.136716397900667,0,0,0,0,0.0813693308957091,0,0,0,0,0.0835577894805432,0,0,-0.0145777318657588,0.250135354075569,0,0,0,-0.0162133155911773,0,0,0,0,0,0
