,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X002241.SZ,X000661.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X000596.SZ,X300124.SZ,X300014.SZ,X600703.SH,X002007.SZ,X600741.SH,X000625.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X002129.SZ,X601877.SH,X002236.SZ,X002049.SZ,X000157.SZ,X600584.SH,X000800.SZ,X300003.SZ,X002179.SZ,X002414.SZ,X600183.SH,X300136.SZ,X601799.SH,X000977.SZ,X000066.SZ,X002008.SZ,X002456.SZ,X300146.SZ,X002185.SZ,X600118.SH,X600066.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.141803242059897,0,-0.0334000001618022,0,0,0,0,0,0,0.4093171246195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115220034230192,0,0,-0.0720462974532013,0.0141349423652953,0,0.0222059853074773,0,0,0,0,0,0,0,0,0.00314138693481941,0,0,-0.0329136569328274,0,0,0,0,0,0,0,0.0400038035506567,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.178704079990125,-4.33680868994202e-19,0.306543070887179,0,0,0.00560872711548657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00479469207442582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227155410531453,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.124853516998811,0.0427045035355859,0,0.0119257262008648,0,0,0,0,0,0,-0.0342648171064343,0,0,0,0,0,0,0,0,0,0,0,0,0.129789561089771,0,0,0,0,0,0,0.00932834860350191,-0.0801876369308736,0.0543170510486648,0.0256195951777966,0,0,0,0,0.00832181966702591,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.225765180763086,0,0,0,0,0,0,0,0.104750066021192,0,0,0,0,-0.0998095063223077,0,-0.0390097245519783,0,0,0,-0.00623444029197766,0,0,0.0613989691309826,0,0,0,0.18891678461374,0.0171094939926429,0,0,0,0,0,0,0,0.0204642154428323,0,0,0,0,0,0,-0.088657781773677,0,0.0501119828655108,0,0,0,-0.027512812615748,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0365762628968337,0,0,0,0,-0.0207583870577455,0.36507469665869,0,0,0,0,0,0,0.0343463803935464,0,0,0,0,0.0467585692994192,0,0,0,0,0,0,0,0.0167497793857101,0,0,0,0,0,0.0181246552463788,0,0,0,0,0,0,0,0,0,0.278235027641191,0,0,-0.00383615078763837,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110841668827298,0,0,0,-0.0768639756945809,0,0,0,0,0,0.106353279843682,0.0449315174780288,0,0.0436146857005838,0,0,0.0689172500469767,0,0.0301465675796843,0,0,0,0.104899231171063,0.0168287805403384,0,0,0,0.0449043389028735,0,0,0,-0.0751264838075615,0,0,0,0,0,-0.0191514288492275,-0.00137236400091439,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0541373599161836,-0.00759360399294114,0,0,0,0,0,0,0.227688969126299,0,0,0,0.0730088456638599,0,0.152375976735965,0,0,0.0652469188155081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364097362220804,0,0,0,0,0.0405516863489157,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.173177974608421,0,0,0,0,0,0,0.519668418739976,0,0,0,0,0.115491987251882,0,0,0,0,0.0319830229655337,0,0,0,0.0529768802782599,-0.0243212580212469,-0.203673970422955,0,-0.0432611953997253,0,0,0,-0.142957860372981,0,0,0,0,0,0,0,0.210401728032913,0.0132408719136348,0,0,0,0,0,0,0,0,0,0,-0.0467263983162501,0,0.0154856755297608,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.252800162705826,0,0,0,0,0,0,0,0.0214821509563257,0,-0.0564045554438643,0.0585004768551296,0,0.217584057364012,0.00370153406993447,0,0,0,0,0,-0.076898214713366,0,0,0,0,0,0,0,0,0.114935797497472,0.000295703430580865,0,0,0,0,0,0,0,0.0677634528332517,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228576101249317,0,0,0.320620408285607,0,0,0,0,0.011530781775323,0,0,0,0,0,0,0,0,0,0.231862989302744,0,0,0,0,0,0,0,0.0296247636827171,0,0,0,0,0,0,0,0,0,0,0.0959018133035578,-0.0509886360466554,0,0,0,0,0,0
X600809.SH,0.2153682407226,0.112122188180189,0.0516709357150543,0,0,0,0,0.222403812455896,0,0,0,0,0,0,0,0,0,-0.030401219836054,0.0823389252288533,0,0,0,0.130059324696125,0,0,0,0,0.0298313208845534,0,0,0.0654716769163334,-0.068025784026981,0,0,0,0,0,0,-0.119137977846424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031186434282623,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.0591685767345947,0,0,0,0,0,0,0.0688883359550782,-0.0499766020162834,0,0.144218110599903,0,0,0,-0.06352822337177,0.408975579992656,0,0,0.144750860164133,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581201740741135,0,0,0,0.223902834737029,0,0,0.0110253272255993,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271012301023232,0,0,0,0,0.241048192042721,0,-0.0070607355747071,0,0,0.0924074636340841,0,-0.0862037731205079,0,0.0184588679510285,0.0692323277761965,0,0.0286435117384565,0,0,0,0,0,0,0,0,0,0,0,0,0.134115179808176,0,0,0,0,0,0,0,-0.0600656767869774,0.0270868920807685,0,0,0,0,0,0
