,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600741.SH,X002292.SZ,X600066.SH,X002506.SZ,X600118.SH,X002049.SZ,X600031.SH,X002236.SZ,X002475.SZ,X600372.SH,X000559.SZ,X000157.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600089.SH,X600867.SH,X002294.SZ,X300003.SZ,X002007.SZ,X600177.SH,X601877.SH,X002074.SZ,X002456.SZ,X000869.SZ,X000050.SZ,X600582.SH,X300146.SZ,X002008.SZ,X600584.SH,X600498.SH,X002129.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0143149556671919,0,0,0,0,0,0,0,0,0,0.113375437875859,0.149017971294823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109244474635542,0,0,0,0,0.0205407180295378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016482766957456,0,0,0,0,0,0
X600104.SH,0,0,0.055238957363484,0.111355787644066,0,0,0,0,0,0,0,0,0,0.137603535615282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065908259392333,0,0,-1.73472347597681e-18,0.079162142508586,0,0,0,0.0805483056715727,0,0,0,0,0,0,-0.015582627655787,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.204356648049949,0.0719439268519063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053019229556902,0,0,0,0.430328252346281,0.0604742014461707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067059792897058,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.195261283657591,0.0476290859120265,0.0732460612230788,0,0,0.00590333794424856,0,0.0223525654692203,0,0,0,0,0,0,0,0,0.183861292826994,0,0,0,0,0,0,0.0610599343808411,0,0,0.0280059942088826,0.193757085826427,0.0267667934101957,0,0.0761965619263527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484289108119261,0,0,0,0,0,0,0,0,0.0110583209754601,0,0,0,0,0,0,0,0,0,0,0,0.151425389424562,0,0.00921021806120122,0,0,0,0,0.101175857746487,0,0,0.0947622702671594,0.0726757255539511,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297109324845357,0,0,0,0,0.0545664547747912,0,0,0,0,0,0,0,0,0.0948836376665968,0,0,0,0.0824384111013095,0,0,0,0,0.170236794341155,0,0,0.161232055405399,0,0,0.00922124280077759,0,0,0.127143313473836,0,0,0,0,-0.00353602364757965,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02015166267138,-0.0936931999414721,0,0,0,0,0.0914377457028674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993055282645095,0,0.167127874567445,0,0,0,0.0177844778472359,0,0,-0.0518215451869986,-0.0255010004889361,0.0125181267110073,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194562895075831,0,0,0.0333630836094379,0.190183863476166,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.091715792646851,0.0554116847647348,0.0731726898178259,0.100694262499193,0,0,0,0,0,0,0,0.0260332793615183,0,0,0,-0.00164947859208247,0,0,0,0,0,0
X000625.SZ,0,0,0.178130571285406,0,0,0,0,0,0,0,0,0,0,0.072733782836308,0,0,0,0,0,0,0,0,0,0,0.310295476766905,0,0,0,0,0,0,0,0,0,0.0375986747846546,0,0,0,0.0438218930728492,0,0,0,0,0,0,0,0,0,0,0,-0.00564759110760399,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130281187236908,0,0.0704968072114504,0,0,0,0,0,0,0,0,0.0901219915374882,0,0,0,0.148276129881997,0,0,0,0,0,0,0.159950611523185,0,0,-1.73472347597681e-18,0,0.115939080751489,0,0,0,0,0,0,0,0,0,-0.00306074778603554,0,0,0,0,0,0
