,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X300003.SZ,X002236.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X600271.SH,X002456.SZ,X000625.SZ,X600066.SH,X600487.SH,X002294.SZ,X000596.SZ,X600566.SH,X000100.SZ,X000981.SZ,X300142.SZ,X002241.SZ,X000661.SZ,X300136.SZ,X002508.SZ,X002007.SZ,X002180.SZ,X000050.SZ,X000157.SZ,X002038.SZ,X000869.SZ,X600522.SH,X002179.SZ,X600177.SH,X600498.SH,X002049.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.375961945704681,0.0547827181870638,0.113828114202145,0,0,0,0,0.0687075708510481,0,0.0120911399107474,0,0,0,0,0,0.0265867192170763,0,0.0363108502167039,0,0,0,0,0,0,0,0,0,0,0,-0.0144886183851624,0,0,0,-0.0176137523968267,0,0,0,0,0,0,0.00762439574112064,0,0,0,0.017797729610876,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.206905196867812,0,0,0,0,0,0.039874623068007,0,0,0,0,0.145879791193739,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.170584586534695,0,0,0,0,0,0,0,0,0.0237903307751412,0,0,0,0,0,-0.0903846542371652,-0.0473822881073396,0,-0.0348819477785133,0,-0.0690420459786197,0,0,0,-0.03997742086676,-0.0703041809259603,0,0,0,0,0,0
X002415.SZ,0.0685779419068734,0,0,0,0,0,0,0,0,0,0,0,0.0240840499213586,0,0,0.203299068175809,0,0,0.0287698389405524,0.0244753500343607,0,0,0,0,0,0,0,0.131851269410692,0,0,0.184882564120773,0,0,0.0453448068675847,0.241890029063218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122957334410204,-0.0243564093593886,-0.0989897887603425,0,0,0,0,0
X000858.SZ,0.222050642611874,0,-6.93889390390723e-18,0,0.201134087744581,0,0,0,0,0.0980494315148789,0.105716650496884,0,0.106463880033322,0,0,0.067606006511477,0,0,0,0,0.102638696374174,0,0,0,0,0,0,0,-0.0791944630811722,0.0160285857008862,0,0,0,0,0,0,0,0,0,0,0,0,-0.00558745174418249,0,0,0,0,0,0,0,0,0.00541382270543642,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.500069241277203,0,0,0,0,0,0.0540990242490983,0,0.0793347068358348,0,0,0,0.02320923366532,0,0,0,0,0,0,0,0,0.00818961666232778,0,0,0,0,0,0,0,0,0,0,-0.0166719078357999,0,0,-0.0358836871478868,-0.0767121089502802,0.181005183592147,0,0,0,0.193863971272639,0,0,0,0,0,0,0,0.0509552842895344,0,0,0,0,0,0
X600276.SH,0.0765480663469546,0,0,0,0,0,0.0429127070435288,0,0,0,0.0954668558288655,0,0,0,0.250076289714006,0,0,0,0,0,0,0,0.0552396327694845,-0.0905207916926058,0,0,0,0,0.055961405820216,0,0.20626879102232,0,0,0,0,0.204345621108674,0,0,0,0,0,0,0,0.142406432363854,0,0,0,0,0,0,0,-0.0620281461507275,0.0146236593079325,0,0,0,0,0,0
X002304.SZ,0,0,0,0.165665025833393,0,0,0,0,0,0,0.166859739767709,0,0.375714439434785,0,0,0,0,0,0.0597161513534541,0,0.00629159100299388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288810824072629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970322432928382,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0319865655882571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581946905038475,0,0.206585343288312,0.157674026141448,0,0,0,0,0,0,0,0,0.025917315448359,0,0,-0.0571167028679355,0,0,0,0,0,0,0,0.0280498194253519,0,0,0,-0.0241118286131272,0.013917189310323,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367606522203879,0,0,0,0,0,0,0,0,0,0,0,0,0.094889227753457,0,0,0.0951035504700545,0,0.0629502859467747,0,0,0,0,0,0.144940621920659,0.0872685272610195,0,0.00705946552691138,0.310385992909611,0,0,0,0,0,0,0,0.100386328992362,0,0,0.0061950431670931,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.281446407642898,0,0,0.0781268901706552,0,0,0,0.00401822768491433,0,0.19630195798259,0,0,0,0,0,0,0,0.0697233333080967,0.00784786964942157,0,0,0,0,0,0,-0.0216579635800148,0,0,0,0,0,0,0,0,0,0,0.0432627886214583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.507883760757864,0,0,0,0.0952488984415042,0.184832864038918,0,0,0,0.0843832194218489,0,0,0,0.0330704312024611,0,0,0,0,0,0.0610484802227281,0,0,0.0450416139320822,0,0,0,0,0,0,0.0674793252312785,-0.0985647048885456,0,0,-0.0294426038037749,0,0,0,0,0,0.0430264706510593,0,0,0,0,0,0,0,0,0,0,0,0.00261127297546742,0,0,0,0,0,0,0
X600703.SH,0,0.131815195990941,0.248922468094744,0,0,0,-0.0162717393289538,0.0420503160138347,0,0,-0.115067159599084,0,0,0,-0.198222357284359,0,-0.0355434181526135,0,0.000261936486473562,0,0,0,0,0,0.53292088488961,0,0,0,0,0,0,0,-0.468625528193462,-0.0146295084404543,0,0,0,0,0,0,0,0,0,0,0,0.505541582118525,0,0,0,0,0,0.0101045551677785,0,0,0,0,0,0,0
X600741.SH,0,0.391346188758613,0.019828138103295,0.197002860667191,0,0,0,0,0,0.121766214807721,0,0,0,0,0.024852153054918,0,0,0,0,0.0635355061999629,0,0,0,-0.0776246433777208,0,0,0,0,0,0,0,0,0,0,0.0171351486523357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167595223151389,-0.0260737135915428,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.106585919123283,0,0,0,0,0,0,0,-0.0214410124792,0,0,0,0,0,0,0,0,0.0389053778551862,0.502196229359862,0,0,0,0,0.0157513776331914,0,0,0,0,0.0295799752080559,0,0.217638589197707,0,0,0,-0.0192547741787583,0,0,-0.0792075931068951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.112685066688953,0.04904867237179,0,0,0,0,0.0152532439346433,0,0,0,0,0,0,0,0,0,0,0,0.10459844262994,0,0,0,0,0,0.0661557376990587,0,0,0,0,0,-0.0158250170091141,-4.33680868994202e-19,0,0,0,-0.0756354725931825,0,0,0,0,-0.0248201767966415,0,0,0,0,0,0,0,-0.0328640971243864,0,0,0,0,0,0
