,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X002241.SZ,X000100.SZ,X600703.SH,X000596.SZ,X000157.SZ,X000625.SZ,X300142.SZ,X002129.SZ,X600741.SH,X002371.SZ,X002049.SZ,X002179.SZ,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X000799.SZ,X002414.SZ,X300003.SZ,X600183.SH,X300146.SZ,X000800.SZ,X601799.SH,X600779.SH,X600460.SH,X600089.SH,X600702.SH,X002074.SZ,X002008.SZ,X000977.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.156559192202161,0,0,0,0,0,0,0.125451778804738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304486949585396,0,0,0,0,0.141390176534425,0,0,0,0,0,0.0349097613855964,0,0,0,0,0,0,0,0,0,0,-0.0482781878346101,0,0,0,-0.00575048888567305,0,0
X000858.SZ,0,0,0,0,0,0.0313999142412931,0.348089438269735,0.0425303578531302,0.142400204597291,0,0,0,0,0,0.0036431387742737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725486137425564,0,0,0.0426527681773541,0,0.17996798966367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139362879034909,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.10357054915285,0,0.0381315448435427,0,0,0,0,0,0.000628206528149108,0.0101666836057238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190507526580191,0,0.326867973919569,0,0.191930128013595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494758645028263,0,0,0,0,-0.00799405844236338,0,0
X600276.SH,0,0.109013603660557,0,0,0,0,0.243418774486706,0,0.0135447846715576,0,0,-0.0644171701421667,0,0.0284010241526147,0,-0.0301508975350779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393788986560746,0,0,0,0,0,-0.155900661831088,0,0,0,0,0,0,0,0,0,0,0,0.0153637290977845,0.000887099623701611,0,0,0,0.0371391186499834,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0754327219941456,0.00159388684003114,0,0,0,0,0.0172122908795985,0,0.0401645089374387,0,0,0,0,0.172966170720266,0.024017050902745,0,0.0748561588766979,0,0,0.0193135721416399,0.114429566914205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000669853397785474,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.260132959903466,0,0,0,0,0.113646466302786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12918959362995,0.0393354547065873,0,0,0.0337977807461671,0,0,0.379874295655663,0,0,0,0,0,0,0.0372049643769959,0,0,0,0.0667443340667432,0,0,0,0,0,-0.0620591752890255,0,0,0,-0.0242702834247178,0,0
X000568.SZ,0,0.692327361314933,0,0,0,0,0,0,0,0,0,0,0,0,0.0679146515358878,0,0,0,0,0,0,0,0,0,0,0.0594287518755038,0,0,0,0,0,0.280708713359682,0,0,0,0,0,0,0,0,0,0,0.079431304422017,0,0,0,0,0,0,0,0,0,-0.00612516126776761,0,0,0,-0.00689872234938615,0,0
X600690.SH,0,0,0.117776308966721,0,0,0.184542953222163,0,0,0.0738890953993959,0,0,0,0,0.0448323312011693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326672191765278,0,0,0.0919700862925882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160729146159557,0,0,-0.00776686301026519,0,0,0,-0.0266399640800342,0,0
X002304.SZ,0.0409193482520532,0.0781095692869968,0,0,0.0572053249760791,0.207449046739148,0.26882456291148,0,0,0,0.0967748818349141,0,0,0.0170529517861852,0,0,-0.262901320186048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.111967660681931,0,0.0559365329779811,0,0,0,0,0,0,0,0.0994790960151977,0,0,0,-0.025096624610037,0,0,0,0,-0.0122050184337849,0,0
X600031.SH,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.21898022313653,0.162227819252075,0,0,0.0747554726125394,0,0.0460669062061035,0,0,0,0,0,0,0,0.243506929195096,0.209681150332489,0,0,0,0,0,0,0,0,0,0,0.100969464480943,0,0,0,0,0,0,0,0.0386243723098784,0,0,0,0,0,0,0.00642489299415583,0,0
X002475.SZ,0,0,0,0,0.233605303455953,0,0,0,0,0,0,0,0,0,0.132118434611235,0.0916992531454817,0,0,0,0.422293561484092,0,0,-0.0289342305158952,0.0700967926129046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384403023741992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200968129448283,0,0,0,0.0236927726778147,0,0
X000725.SZ,0,0,0.0389941149133029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127464776237038,0.122309315113957,0.0171143272634445,0,0.0763636601073089,0,0.208213470494535,0.0357589275699939,0,0,0,0,0,0.100550908734957,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0.0235306286926339,0,0,0,0,0,0.0296627484159048,0,0,0.0529228380388242,0,0,0,-0.0288127097248578,0,0
X600104.SH,0,0,0,0,0.0274063996001125,0,0,0,0,0,0,0,0,0,0,0.113235698921465,0,0,0,0,0,0,0,0,0,0.0328652478053537,0,0,0,0,0,0,0,0,0,-0.0409318658119281,0,0,0,0,0.115004809981208,-0.0618750591282793,0,0.0349574143940366,3.46944695195361e-18,0.0515652594283736,0,0,0.0268184329824034,0,0,0.0207348999176734,0,0,0,0,0.00859512439205393,0,0
X000661.SZ,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.081753435377353,0,0,0,0,0.211305604729272,0,0,0,0,0,0,0,0.0541993910036556,0,0,0,0,0,0,0.0804682517322843,0,0,0,0,0,0,0,0,0,0,0.0861808709369695,0,0,0,0,0,0,0,-0.0197961164974861,0,-0.0317248822377572,0,0,0,0,-0.0151065317265262,0,0
X300014.SZ,0,0,0,0,0,0.213474477451094,0,0,-0.0601344438792575,0,0.297989507263267,0,0,0,0,0,0.404718257690356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388910073361173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380320771009421,0.267596148869551,0,0,0,0,0,0,0.0853060537199165,0,0,0,0,0,0
X300124.SZ,0,0,0.0273063477274418,0,0,0.240588229967287,0,0,0,0.399781548454916,0,0,0,0,0.0578153374570739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208367985815664,0,-0.347431792366681,0,0,0,0,0,0.176831950144547,0,0,0,0,0,0,0,0,0,0,0,0,0.0765382297773244,0,-0.000480552794843451,-0.0503393655474339,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0663182122938819,0,0,0,0,0,0,0,0.124675621589552,0,0,0,0,0,0.0752499281004018,0,0,0.149648448954156,0.145785283225873,0,0,0,0,0,0,-0.121619154109504,0,0,0,0,0,0,0,0.0686972286987844,0,0,0,0,0,0.0263230397938937,0.0565337380699472,0,0.0566442150722833,-0.0284036126045405,0,-0.0558484366192157,0,0,0,0,0.0066700783997006,0,0
X003816.SZ,0,0,0,0,0,0,-0.0238352983399759,0,0,0,0,0,0,-0.119468891976893,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0693013989502355,0,0,0,0,0,0,0,0.0162412513589524,0,0,0,0,-0.0211716616257029,0.00805564068626283,0.0985305330840841,0.047870753382799,0,0,0.0426667001440009,0.027610158296755,0,-0.0047898498271099,0,0,0,0,-0.0133189625682207,0,0
