,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X300124.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300014.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X601877.SH,X600584.SH,X002129.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X002236.SZ,X002049.SZ,X600183.SH,X000800.SZ,X002414.SZ,X601799.SH,X300003.SZ,X000066.SZ,X300136.SZ,X002008.SZ,X002185.SZ,X002456.SZ,X000977.SZ,X300146.SZ,X002508.SZ,X600118.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3415375932696,0.0703128789525111,-0.112547724146457,0,0.0264439428470627,1.73472347597681e-18,0,0,0,0.255841905081427,0,0,0,0,-0.0199321768919301,0,0,0,0,0,0,0,0,0.0806470403943095,0,0,0,0,-0.10787895882416,0,0.0505262051704165,0,0,0.0417489444938193,0,0,0,0,0,0,0.0403454804120926,0,0,0,0,0,0,0,0,0,0.0208775768858664,0,0,0,0,0.00475386372040613,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0735774866482129,0.0111413546036705,0.216100073433801,0,0.0149916221572155,0,0.0104333992944274,0,0,0,0,-0.110059453569084,0,0,0,0.0586053338115335,0.125519260547334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411000713345285,0,-0.0239045373393295,0,0,0,0,0.00792490159978869,0,0
X600276.SH,0,0,0,0,0,0.0540465599377209,0,0,0,0,0.120663852582184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829609895707652,0,0,0,0.068700279967439,0,0,0,0,0,0,0,0.0997189377707339,0,0,-0.00482021538149378,0,0,0,-0.0128083509525368,0,0
X002415.SZ,0,0,0,0,0,0.0660761493552439,0,0,0,0,0,0.118891018296814,0.065850932770854,0,0,0.123683048411055,-0.0543928614540921,0,-0.020100950850529,0,0,0,0,0,0,0.017415860950636,0,-0.0845124750231961,0,0,0,0,0,0.256363203079723,0,0,0,0,0.14147126747976,0,0,0,0,0,0,0,0,0,0,0.00671881809464941,0,0.0075259251131727,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0511031288986591,0,0,0,0,0.100826463389586,0,0,0,-0.0421766137227043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552306230685914,0.039740207039302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495636618687286,0,-0.00146078270425801,-0.030583420558666,0,0,0,-0.0169542522194406,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.070373916244767,0,0,0,0,0,0,0,0,0,0,0,0,0.315572530809972,-0.0361866798413899,0,0,0.072026319701877,-0.00816790268062759,0,0.0946694198721803,0,0,0,0,0,0.0739543869829402,0,0,0,0,0.0413686232802566,0,0,0.225059267261307,0.129149154502024,0,0.0883055636492674,0,0,0,6.93889390390723e-18,0.0906413677188046,0,0.0243671001512146,0,0,0,0,-0.00480414908884124,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0712397576105384,0,0,0,0,0,0.218780462836514,0,0,0.119400001264587,0,0.143446236358073,0,0.0519155637824311,0,0.208630371965657,0.00178155747814616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002180896489242,-0.0181218258715983,0,0,0,-0.0476307555157388,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.389649457717287,0,0.0465433420319229,0,0,0,0,0,0,0,0.0919036693487613,0,0.124166508975754,-0.126101746764071,0.141702283996625,0,0,0,0,0,0,0,0,0,0,-0.0850947041138821,0,0,0,0,0.0158039584878337,0,0,0,0,0,0,0,0.140159130305747,0,0,0,0,8.67361737988404e-19,0.0572382925615976,0,0,0,0.00457377717419548,0,0
X002304.SZ,0,0,0,0,0,0,0,0.222387821867146,0,0,0,0,0,0,0,0,0,0,0.152949668816672,0,0.0619929719993125,0,0.045704975040891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398039537345452,0,0,0,0,0.00904172668837716,0,0,0,0,0,0.037282139801827,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.103398207571502,0,0,0,0,0.273768655642577,0.388331185672398,0,0,0,0,0,0,0,0,0,0,0,0.0274843133889224,0.0250552147172343,0,-4.33680868994202e-19,0,0,0,0,0.0184006301126053,0,0.171727581214808,-0.0337217429556214,0,0,0,0,0,0,0,0,0,0,0,0.064808054876022,0,0,0,0,0.0135724090437598,0,0
