,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X002241.SZ,X002456.SZ,X600031.SH,X000625.SZ,X601877.SH,X002008.SZ,X000100.SZ,X600066.SH,X600487.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X600522.SH,X300003.SZ,X600089.SH,X600498.SH,X002294.SZ,X600867.SH,X600699.SH,X002085.SZ,X600271.SH,X000596.SZ,X000981.SZ,X000157.SZ,X000050.SZ,X600177.SH,X600566.SH,X600584.SH,X000559.SZ,X600118.SH,X300142.SZ,X002180.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.144895224444411,0,0,0.115613057833093,0.196178365730437,0,0.0399172233694739,0,0,0,-0.0792256737143224,0,0,0,0,0,0,0,0,0.0945884922573501,-0.0167287801181974,0,0,0,0,0,0.108548322820269,0,0,0,0,0,0.0337456930619569,0,0,0,0,0,0,0,0,0,0.0933912817943954,0.0470630571033991,0,0,0,0,0,0.0171363362451709,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468602136833404,0,0,0.0888396978383068,0,0,0,0,0.0421277341767196,0,0,0,0.0382677906156858,0,0.148453483967558,0,0,0.0338220473431476,0,0.00470601223563916,0,0.0160795263632448,0,0,0,0,-0.00798036754137245,0,0,0,0,0,0,0,0,0.0444492809355343,0,0,0.0117944727511459,0,0,0,0,0,0,0
X600104.SH,0,-0.0832297672154939,0,0,0,0,0,0,0,0,0,0,0.342771268949093,0,0.095190366713569,-0.122420916302197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047141535362276,0,0,0,0.0265820194648357,0,0,-0.0445063700504962,0.0488063557678413,0,0,0,0,0,0
X000858.SZ,0,-0.00957198061956965,0,0,0,0,0,0.111333422421472,0,0,0,0.292384540783087,0,0,0,0,0,0,0,0,0.0472113529659779,0.0164479836542857,0,0,0,0,0.22588720595426,0,0,0,0,0.0492056562908809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116980912476664,0,0,0,0,0,-0.0207096738120112,0,0,0,0,0,0,0
X000651.SZ,0,-0.0452219412098267,0.20601996067582,0.161505380645323,0,0,0,0,0,0,0,0,0,0.0781979514001958,0,-0.0126371533257133,0,0,0.192420702961409,0,0,0,0,0,0,0,0,0,0.0504096659710564,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448216061731976,0,0,0,0,0,0,0.00788223226404524,0,0,0.00890696728773258,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.16815823779216,0.109029985556544,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.123274759012158,0.0344748647826833,0,0,0.300296542928248,0,0,0,0,0,0,0,0,0.264881469931239,0,0,0,0,0,0,0.388697765142873,0,0,0,0,0,0,-0.117758786711771,0,0,0,0.00521347118127915,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0751047257115243,0,0,0,0.278637323626864,0,0,0,0,0,0,0,-0.229493300743306,0,0,0,0.0241301796119928,0,0,0,0,0.0281187355880926,0.228440171149629,0,0,0,0,0,0.210963764272621,0,-0.0408878430543062,0,0,0,0,0,0,0,0,0,-0.124930560617213,0,0,-0.00473948364664618,0,0,0,0.0152505559747125,0,0,0,0,0,0
X002304.SZ,0,0,0,0.402553801772682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609335667108553,0,0,0.0579794159413972,0,0,0.0787890551240019,0,0,0,0,0,0,0,-0.0465938567365267,0.0162312820441512,0,0,-0.0743026102632397,0,0,-0.0808202731791478,0.0721175184869784,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.301736159843943,-0.258520730673337,-0.00196148216492714,0,0,0,0,-0.120524421359083,0,0,0.111309930673374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592744278814562,0,0,0.128258824630434,0,0,0,0,0,0,0,0.0221390755565224,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0480186152262898,0.208796706551981,-0.165756145314229,0,0,0.224568968166018,0,0,0.0126365795476088,0,-0.0496179333731061,-0.0411333240318472,0,0,0,-0.340242230864501,0,0,0,-0.0277239645453467,0,0,0,0,0,0,0,0.0603595570162153,0,0,0.164844982282714,0,0,0,0,0,0,0,0,-0.0270045983994652,0,0,0,0,0,0,0,-0.00721321528953841,-0.000572414681906503,0,0,0,0,0
