,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X002475.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X000596.SZ,X002236.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300003.SZ,X002463.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X300142.SZ,X600271.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600867.SH,X000066.SZ,X002129.SZ,X300014.SZ,X300136.SZ,X002049.SZ,X600498.SH,X000977.SZ,X600177.SH,X002506.SZ,X002371.SZ,X600066.SH,X600487.SH,X002456.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.380330492574963,0,0,0.0665853409189834,0,0,0,0,0.16594327666335,0,0.0697543448864043,0,0,0,-0.0963719788036446,0.033573138533789,0.0142644799910002,0,0.0268488921347321,0,0,0,0,0,0,-0.0563168067806347,0,0,0,0,0,0,0.00859611491494157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0377044352601603,0,0.296180528164699,0,0,0,0,0.376296386463298,0,0,0,0.0931678188058958,0,0,0.00557692217887655,0,0,-0.106376012987596,0,0,0,0,0,0,0,0,0,0,0.0676740332399346,0,0,0,0,0,0,0,0.0734660329462079,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.113567912206445,0,0.211239713109424,0,0,0,0.068193109465008,2.16840434497101e-19,0.0781360805139972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964433343600308,-0.0212440773029804,0,0,0,0.0234169000766547,0,0,0,0,0,0,0,0.00411608375494001,0,0.143355056869371,0,-0.0236799404496632,0,0,0,0.0172665127345131,0,0
X000651.SZ,0,0,0,0,0.0780383763901374,0,0,0,0,0,0,0,0,0,0,0,0.119992220565658,0,0,0,0,0,0,0,0,0,0,0.0359936198467814,0,0,0,0,0,0,0,0.11399015764846,0.0676439411530459,0,0.0510712471761146,0,-8.67361737988404e-19,0,0,0,0,0.0532302109176484,0,0,0,0,0,-0.0129824644089,0.00917799900499927,0,0,0,0.00720461513774144,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0742791629329355,0.0718213291256102,0,0,0.192349255553855,0,0,0,0,0,0,0,0,0.21558338548731,0,0.12131141561845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356546911755787,0,0,0.0383708870650179,0,0.00346853310763514,0,0,0,0,0,0,0,0,0,0.00353844792760889,0,0,0,-0.0329276810767767,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427820545204994,0.180959577063996,0,0,-0.074207259948059,0,0,0,0,0,0.0683939344189015,-0.0268976905616065,0,0,0,0,0,0,0,0.0449812913085874,0.127093070218286,-0.0370878299990483,0,0,0,0,0,0,0.0249270533603436,0,0,0,0,0.0226239012052603,0,0,0,-0.00826050945796501,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633857246479725,0,0,0,0,0,0,0,-0.0209849768932974,0,-0.104597576510347,0,0,0,0,0,0,0,0.0267697620127025,0,0,-0.0027029547457125,0,-0.0359561443229951,0,0,0,0,0.181369059941443,0,0
X002304.SZ,0,0,0.0929771156687826,0,0,0,0.133152502234345,0,0,0,0.0250242371625735,0.0456577743557251,0,0,0,0.0191253787225239,0,0,0,0,0.233046237294431,0,0,0,0,0,0,0,0,0,0,0,0,0.166715114918337,0,0.0527183350281251,-0.0528403388253668,0,0,0,0,0,0,0,0,0,0,0,0.00392199321293431,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.0344549941731171,0,0,0.285383265165116,0,0,0,0,0,0,0,0,0,0,0,0.115824281089687,0,0,0.096427276550747,0,0,0,0.0854948693520717,0,0,0.0366721623299818,0,0,0,0,0,0,0,0,0,0.0442148330198386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984948362218413,0.0196899465991113,0,0,0,0,0,0
X002475.SZ,0,0.10784635114342,0,0,0.117512216514385,0,0,0,0,0,0.100714971702783,0,0.151677989151564,0,0,0,0,0.293875760388212,0,0,0,0.112303559643098,0,0,0,0,0,0,0,0,0,0,0,0.112491107408838,0,0,0,0,0,0.0341231815481451,0,0,0,0,0,0,0,0,0,0,0,0.00338939158069633,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.00381814142597551,0,0.0206143694407689,0,0,0,0,0,0,0,0,0,0,0.053364852112138,0,0,0.0838359286018255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386516870379871,0,0,0,0,0,0,0,0,0,0.272356821224913,0,-0.0206743124474679,0.0414519751524008,0,0,0,0,0,0
X000568.SZ,0,0.568665381606241,0,0,0,0,0,0.198833194790184,0,0,0,0,0.0765655490921052,0,0,0,0.0192524807326446,0.0744502127806254,0,-0.0150309773382551,0.140030647601175,0,0,-0.120599274756034,0,0,-0.0231377463736037,0,0,0,0,0,-0.109530281570174,0,-0.0132972870488498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508280610321627,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0285307623628812,0,0,0,0,0.105502793379297,0,0,0.112399301436921,0,0,0,0,0,-0.0564528576024082,0,0,0.0616404211631014,0,0.1733192615776,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0.00938047776764609,0,0.108245596078997,0,0,-0.0127318290081243,0,0,0,0,0,0.00754676436921239,0.0275759968689355,0,0,0,-0.0441848536030541,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.079036965263043,0,0,0,0,0,0,0.0626070270120964,0,0,0,0,0,0.0320372614302573,0,0,0,0.0277516110676472,0,0,0,0,0,0.106642064120338,0,0,0,0,0,-0.160265739516648,0,0,0,0,0,0,0,0,0,0,0.0682716562032632,0,0,0,0.0103225057485294,0,0,0,0.00856104051206719,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.110221654113309,0,0,0,0,0.135360129905561,0,0,0,0,0,0,0,0,0,0.14433213880348,0,0,0.206559355866527,0.1468727815427,0,0,0,0,0.0312719506276567,0,0,0,0.0192135477525464,0,0,0,0,0,0,0,0,0,0,-0.0219620976633193,0,0,0,0,-3.8853182909642e-05,0,0
