,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X600703.SH,X002007.SZ,X002236.SZ,X300142.SZ,X600271.SH,X300124.SZ,X002179.SZ,X000625.SZ,X002008.SZ,X002506.SZ,X002241.SZ,X600183.SH,X002371.SZ,X600177.SH,X600498.SH,X600867.SH,X000050.SZ,X600487.SH,X000977.SZ,X300014.SZ,X600066.SH,X000066.SZ,X300146.SZ,X600118.SH,X600522.SH,X002049.SZ,X002129.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.144096682543209,0,0,0,0,0,0,0,0.0822218423949986,0,0.0447469092651614,0,0,0,0,0,0,0,0,0,0,0,0,0.241515589349831,0,0,0,0,0,0,0,0,0,0,0,0,0.0774975591468663,0,0,0,0,0,0,-0.053548014098545,0,0,0.00704830439430072,0,0,0,-0.0033862642507,0,0,0.194123101858331,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.172146130697152,0,0,0.154845742548279,0,0.0691287962930136,0,0.175915599445702,0,0.252811076018564,0.0793205492312965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205362744440132,0,0.117191415645068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226294255263404,0.00815471187422409,0,0,0,-0.00700189880590982,0,0
X000651.SZ,0,0,0,0,0,0,0.372293416369359,0,0.0628818973064344,0,0.198111004174664,0.128986338695781,0,0,0.16619146088833,0,0,0.232988783202448,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.104131780742006,-0.0734346456165839,0,-0.0168503566372792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265856629912114,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.183520510177649,0,0,0.0122806568742269,0,0,0.0722202634531621,0,0,0,0.0499567847917974,0,0,0,0.261098168242055,0,0,0,0,0,0,0,0,0,0,0,0.0572424164828516,0,0,0,0,0,-0.0197039668276444,0.0891947109041705,0,0,0.105200586850749,0,0,0.00737754571238596,0.00407373193750272,0,0,0,0,0.0257690264656044,0,0
X600104.SH,0,0,0.0543690728041343,0,0,0.0143193861362547,0,0,0,0,0,0,0,0,0.279401845053465,0,0,0,0,0,0,0.141929186117141,0,0.0302776153026738,0,0,0,0,0,0.224957731844791,0,0,0,0,0,0,0,0,0,0,0,0.00604844241892311,0,0.0139668493610413,0,0,0,0,0,0,0,0.00474429253009178,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.296410080335905,0,0,0,0,0,0,0.171096633215338,0,0,0,-0.0883202840002328,0,0.573928642801267,0,0,0,0,0,0,-0.0121264986990394,0.126641108042241,0,0,0,0,0,0,0.148563316268506,-0.116309616787069,-0.0384138250548823,-0.129827703687716,0,0,-0.0302718689796958,0,0,0,0,0,-0.00384166530889615,0,0,0,0,0.0176600897312048,0,0
X002304.SZ,0,0.0329158984976506,0.0705266672643564,0,0,0,0,0,0,0.166676002954874,0,0,0,0,0,0.115945341280968,0.0146666241987123,0,0,0,0,0,0.099415924953652,0,0,0,0,0,0,0,0,0,0,0,0.0729984309860071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10811535811118,0,0,0,-0.0206765768724557,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324272494957665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253853564326957,0,0.188536459215398,0,0,0,0.375952749398202,0.0607897444117807,0,0,0,0.036721787805868,0,0,0,0.0319593178873671,0,0,0,-0.00632764128032808,0,0,0,0,0.0327933527809514,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002049085411374,0,0,0,0,0,0.299158537087528,0,0.25752649504825,0,0,0.226231292499991,0,0,0,0,0.120631723970208,-0.21471621560094,-1.73472347597681e-18,0,0,0,0.0194921518331439,0.188754476434427,0,0,0.0522940940757419,0,0,0,0,0.0489168161338313,0,0
X000568.SZ,0,0.288510896251688,0,0,0,0,0,0,0,0,0,0.0434498572307171,0,0,0,0.250417657843468,0.00853311880726301,0,0,0,0,0,0.0323893271520368,0,0.0595022007903575,0.062813764612032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786725424598805,0,0,0,0,0,0,0,0,0,-0.0180947349086268,0,0,0,0,0,0,0
