,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X300014.SZ,X000063.SZ,X000100.SZ,X000157.SZ,X000596.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X002179.SZ,X601877.SH,X002007.SZ,X002236.SZ,X300142.SZ,X002371.SZ,X002049.SZ,X002414.SZ,X600584.SH,X601799.SH,X600183.SH,X300003.SZ,X000800.SZ,X000799.SZ,X002074.SZ,X300146.SZ,X002008.SZ,X000066.SZ,X600089.SH,X600707.SH,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0314404967009857,0,0,0,0.205586691362959,0,0,0.1261692463702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451344965107416,0,0,0,0,0,0.0876312263754961,0,0.0505701692035086,0,0,0,0,0,0,0,0,0,0,0.0158806175148551,-0.054824772192516,0,0,0,-0.0152301866972033,0,0
X000858.SZ,0.00217491453363318,0,0,0,0,0.367025207808344,0,0.164691311504413,0,0.105747217198717,0,0,0,0,0,0,0,0,0,0,0.0415366882812067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902643635397076,0,0,0,0,0,0.00804912198231546,0,0,0,0,-0.00979332300430869,-0.0108105283761669,0,0,0,-0.0395758086352625,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.16310375529296,0.0618417284303476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517589359644325,0,0.17957127788866,0.35613920630942,0,0,0,0,0,0,0,0,0,0.0886552452107999,0,0,0,0,0,-0.0260141151388277,-0.0107328672055695,0,-0.049557705284066,0,0.0392362419019888,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0482787480925359,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00103498225215427,0.0170918507274423,0,0,0,0,0,0,0.176097643625139,0,0,0,0,0,0,0,0,0.0929435000148962,0,0,0,0,0,-0.148642646708403,0,0,0,0,0,0.130928447019053,0,0,0,0.0187417344871628,0,0,0,-0.016050776341455,0,0
X000651.SZ,0,0.0684837975490625,0,0,0,0,-0.109924546599461,0,0.143028100374179,0.139479921202465,0,0,0,-6.93889390390723e-18,0,0.102374724057253,0,0,0,0.0791486377583086,0.0219610569449583,0,0,0.040431792215472,0.0190449602950107,0,0,0,0,0,0,0,0,-0.00280838327444086,0,0,-0.109504536944001,0,0,0,0,0,0,0,0,0,0.00924887395373764,0,0,0,-0.040975811116027,-0.0367871002994449,0.0229663880470988,0,0,0,0,0,0
X000568.SZ,0.180350434688467,0.342266829081285,0.032116029108556,0,0,0,0,0.0327286853965435,0,0,0,0,0,0,0,0.0488499030157113,0,0.0699632201245799,0,0,0,0,-0.102304133042263,0,0,0,0,0,0,0.000587489115956633,0,0,0,0,0,0,0,0,0,0,0.274913410367569,0,-0.0383540976022414,0,-0.018503768476294,0,0,0,0,0,0,0,-0.0350791872943498,0,0,0,0.0378775015374527,0,0
X600031.SH,0,0,0,0,0,0,0,0.0351046789326988,0,0,0.281914426669849,0,0.179210953638338,0,0,0.143081972047214,0,-0.0272088116812871,0,0.05537668069998,0.0190112398246479,0,0.0227046651645922,0,0,0,0.0217830513275623,0,0,0,0,0,0,0.250579233923823,0,0,0.096823442194345,0,0,0,0,0.0844648056606132,0,0,0,0,0,0,0,0,0,-0.0321018773551588,0,0,0,0,-0.0594499255300328,0,0
X600809.SH,0,0,0,0,0,0,0.221377073283245,0,0,0,0.0996694578985114,0,0,0,0,0.0297247693168668,0,0.0926149097182922,0,0,1.73472347597681e-18,0.154739907269466,0,0,0,0,0,0.0149559114154506,0,0,0,0,0,0,0,0,0.236941943594044,0,0,0,0.116171086401153,0,0,0,0,0,-0.014094190748832,0,0,0,0,-8.67361737988404e-19,-0.0796874791607559,0,0,0,-0.0917886996032202,0,0
X600690.SH,0,0.0972146941523445,0.0695432387765785,0,0.184743605657674,0.131578559087113,0,0.210708801165571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361014199374356,0.11660111483062,0,0.127878775237828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122870793681898,0,0,0,0.0267024321596239,0,0,0,-0.0164226625361573,0,0
X002304.SZ,0,0.346691106480692,0.00316717062340513,0,0,0,0,0,0.00871344960367102,0,0,0,0,0,0,0.064141225457036,0,0,0,0,0,0,0.0274204082895566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996274991783684,0.187105731608212,0,0,0,0,0,0,0,0,0,-0.0262261000165005,0,0,0,0,-0.109561201050093,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0268613176864158,0,0,0.0470131013327836,0,0,0,0,0.109021895068106,0,0.00166955547877228,0.52314751549568,0,0,0,0,0,0.053588644240753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181960995036004,0,0,0,0,0,0.000376886064447943,0,0,0,0.0163917128950683,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.14559941683907,0,0,0,0,0,-0.10171788803913,0,0,0,0,0,0,0.0755908814904761,0,-0.0432640494528893,0,0,-0.0730185870500286,0,-0.0506858941182203,0,0,0,-0.00552807727579337,0.038792866382188,0,0.16300854139511,-0.053727233606785,0.156412552303765,0,0,0,0.0380837579041897,0,0,0,0,0,0.00434657511827538,3.46944695195361e-18,0,0,0,-0.0642727466038459,0,0
X000725.SZ,0,0,0.138725814170794,0,0,0,0,0.00169955138960836,0,0,0,0,0,0,0,0,0,0,0,0.14872738021873,0,0,0.0526381341949807,0.103129961773743,0.0883441867080108,0,0,0,0,0,0.00480584590766346,0,1.0842021724855e-19,0,0,0,0,0,0.0608725473596082,0,0.0671710110370005,0,0,0,0,0.0455791907733445,0,0,0,0,0,0,0.0329570930702107,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0.0253000916266335,0,0,0,0,0.0399491287209253,0,0,0.0923290712892657,0,0.101059436148871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121688975223239,0,0,0,0.0611914254347057,0,0,0,0,0.150242835931548,0,0,0,0,0,-0.0342914316520467,0,0,0,0,0.00371195627934151,0,0
X000338.SZ,0,0,0,0,0,0.0834047039541395,0,0,0,-0.0346250267284561,0,0,0,0,0,0.028353240643191,0,0.0985600285635247,0,0.0039750416509099,0.227343979913093,0,0,0.0579428402986952,0,0,0,0,0,0,0,0,0.184431261988134,0,0,0,0,0,0,0,0,0,0,0,0,0.000172324286397361,0,0,0,0,0,0.00273757513092529,0,0,0,0,-0.0486899841401965,0,0
X300124.SZ,0,0,0.109925755032432,0,0,0,0.344198076149551,0.0628242741669741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168465424939499,0,0,0,0,0,0,0,0,0,0,0,0.0185064715429537,0,0,0,0,0.132532345789073,0,0,0.00789131021880818,0,-8.67361737988404e-19,0,0,0,0,0,-0.0542963282101094,0,0,0,-0.0633898178335992,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174539661181159,0,0,0.04485993201534,0,0,-0.00196661825058825,0,0,0,0,0,0,0,0,-0.0836197273193369,0,0,0,-0.0520438708611011,0.0223572443190697,0,0,0,0,0,0,0.0205659913874554,0,0.017275128729629,0.011584678425863,0,0,0,-0.00591398188907707,0,0,0,0,0.05727812842208,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.0386291734564235,0,0,0,0,0.0474904334465258,0,0,0,0,0,0,0,0,0.147639379006739,0,0,0.591002978516888,0,0,0,0,0,0,0,-0.237909971883538,0,0,0,0,0,0.0469458279679575,0,0,0,0.330977089252383,0,0,0,0,0,0,0.0178008704016058,0,0,0,0.14845332054937,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216800458000995,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.12936695792443,-0.0805832687337584,0,0,0,0,0,0,0.135944240616607,0,0,0.241569642651149,0.141945414422514,0.109409891216434,0,0,0.0203090065206107,0,0,0,0.127261874461357,0,-0.0247537996515786,-1.38777878078145e-17,0,0,0,0.00863670542570573,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.146105565734958,0,0,0,0,0.15350193222687,0.360628445083103,0,0,-0.00816247806373572,0,0,0,0,0,0,0.369960199451324,0,0.134648817660772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140336254359831,0.191637819321224,0.0343366067571664,0,0,0,0,0,0,0,0,-0.0235453964575197,0,0
X000157.SZ,0,0,0,0.0566379435022539,0,0,0.292164647951395,0,0,0,0,0,0,0.154601420519518,0.101254844231859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192032407404128,0,0,0,-0.0842163384655509,0,0,0.0732441138586772,0.209078833771589,0,0,0,0,0.135460067440573,0,0,0,0,0,-0.00738257473501378,0,0,0,0,0,0
X000596.SZ,0,0,0,0.126526771294366,0,0.152009519134641,-0.0768745590894173,0.130313840715595,0,0.0509941743948555,0,0,0,0,-0.0218858679069438,0,0,0.0816228634038921,0,0,0,0,0,0,0.0147458521973219,0,0,0,0,0,0,0,0,0,0.142908910354631,0,0,0,0,0,0,0.079871214854601,0,0,0,0,0,0,0.162717150816461,0,0,0,-0.00962236965809909,0,0,0,0,0,0
