,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X300124.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300136.SZ,X300003.SZ,X600271.SH,X002008.SZ,X600177.SH,X600089.SH,X002294.SZ,X002085.SZ,X600522.SH,X000157.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600809.SH,X600867.SH,X600699.SH,X600566.SH,X600372.SH,X002074.SZ,X000559.SZ,X300115.SZ,X600498.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.00634656737800994,0,0,0,0,0.0552149941672764,0,0,0,-0.0517734241962066,0,0,0,0,0,0,0,0,0,0,-0.0363464540601957,0,0,0.0976055388795977,0,0.0688935146652358,0,0,0,0,0.200819052423447,0,0.414867484307473,0,0,0,0,0,0,0,0,0,0,-0.00145629862394472,-0.00410168362588949,0,0,0,0,0,0
X600104.SH,0,0,0,0.0297877636489603,0,0,0,0,0,0.0636137847498208,0,0.533493909111094,0,0.123039104911016,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11268443213671,1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.0395022748989703,0,0,0,0,0,0,0,0,0,0,0,0,0.0400018793260047,0.00171015414396174,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.118522958381322,0.0937071525287379,0,0,0,0,0,0,0.145007748252949,0,0.433359754547912,0,0,0,0,0,0,0,0,0,0.217028545963229,0,0,0,0,0,0,0,0,0.0330080418296435,0,0,0,0,0,-0.0168567998822385,-0.0248227353152318,-0.184301679445115,0,-0.0252270132517209,0,-0.211892284530611,0,0,0,0,0,0.00195253499937371,0,0,0,0,0,0
X000651.SZ,0,0.096432134511591,1.73472347597681e-18,0,0.130982563317664,0.0540110595002967,0,0,0,0,0,0,0,0,0.148569133763769,0,0,0,0,0,0,0,0,0,0.0904666757167791,0,0,0,0,0,0.0108615356021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012306852535563,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00642532730725264,0,0,0,0,0,0.0401629669166505,0,0.0241980030009128,0.630131793698848,0,0.0391310832666159,0,0,0,0,0,0,0,0,0.0367633821770917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141174051031713,0,0,0,0,0,0,0,0,0.0890055323972372,0,0.00331232470043422,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0617964821935474,0,0,0,0,0,0,0,0,0,0.137912691263783,0,-0.00861996853211293,0,0,0,0.282100107043206,-0.0720007836785726,0,0,0,0,4.33680868994202e-19,0,0,0.41710472879633,0,0,0.283966240691782,0,0.322460960782926,0,0,0,0,0,0,0,0,0,0,0.126329681261885,-0.00955372543220059,0,0,0,0,0,0,0.0222314920204671,0,0,0,0,0,0
X600276.SH,0,0,0.0697001934047963,0,0.0529591919584471,0,0,0,0,0,0,0.143046377631805,0,0,0,0,0,0,-0.126842694798965,0,0,0,0,0,0,0,0.0338094336761051,-0.1398277193281,0,0,0,0,0,0.00847466637907874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771452502981834,0.0157594475749211,0,0,0,0,0,0
X002304.SZ,0.1717817320296,0.163697570060875,0,0,0.437885948236487,0,0,0,0,0.0663991638731612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414197569020092,0,0,0,-0.0195433058057683,0,0,0,0,0,0,0.111474036404127,0,0,0,0,0,0,-0.140604848058153,0,0.0303527732204833,0,-0.00932715275419094,-0.00503909750814097,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.029273695835684,0.218813770653813,0,0,0,0,0,0,0,0,0,0.140010534923062,0.145622239831488,0,0,0,0,0.0483447701419049,0,0,0,0,-0.028180812800162,0,0,0,0,0,0.061284260137393,0,0,0,0,0,0,0,0,0.158519942327945,0,0.134231472995748,0,-0.0140539017703216,-0.0137511841808214,0,0,0,0,0,0
X600690.SH,0,0.310809846060879,0,0.0874493828263782,0,0,0,0.0406359969622332,0,0,0,0.288663973224111,0,0,0.177549913063097,0,0,0,0,0,0,-0.0419245866649389,0,0,0,0,-0.148999500501746,0,0,0,0,0.0485923533937154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252617097749752,0,-0.0110214232574627,0,0.0216159508693453,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0610632459535506,0,0,0.103892823991847,0,0,0,0,0,0.0336844137235494,0,0,0.0157757730460927,0,0,0.0888906698369887,0,0,0,0,0,0,0,0,0,0.00601373017652026,0,0,0,0,0,0,0.153920241561629,0,0,0,0.0430245630004198,0,0,0,0,0,0,0,0,0.0271169818668495,0.01692535899258,0,0,0,0,0,0
X600741.SH,0,0.464912820238444,0,0,0,0,0,0.0499255474379723,0.091685835166863,0.100233433961027,0,0,0,0,0.160118105032733,0,0,0,0,0,0,0,0,0,0,-0.0783350553814464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218766778327932,0,0,0,-0.0105516284425061,0,0,0,-0.00617244386860896,0.0157613175273792,0,0,0,0,0,0
X000568.SZ,0.0404132676704671,0,0,0,0.703181205010924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231439356308735,0.131259261126132,0,0,0,0,-0.0155746109992613,0,0,0.00588545307786547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307425518482861,0,0.00754627518494994,0,0,0,0,0,0,0
X000625.SZ,0,0.0489317510892725,0,0.069361186281727,0,0,0,0,0,0.0675994433881543,0,0.270244760233337,0,0,0,0,0,0,0,0.0595469815405078,-0.239578912619395,0,0,0,0,0,0,0,-0.0190406892392284,0,0,0,-0.0335893100380598,0,0,0,0,0,0,0,0,0,0,0,0.239604998903448,0,0,0,-0.077712935542378,0,-0.00416063878298601,0.0128330041577136,0,0,0,0,0,0
X002236.SZ,0,0,0.464804348249081,-3.46944695195361e-18,0,-0.398860966010451,0,0,0.0504297801175213,0,0,0,0,0,0,0.0934242744781138,0,0,0,0.0361308404508971,0,0,0,0,0,0,0,0,0.205245877968263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530479056234421,0,0.459523911328008,0,0.0211099341853536,0,0.0112008195887045,-0.00364238710574726,0,0,0,0,0,0
X002475.SZ,0,0,0.0330739847168297,0,0,0,0,0,0,0,0,0,0,0,0.0300552032951165,0,0,0.0904704749209139,0,-0.0722790930418689,0,0,0,0,0,0.0563341518029434,0,0.0544021007694347,0.457937913196743,0,0,0,0,0.0132864103859748,0,0,0,0,0,0,0,0,0,0,0,0.0423823736804616,0,0,0,0,-0.0028857613324311,0.017686381439624,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.20179353804489,0,0.115589053129528,0,0,0.00675780797637209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104461440836389,-0.251545084980988,0,0,0.02975910227441,0,0,0.439383501772456,0,0,0,0,0,0,0.055784896222005,8.67361737988404e-19,0,0,0,0,0,0.0641130319874627,0,0.00380464997091528,-0.0391793943552057,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233205185562546,0.0603497737981418,0,0,0,0,0.0502801088062646,0.0268304415681481,0.326007296127081,0,-0.234336895467386,0.365982850863158,0.0644531070847859,-0.3257545558635,0,0,0,0,0,0,0.0266926781419187,0,0,0,0,0.0295517757280906,0,0,0.107333427942729,0,0,0,0,0,0,0,0,0
