,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X000625.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X002371.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X600741.SH,X300142.SZ,X000733.SZ,X600884.SH,X000100.SZ,X600460.SH,X600702.SH,X000157.SZ,X601799.SH,X000799.SZ,X600418.SH,X600563.SH,X600584.SH,X002236.SZ,X002414.SZ,X002176.SZ,X000800.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.32960393370778,0,0,0,0,0,0,-0.030292933096945,0.0233088554999183,0,0,0,0.0485150688325089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272422148720307,-0.0482246314174119,0.0783814581600523,0,0,0,0,0,0,0,0,0.0219901034298987,0,0,0,0,-0.0182823727989049,-0.00946226180240826,0,0.0148072361837742,0,0,0,0,0,0,0
X000858.SZ,0,0,0.209230267635816,0,0,0.0294856151968452,0,0,0,0,0,0,0,0,0,0.0411654148214244,0,0,0,0,0,0,0.0249660151148731,0.142688371930465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171621161142996,0,-0.0483298146794309,0,0,0,0,0,0,0.0279954178875965,0,0,0,-0.0148134692340819,0,0,0,0,0.0080090923310696,0,0
X600809.SH,0,0,0,0.61897681859948,0.0188876062975005,0,0,0,0.0394736931856984,0,-0.0321765936192402,0,0,0,0,0,0,0,0,0,0.0241286969266457,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0222789581498954,0,0.041442837266776,0,0,0,0,0,0.00650664265581298,0.0816384177716995,0,0,0,0,0.0243371218446753,0,0,0,-0.216069811917177,0,0,0,0,0.00609417627598479,0,0,0,0,0,0
X000568.SZ,0,0.0995829156601978,0.257803993229828,0,-0.0118477652631673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908817950136748,0.0634875802553135,0.0250799052919931,0,-0.0247166523344983,0,0,0,0,0,0,0,0,0.2789652407401,0,0,0,0,0,0,0,0,0,0,0,0,-0.024405630034057,0,0,0,0,-0.0450649128235571,0,0
X002415.SZ,0,0,0,0.0932272043212614,0,0.182880729433407,0,0,0,0,-0.0971201118066914,0,0,0.0756131704132075,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0623360133992541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256207811085947,0.131153020402021,0,0,-3.46944695195361e-18,0.75488605651831,0,-0.0429092730954036,0,0,0,0.148145895865303,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0468456796725358,0.167777230789911,0.00231794799009332,0,0,0,0.0289723506035649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624362828934498,0,0,0,0.248708203131797,0,0,0,0.021634961758249,0.0247634370807338,0,0,0,0.0430895749882312,-0.0208026407580912,0,0,0.00784160259548625,0,0,0,0,-0.0234538926221702,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.113573801572913,0,0,0,0,0,0,0.114682954095959,0,0,0,0,0.423621388445682,0,0,0,0,0,0,0,0,0,0,-0.0407974611918066,0,0,0.126013025773291,0.14356389507759,0.0566271639647366,0,0.0280576017973337,0.0830689698905443,0.0169366692748181,0.181629537827859,0,0,0,0,0,0.0421152752042812,0,0,-0.166582563500002,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.101224833403073,0,0,0,0,0,0,0,0,-0.119041147124326,0,0,0,0,0,0,0,0,0,0,0,0.21930053382547,0,0.0368452151411735,0,0,0.0303136971450222,0,0,0.0809805545289962,0,0,0,0,0,0,0,0,-0.000980271919958734,0.00104697968783841,0,0,0,0,0,0.288726388169954,0.101450429837316,-0.0297807414090167,0.131715407589666,0,0,0,0.0172151320174241,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.21633373089688,-0.0388546991247468,0,0,0,0,0.0548316082953361,0,0,0,0.0840144221039094,0.156832073907901,0,0,0,0,0,0,-0.0592566907103654,0,0,0,0.167038618326782,0,0,0.0169668989012246,0,0,0.0145479925011862,0,0,0.010338826876057,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106926671371507,0,0
X600104.SH,0,0,0,0,0.0139384312266216,0,0,0,0,0,0,0,0.0286809569273866,-3.3881317890172e-21,0.00355228031986257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176309544034223,0,0,0,0,0,0.108781316374001,0,0,0,0.122361126746859,0,0,0,0.163336373001309,0,0.199721945064968,0,0.0169725827669107,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.153315672264647,0.0340229900292464,-0.195371776201633,0,0,0,0,0,-0.0049307354129832,0,0,0,0,0,0,-0.24580674764896,0,0,0,0,0,-0.0559180145441178,0,0.459360737862885,0,-0.00981680706316929,0,0,0,0,0.094269550093324,0,0,0,0,0,0.275844261984353,0,0,0,0.0746615302338232,0,0,0,0.0593577471339332,0,0
X000651.SZ,0,0,0,0,0,0,0.041069510662478,0,0.23361876379338,0,0,0,0,0,0,0,0,0.00559845521804352,0,-0.0125104074603246,0,0,0.116547314985704,0,0.0292015789355026,0.0767720269777525,0.150359830712844,0,0,0,0,-0.0564015892064739,0.100830987736823,0,0,-0.0148842863495432,0,0,0,0,0,0,-0.104356842009241,0.00485561061449608,0,0,0,0,0,0,0,0,0,0,0,0,0.00611864839603851,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0630484380243442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148924632045391,0.208537504064536,0.146796565011414,0.0609229821331032,0,0,0,0.128411676014763,0,-0.0316523815778262,3.46944695195361e-18,0,0.0750987523812628,0,0.0964240499274662,0,0,0,0,0,0,0,0,-0.108571958789089,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.031480153490701,0,0,0,0,0,0,0,0.160299720660656,0,0,0,0,0,0,0,0,0,0,0,0,0.0362606632475398,0.188150123432918,0,0.0156794473358942,0,0,0,0.089058723718348,0,0,0,0,0,0,0,0,0,-0.0666232684120092,0.051521771617697,0,0,0,0,0,0.302348645463394,0,0.0439937839407134,-0.0942242618729049,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0684370494486086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209736068790858,0,0.116066288774243,0,0,0.0599862177750691,0,0,0.015060113447752,0.0363545616800513,0.0687361544080053,0.0273858740947637,0.0857585127521357,0,0,0,0,0.132340635756697,0,0,0,0,0,0,0,0.0298076780655562,0,0,0,0,0.0673285256756963,0,0
X002371.SZ,0,0,0,0,0,0,0.258691528876458,0,0,0,0.074129885525484,0,0,0,0,0,0,0,0,0,0.141816631346502,0,0,0,0,0.379546431509346,0,0,0,0,0,-0.012841188482678,0,0,0,0,0,0.37660645403009,0,0,0,0,0.00654548451218268,0,0,0,0,0,-0.184956223496565,0,0,0.0232414204619235,0,0.34926218248016,0,0,-0.0190057398883278,0,0
X000725.SZ,0,0,0.0526194158829339,0,0.115806514539249,0,0,0,0,0,0,0.0475220260227615,0,0,0,0,0,0,0,0,-0.00313797232087616,0,0,0,0.0454147745004949,0,0,-0.0109388583605876,-0.0402328882608265,0,0,0,0.0342217180592027,0,0,0,0.468278847364871,0,0,0,0,0,-0.00735729195981216,0,0,0,0,0,0.0157093266946856,0,0,0,0,0,0,0,0.00110827617892315,0,0
X600031.SH,0,0,0,0,0,0,0,0.0833309646039859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174026087152546,0,0,0.0491899312235189,0,-0.0503889867984381,0,0,0,0,0,0,0.183018546011588,0,0,0,-0.0826022027091862,0,-0.00639439820491706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540650529197721,0,0
X003816.SZ,0,0,0,0,0.055192365788608,0,0,0,0.214811011724318,0,0,0,0,0,0,-0.0345050533896454,0,0.0923481185478827,0,0,0,0,0,0,0,0.0244010702040293,0,-0.0245619393190875,0,-0.0208445175205788,0,0,0,0,0,0,0,0,0,0,0,0,0.0217346936195028,0,0,0,0,0.0343951322099472,0,0,0,0.0193852175059878,0,0,0,0,-5.42101086242752e-20,0,0
