,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000661.SZ,X002241.SZ,X000063.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600741.SH,X600703.SH,X000625.SZ,X000100.SZ,X002371.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X002049.SZ,X002179.SZ,X601877.SH,X600584.SH,X002414.SZ,X000800.SZ,X000157.SZ,X300003.SZ,X600183.SH,X601799.SH,X000066.SZ,X300136.SZ,X002008.SZ,X002456.SZ,X300146.SZ,X000977.SZ,X002185.SZ,X600066.SH,X002074.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.167137035329226,0,-0.0407853450503581,0,0,0,0,0,0,0.387159301583987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114160166948286,0,0,0,-0.0635767606610383,0,0.02758084986415,0,0,0,0,0,0,0,0,0.0138953885203913,0,0,-0.0283831988379143,0,0,0,0,0,0,0,0,0.035484190558204,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.188108502398613,0,0.218880521885883,0,0,0,0,0,0,0,0.0076796254156629,0,0,0,-0.00390332582422351,0,0,0,0,0,0,0,0,0,0.00143448316383567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016511189229021,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0460374714389671,0,0.271174060811515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0718759112446797,0,0,0,0,0,0,0,0,0,0.0305413858651739,0,0.0471749054687609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.187468066896723,0,0,0,0,0,0,0.207808552294133,0,0,-1.73472347597681e-18,0,0,0,-0.11120491098457,0,-0.0531113822386791,-0.0741275029189387,0,0,0,0.0470381642359438,0,0,0,0.118604313440291,0,0.161374139407323,0,0,0,0,0,0,-0.00768464170855102,0,0,0,0,0,0,0,0,0.0256324623653651,0.0314713311342459,0,0,-0.0105407363379669,0,0,0,0,0.0171150390884493,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0421344567050784,0,0,0,0,0,0,0.421072318080402,0,0,0,0,0,0,-0.0163562666171292,0,0,0,-0.0120386719777449,0.0522833938440124,0,0,0.0132541700555236,0,0,0.115135348201723,0,0,-0.021755939872622,0,0,0,0.00585420966065302,0,0.0494106857834964,0,0,0,0,0,0,0.228185945761262,0.0596740369889691,0,0.0261313900488847,-0.0284089454652358,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0514729660181606,0,-0.0488319939506595,0,0,0,0,0,0,0,0,0,0.0962575860667478,0,0,0,0.0550893615992796,0,0.0714629320447734,0,0.0967103337871377,0,0,0,0,0,0,0,0,0,-0.00767756346908037,0,0,0,0,0,0,0.0169928954641276,0.0149948623171832,0,-0.0136516188801009,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0223133705398796,0,0,0,-0.0103486612312583,0,0,0,0.241630010815342,0,0,0.168430482098448,0.0712191312837937,0,0,0.0659109116022812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267857040451497,0,0,0,0,0.0652719057941195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.271181030472063,0,0,0,0,0,0,0.441663285513188,0,0,0,0,0,0.0620586280224922,0,0,0,0,0,0.166906295913207,-0.0695264924634361,0,-0.0843351588726861,0,-0.0306943696967538,-1.73472347597681e-18,0,0,-0.15219988870844,0,0,0,0,0,0,0,0,0.154059804961316,0.0154353581724527,0,0,0,0,0,0,0,0,0,0,-0.160318763548469,0,0.0298231629189756,0,0,0,0.0561608997758323,0,0
X002304.SZ,0,0,0.0689522264804567,0,0,0,0,0.282090425310143,0,0,0,0,0,0,0,0.0333099183530236,0,0,-0.0454991155097921,0.246877914353254,0.032113605910225,3.46944695195361e-18,0,-0.0297601122999464,0,0,0,-0.084941332529949,0,0,0,0.073531272904327,0,0,0,0,0,0,0,0,0,0,0,0,0.0287486928067852,0,0,0,0.0545300206079646,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36752559833103,0,0,0,0,0.452962195072617,0.0390058575238296,0,0.0253869858351917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809185661506517,0,0,0.0036645614442285,0,0,0,0,0,0,0,0,0.0350590539719262,-0.0240779002878883,0,0.0960365189071304,-0.0684542021545579,0,0,0,0,0,0
