,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000661.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X601799.SH,X002463.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X002180.SZ,X300142.SZ,X600460.SH,X000066.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.1075524108429,0.168314918919543,0,0,0,0,0,0,0.0126648942473381,0,0,0,0,0,0,0,0,0.039113762251906,0,0,0.0528455823930397,0,0,0,0,0,0,-0.0305733128462459,0,0,0,-0.00546616308237508,0,0,0,0,0.129761453071494,0.0297001125909239,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740600297030863,0.107257399683421,0,0,0,0,0,0
X000858.SZ,0,0,0.521477523567449,0,0,-0.0168481017884902,0,0,0,0,0,0,0,0,0,0.0892822282833707,0,0.0323656517720008,0.0678072208229167,0,0,0,0,0,0,0,0,0,-0.0430241725816844,0,0,0,0,0,0,0,-0.0251362425745182,0.0642877637573414,0,0,-0.172591834253686,0,0,0,0,0.162254202116602,0.0854022804851551,0,0,0,0,-0.0168022318418629,0.00676837087733477,0,0,0,0,0,0
X000568.SZ,0.160260259100763,0.226130199314611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389812289843328,0,0.0804760586369924,-0.0248359641001554,0,0,0,0,0,0,0,0,0,-0.0295777786577937,0,0,0,0,0,0,0,0,0.185139633917123,0,0,0,0.0506336386415047,0,0,-0.136973014871787,0,0,0,0,-0.0757088966148168,0,0.0289094138604318,0.00921011236302317,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.32591989762852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24401273643598,0,0,0,0,0.383179520121979,0,0,0,0,0.0209011671653477,0,0,-0.267077763138189,0,0,0,-0.133208154758086,-0.0476336691244466,0,0,0,0,0,0,0,0,0,0,-0.0238927117705051,0,0,0,0,0,0
X600809.SH,0,0,0,0.117826622385762,0,0,-0.113196518727025,0,0,0,0,0,-0.154687604139422,0,0,0,0.0211067002127116,0.0570545770717878,0.0131801553455649,0,0.0354861338072577,0.0673368251172167,0,0,0,0.142615055537508,0,0,0.0420638438688926,0,0,0,-4.33680868994202e-19,0,0,0,0,0.31260451837542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0301590415503991,0,0,0,0,0,0,0,0,0.0806002580221494,0,-0.0985776820939216,-0.130418779069444,0,0,0,0,0,-0.207228878288571,0,0,0,-0.348349981737162,0,0,0,0.268041125405865,0.482523746620145,0,0,0,0,0,0,0.0258579868063558,0,0,0,0.161101490988692,0,0,0,0,0,0,-0.0450419352751449,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0332535438925466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1542584979783,0.0725320406410899,0,0,0,0,0,0,0.162392842885363,0,0,0.645817974566388,0,0,0,0,0,0,0,0,0,0,0,-0.0264345913416625,0,0,0,0,0.0305081489980906,0,0,0,0,0,0,0
X600690.SH,0,0.107325742371362,0,0,0,0,0.00512901594237575,0,0,0.1049982880286,0,0,0,0,0,0,0.146983808186679,0,0,0,0.133627426782851,0,0,0,0.0163796789890014,0,0,0,0,0,0,0,0.0161763470578399,0,0,0.020035251625667,-0.0492163611554859,0.037008434551811,0,0,0,0,0,0,0,0,0,0,0,0,-0.07632399338097,0,0,0,0,0,0,0,0
X002304.SZ,0,0.433504462883911,0.0334513993409371,0,0.0923355613711918,0,-0.0300527094478436,0,0,0,0,0,0,0,0,0.0220961051021542,0,0,0.0577205768536379,0,0,0,0,0,0,0,0,-0.0121654633341283,0,0,0,0,0,0,0,0,0,0.0607559345066304,0,0,0,0,0,0,0,0.0203461545659096,0,0,0,0,0,0.00390374114377307,5.42101086242752e-20,-0.160025793055113,0,0,0,0,0
X000651.SZ,0,0.0717354715627138,0,0,0,0,0.11424389176148,0.285746343514242,0,0,0,0,0,0,0,0,0.0802627877715149,0,0.11771257853871,0,0,0,0,0,0,0,0,0,-0.115833531381701,0,0,0,0,0,0,0,0,0,0.00937431370118769,0,3.70989592487002e-05,-0.0243993498660937,0,0,0,0.0806343858624181,0,0,0,0,0,0,0,0,0,0,0,0,0
