,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600703.SH,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X300124.SZ,X002008.SZ,X600487.SH,X600498.SH,X000100.SZ,X002456.SZ,X002007.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X600566.SH,X300146.SZ,X600867.SH,X000157.SZ,X600809.SH,X000596.SZ,X300142.SZ,X002180.SZ,X600177.SH,X300136.SZ,X002294.SZ,X600089.SH,X600066.SH,X600372.SH,X000977.SZ,X002506.SZ,X002241.SZ,X600522.SH,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.759345017077483,0,0,0,0,0.0549235769949047,0,0,0,0,0,0,0,0,0,0,0,0.049837700518476,0,0,0,0,0,0.0234279615547018,0,0,0,0,0,0,0.0288082795411819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452366038613801,-0.0272283512575411,0,0,0,0,0,0
X600104.SH,0,0,0.0384808570346745,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0667902025455389,0,0,0,0,0.0720254297385129,0,0,0,0,0,0.302342274374165,0,0,0,0,0,0,0,0,0,0.30667153208604,0,0,0,0.0235052955919119,0,0,0.0362145701524712,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568327314415133,0,0.164322359872509,0.0493694611884931,0.0870597183517217,0,0,0,0.0237893790314604,-0.0154013867724705,-0.145190481725769,0,0,0,0,0,0,0,0.0867035307193936,0,0,0,0,0,-0.0591831852267434,0.0289858649828053,0,0,0,0,0,0.237508101586568,0,0.12700647610417,0,0,0,0.126715907681156,0,0
X000651.SZ,0.211630825292404,0,0,0,0,0.114696322090515,0,0,0,0,0,0,0,0,0.129160410461282,0,0.11229492785548,0,0,0,-2.16840434497101e-19,0.0702755298668647,0,0,0,0,0,0,0,0,0,0,0.0443513112346249,0,0,0,0,0,0,0,0,0,0.0297999187408888,0,0,0,0,0,0,0,0,-0.0041245096416336,0,0,0,0,0,0,0
X600276.SH,0,0.05372735888624,0.123540709379494,0,0,0,0,0,0.0375176371195817,0,0.0185873156041497,0,0,0,0,0,0.410510284816635,0,0,0.01954667060424,0,0,0,0,0,0,0,0,0,0,0.0381604997524896,0,0.0417423932602851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793877333759799,0,0,0,0.0200677487334795,0,0,0,0,0,0
X000858.SZ,0.0762892189007923,0,0,0,0,0,0.156867004101029,0,0,0,0,0,0,0,0.107454903705511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31627992171621,0.156437770564121,0,0,0,0,0,0,0.0927524336097567,0,0,0,0,0,0,0,0,0.0235696430813166,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.335785646775362,0,0,0,0,0,0,0,0,0.384875151582707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184639599150004,0,0,0.0615090647820065,0.0639662679380719,0,0.221858053673045,0.0580993048766792,0,-0.0704097100171065,0,0,0,0,0,0,0,0,0,0,0,0,0.0153278037100513,-4.55043471636299e-05,0.0455510846720545,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.117838576972779,0,0,0,0,0,0,0,0,0,0,0,0.0249906324983512,0.11644368987195,0,0,0,0,0.09945947110881,0.244297206990808,0.180116778549991,0,0,0.0556824805576591,0.0263278870189486,0,3.46944695195361e-18,0.0135322236502777,0,0,0,0,0,0,0,0,0,0,0,0,0.00501199309823811,0,0,0,0,0,0,0,-0.041042401405032,0,0,0,0,0,0
X000063.SZ,0,0.0794325153162906,0.12280483750958,0,0,0,0,0,0,0,0.273836709530852,0.0295834548593975,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.406814054533186,0.0735268384589001,0,0.203233329920685,-0.104224372735306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198937673988154,0,0,0,0,0,0,0,0,0,-0.0722278553594408,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.197076100982529,0.00686307044936885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160060323316853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237670928520092,0,0.301631744348853,0,0,0,0,0,0,-0.0254904334614249,0,0,0,0,0,0,0
