,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600031.SH,X600276.SH,X600271.SH,X000100.SZ,X600118.SH,X600372.SH,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X002241.SZ,X000559.SZ,X600741.SH,X600089.SH,X300124.SZ,X600177.SH,X600839.SH,X600066.SH,X002456.SZ,X002236.SZ,X600582.SH,X002292.SZ,X002465.SZ,X600198.SH,X600435.SH,X000977.SZ,X002475.SZ,X600060.SH,X600498.SH,X002276.SZ,X000800.SZ,X601877.SH,X300003.SZ,X000623.SZ,X000581.SZ,X002008.SZ,X000050.SZ,X000568.SZ,X600166.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0651076928951532,0,0,0.0252663977973586,0.0174174206723097,0,0,0,0.0836462304099981,0,0,0,0,0.053476672717676,0,0,0,0,0,0,0,0,0,0.0246288239301049,0.0179925304868488,0,0,0,0,-0.013432038250548,0,0,0,0,0,0,3.46944695195361e-18,0.0661031510515423,0,0,0,0,0,0,0,0.257113504476779,0,0,0,0,0.00460010378701457,0,0,0,0,0,0
X600104.SH,0,0,0.153096595793748,0,0,0.0148728063183304,0,0,0,0,0,0,0.0203767622751331,0,0,0.0798027466237252,0,0,0,0,0,0,0,0,0,0,0.0331172009504311,0,-0.0122012364749486,0.0582944290814841,0,0,0,-0.0173837063462904,0,0,0.0270978195480779,0,0.0103534017087999,0.0415078987053912,0,0,0,0.0952358381236772,0,0,0,0.129789602227765,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0249918097069907,0,0,0,0,0,0,0,0,0.0253454533157831,0,0,0,0,0,0,0,0,0,0,0,0,0.0391945264966086,0,0,0.0256510367746816,-3.46944695195361e-18,0,0,0,0,0,0,0,0.106472624267416,0,0,0,0,0,0.0102879764247418,0,0,0,0.055965158185048,0,0,0,-0.00235051849685701,0.0111186068646747,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0980929980037866,0,0,0,0,0,0,0.043908491910303,0,0,0,0,0,0,0,0,0,0,0.0119370000625346,0,0,-1.73472347597681e-18,0,0,0.0235764350982671,0,0,0.208678388306152,0,0,0.0686240314608688,0,0,0.0173419172534756,0.111299225164936,0,0,0,0,0,0,0,0,0,0,0,-0.0231540276643421,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16488341733638,0,0,0.119267072052553,0,0,0,0,0,0.0653691689329114,0,0,0.0795851257693245,0,0,0,0.152008000884265,0,0,0,0,0,0,0,0.138612811161914,0,0,0,0.0456931346326067,0,0,0,0.00023950404316867,0,0,0,0,-0.00161206495668967,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0217338099171166,0,0,0,0,0,0,0,0,0.0697842552568018,0,0.103155328306148,0,0.0410594594812954,0.0151933356300295,0,0,0,0,0,0,0,0,0.0333248318447149,0,-1.73472347597681e-18,0.204983024443274,0,0,0,0,0,0,0,0,0.111647240027077,0,0.0458808301207224,0,-0.0153409595403964,0.00328100235735272,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073357965812721,0,0.0997790545118325,0,0,0,0.00176358995509552,0,0,0,0,0,0,0,0.0343304409809149,0.0198187616269749,0,0,0,0,0.117157343482037,0,0,0.0389331772636585,0,0,0.0882024113710399,0,0.0176184410115631,0,0,0,0,0,0.0473096732705315,0,-0.00313604026439441,-0.0035355982042239,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.065446575339006,0,0,0,0.0235224986806401,0,0,0.0522728017022119,0,0,0,0.0825574766267721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296741539337611,0,0,0,0,0.0055657942556443,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0063734355107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270285998238408,0,0,0,0,0,0,0,0,0,0,0,0.0044562938484841,0.0206688368475179,0,0,0,0,0,0,0,0,0,0,0,-0.0275917161584418,0.0449617147014506,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0406316952738657,0,0,0,0,0,0.00506999389839324,0,0,0,0,0,0,0,0.109542289154446,0,0,0,0,0,0,0.0478636455865324,0,0,0,0.0259152033081379,0.0467668041331276,0.0996877347221957,0,0,0,0,0.0842309858141386,0,0,0.0122427921569705,0,0,0,0.00249873213107422,0,0,0,0,0,0,0
